,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
30,Kao the Kangaroo,GBA,Titus,Titus Software,N/A,3.9,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,11th Dec 01,N/A
31,The Elder Scrolls Online: Summerset,PC,Bethesda Softworks,ZeniMax Online Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,21st May 18,15th Sep 18
32,Builder's Block,PS,Jaleco,Taito Corporation,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,12th Jul 00,N/A
33,Stardust Amazoness,3DS,Arc System Works,Arc System Works,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Nov 13,07th May 19
34,F.E.A.R. Perseus Mandate,PC,Sierra Entertainment,TimeGate,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,06th Nov 07,N/A
35,Mahjong Taikai IV,PS3,KOEI,Koei,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Nov 06,N/A
36,BattleForge,PC,Electronic Arts,EA Phenomic,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,24th Mar 09,N/A
37,Agarest Senki: Re-appearance,PS3,Unknown,Compile Heart,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,N/A,N/A
38,Atelier: The Alchemist of Arland 1-2-3 DX,PS4,Koei Tecmo,Gust,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Sep 18,26th Sep 18
39,Battle Worlds: Kronos,PS4,Nordic Games,KING Art Games,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,10th May 16,01st Aug 18
40,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,Konami,Konami,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Jul 09,N/A
41,MotoGP 14,PSV,Namco Bandai Games,Milestone S.r.l.,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,04th Nov 14,03rd Nov 18
42,Ultraman Fighting Evolution 0,PSP,Banpresto,Banpresto,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Jul 06,N/A
43,Aquaman: Battle for Atlantis,GC,TDK Mediactive,Lucky Chicken,N/A,2.4,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,23rd Jul 03,N/A
44,PDC World Championship Darts 2008,PSP,Unknown,Mere Mortals,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,N/A,N/A
45,Project Highrise: Architect's Edition,XOne,Kalypso Media,SomaSim,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,13th Nov 18,22nd Mar 19
46,Small Town Terrors - Galdor's Bluff,PC,GSP,GSP,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th May 16,22nd Sep 18
47,Fate/kaleid liner Prisma Illya,3DS,Kadokawa Games,Kadokawa Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Jul 14,03rd Aug 18
48,Jinsei Game Q DS: Shouwa no Dekigoto,DS,Takara Tomy,Takara Tomy,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Dec 07,N/A
49,Strider (2014),PS3,Capcom,Double Helix Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Feb 14,03rd Jan 19
50,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Sega,Sega,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Dec 07,N/A
51,Goku Makaimura Kai,PSP,Capcom,Capcom,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Aug 07,N/A
52,Dragon's Dogma Online: Season 3,PS4,Capcom,Capcom,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th Aug 17,20th Sep 18
53,No Fate! Only the Power of Will,X360,Alchemist,Alchemist,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10,N/A
54,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,Nippon Ichi Software,Nippon Ichi Software,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th Sep 09,N/A
55,Mystery Legends: Beauty and the Beast,PC,Focus Multimedia,Big Fish Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,16th Mar 12,23rd Apr 19
56,This Is the Police 2,NS,THQ Nordic,Weappy Studio,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,25th Sep 18,24th Mar 19
57,Amnesia Later,PSV,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Oct 14,N/A
58,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,D3 Publisher,Tomcat System,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Jul 08,N/A
59,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,Naxat Soft,Naxat Soft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08,N/A
60,"Hanayaka Kana, Ware ga Ichizoku",PSP,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st Jul 10,N/A
61,Mamoru-kun wa Norowarete Shimatta!,X360,G.Rev,Gulti,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09,N/A
62,Rail Simulator,PC,Electronic Arts,Kuju Entertainment,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,16th Jan 08,N/A
63,Myself; Yourself,PS2,Yeti,Yeti,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Dec 07,N/A
64,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,System Soft,System Soft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Dec 10,N/A
65,Dokuro,PSV,GungHo,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Jul 12,N/A
66,Starry Sky: Spring Stories,PSV,honeybee,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Nov 16,N/A
67,To Heart Portable,PSP,Aquaplus,Aqua Plus,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Oct 11,N/A
68,Slide Adventure: Mag Kid,DS,Nintendo,Agenda,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Aug 07,N/A
69,Smuggler's Run,GBA,"Destination Software, Inc",Rebellion Developments,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,25th Sep 02,N/A
70,Jan Sangoku Musou,PS2,KOEI,Koei,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 06,N/A
71,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,Alchemist,Alchemist,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 07,N/A
72,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,SNK Playmore,SNK Playmore Corporation,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Aug 07,N/A
73,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo,Net Corporation,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th May 09,N/A
74,Tiger Woods PGA Tour 2005,PC,EA Sports,Headgate Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th Sep 04,N/A
75,CT Special Forces 2: Back in the Trenches,GBA,Hip Interactive,LSP,N/A,7.4,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,29th Jun 04,N/A
76,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,ChunSoft,ChunSoft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th May 06,N/A
77,Root Double: Before Crime * After Days,X360,Yeti,Yeti,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Jun 12,10th May 19
78,Deus Ex,PC,Eidos Interactive,Ion Storm,N/A,9.2,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,26th Jun 00,N/A
79,Inversion,PC,Namco Bandai,Saber Interactive,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Jun 12,N/A
80,Pro Evolution Soccer 2018,PC,Konami Digital Entertainment,Konami Digital Entertainment,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Sep 17,24th Apr 18
81,Capcom Beat 'Em Up Bundle,PS4,Capcom,Capcom,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Sep 18,19th Dec 18
82,Cities: Skylines Snowfall,PC,Paradox Development,Colossal Order,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,18th Feb 16,22nd Sep 18
83,ef - a fairy tale of the two.,PS2,Comfort,minori,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Apr 10,N/A
84,FairlyLife: MiracleDays,PSP,Piacci,Piacci,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10,N/A
85,Hotel Giant DS,DS,Nobilis,Enlight Software,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Nov 08,N/A
86,Death Connection Portable,PSP,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,03rd Feb 11,N/A
87,Surf's Up,GC,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,01st Jun 07,N/A
88,TimeShift,PC,Sierra Entertainment,Saber Interactive,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Oct 07,N/A
89,Rainbow Islands: Revolution,PSP,Codemasters,Ignition Entertainment,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,22nd Jan 08,N/A
90,Dungeons & Dragons: Neverwinter Nights - Complete,PC,Atari,Various,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,15th Nov 11,02nd Jan 19
91,Rakushou! Pachi-Slot Sengen 4,PS2,Tecmo,Net Corporation,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 06,N/A
92,Moe Moe 2-Ji Daisenryaku 2,PSP,System Soft,System Soft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Feb 10,N/A
93,Transformers: Prime,Wii,Activision,Now Production,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Oct 12,06th Jan 19
94,"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign",PSV,5pb,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Mar 16,N/A
95,Sonic & Sega All-Stars Racing Transformed,PC,Sega,Sumo Digital,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,01st Jan 14,03rd Dec 18
96,Tsuyo Kiss 3 Portable,PSP,NetRevo,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 12,N/A
97,Conflict: Denied Ops,PC,Eidos Interactive,Pivotal Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Feb 08,N/A
98,Moto Racer Advance,GBA,Ubisoft,Adeline Software,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,05th Dec 02,N/A
99,Duel Masters: Shadow of the Code,GBA,Atari,Mistic Software,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,18th Oct 05,N/A
100,Real Crimes: The Unicorn Killer,DS,Unknown,Licensed 4U,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Nov 11,N/A
101,Colin McRae Rally 04,PC,Codemasters,Codemasters,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,02nd Apr 04,N/A
102,Freaky Flyers,GC,Midway Games,Midway Games,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,08th Aug 03,N/A
103,Titan Quest,NS,THQ Nordic,Iron Lore Entertainment,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st Jul 18,24th Mar 19
104,Army Men: Air Combat - The Elite Missions,GC,3DO,3DO,N/A,3.8,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,25th Mar 03,N/A
105,Happy Dance Collection,Wii,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Oct 08,N/A
106,Rally Championship,GC,Conspiracy Entertainment,Warthog,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Jul 03,N/A
107,Bakumatsu Rock: Ultra Soul,PSP,Marvelous Interactive,Marvelous Interactive,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Sep 14,N/A
108,Championship Manager 2010,PC,Eidos Interactive,Beautiful Game Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,11th Sep 09,N/A
109,Musou Tourou,PSP,Nippon Ichi Software,FOG (Full On Games),N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Mar 09,N/A
110,Gakuen Hetalia,DS,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Mar 12,08th May 19
111,Really? Really! DS,DS,Kadokawa Shoten,Kadokawa Shoten,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09,N/A
112,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,Quinrose,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Jul 13,N/A
113,Fallout 3: Game of the Year Edition,PC,Bethesda Softworks,Bethesda Softworks,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,13th Oct 09,N/A
114,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,Success,Success,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st May 14,07th May 19
115,Jam Sessions: Sing and Play Guitar (jp sales),DS,Ubisoft,Plato,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Sep 07,N/A
116,Tringo,GBA,Crave Entertainment,Crave,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,16th May 06,N/A
117,RalliSport Challenge (JP sales),XB,Microsoft,Digital Illusions,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Jun 02,25th Sep 18
118,Apollo Justice: Ace Attorney,3DS,Capcom,Capcom,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st Nov 17,30th Dec 17
119,Element Hunter,DS,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Oct 09,N/A
120,Jambo! Safari Animal Rescue,DS,Sega,Full Fat,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,19th Jan 10,N/A
121,Nari Kids Park: Hugtto! PreCure,NS,Bandai Namco Games,Bandai Namco Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st Nov 18,19th Dec 18
122,Rondo of Swords (jp sales),DS,Atlus,Success,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,15th Apr 08,N/A
123,Ultraman Fighting Evolution 3,PS2,Banpresto,Banpresto,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Dec 04,N/A
124,The Humans: Meet the Ancestors!,DS,Deep Silver,Blue Monkey Studios,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,28th Jul 09,N/A
125,Greg Hastings' Tournament Paintball Max'd,PS2,Activision,WXP,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,26th Sep 06,N/A
126,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,Creative Core,Creative Core,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Dec 08,N/A
127,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,CyberFront,CyberFront,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Apr 09,N/A
128,Whac-A-Mole,GBA,Activision,DC Studios,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Sep 05,N/A
129,Young Justice: Legacy,X360,Warner Bros. Interactive Entertainment,Freedom Factory Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Nov 13,24th Nov 18
130,Fullmetal Alchemist: Prince of the Dawn,Wii,Square Enix,Square Enix,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Aug 09,N/A
131,Smart Kid's Gameclub,DS,UFO Interactive,Starfish Inc.,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,N/A,16th Nov 07,N/A
132,Fashionable Puppy: Oshare na Koinu DS,DS,MTO,MTO,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Oct 07,N/A
133,Grooverider: Slot Car Thunder,GC,Encore,King of the Jungle,N/A,4.5,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,28th Sep 03,N/A
134,H2O+: Footprints in the Sand,PS2,Kadokawa Shoten,Regista,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Apr 08,N/A
135,Turbo: Super Stunt Squad,X360,D3Publisher,Monkey Bar Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,16th Jul 13,10th May 19
136,Chaos;Child: Love Chu Chu!!,PSV,5pb,5pb. Inc.,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Mar 17,15th Jan 18
137,Hollywood Hijinx,PC,Infocom,"Infocom, Inc.",N/A,N/A,N/A,0.01m,N/A,N/A,N/A,N/A,N/A,01st Jan 86,N/A
138,Sekirei: Mirai Kara no Okurimono,PS2,Alchemist,Alchemist,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Oct 09,N/A
139,Ultimate Board Game Collection,PS2,Valcon Games,Jack of All Games,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,11th Jul 06,N/A
140,Dinotopia: The Sunstone Odyssey,XB,TDK Mediactive,Vicious Cycle,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,05th Aug 03,N/A
141,Mothergunship,XOne,Sold Out,Grip Games,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,24th Aug 18,03rd Apr 18
142,Idol Janshi Suchie-Pai IV,PS2,Jaleco,Jaleco Entertainment,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Oct 07,N/A
143,Natsuzora no Monologue,PSP,Otomate,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Mar 13,N/A
144,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,Namco Bandai Games,Namco Bandai Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Dec 20,09th Apr 18
145,Kenka Banchou Portable,PSP,Spike,Spike,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Oct 09,N/A
146,Monster Jam,PC,Activision,Torus Games,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,13th Nov 07,N/A
147,Ishin Renka: Ryouma Gaiden,PSP,D3 Publisher,Vridge,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Nov 10,N/A
148,The Chronicles of Riddick: Assault on Dark Athena,PC,Atari,Starbreeze Studios AB,N/A,8.0,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,07th Apr 09,N/A
149,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Namco Bandai Games,CyberConnect2,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,05th Feb 16,01st Aug 18
150,NHL 2K7,XB,2K Sports,2K Sports,N/A,7.7,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,12th Sep 06,N/A
151,Dramatical Murder Re:code,PSV,Nitroplus,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Oct 14,N/A
152,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,Idea Factory,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Sep 13,N/A
153,Powerdrome,XB,Mud Duck Productions,Argonaut Games,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,16th Jun 04,N/A
154,Fallout Anthology,PC,Bethesda Softworks,Bethesda Softworks,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th Sep 15,22nd Sep 18
155,Let's Sing 2019,Wii,Ravenscourt,Ravenscourt,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,26th Oct 18,02nd Dec 18
156,Moonlighter,PS4,Merge Games,Digital Sun,N/A,N/A,9.0,N/A,0.01m,0.01m,N/A,N/A,0.00m,09th Nov 18,03rd Jun 18
