,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
738,Rig Racer 2,Wii,Bold Games,Data Design Interactive,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,02nd Jan 08,N/A
739,The Adventures of Tintin: The Game,PC,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,0.01m,0.00m,0.00m,N/A,0.00m,06th Dec 11,N/A
740,Akiba's Trip 2+A,PS4,Acquire,Acquire,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Feb 17,21st Sep 18
741,Secret Mysteries in London,3DS,Unknown,Licensed 4U,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,25th Nov 11,N/A
742,Yoshiwara Higanbana Kuon no Chigiri,PSV,Prototype,Prototype,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,12th Oct 17,09th Jan 18
743,Jyuzaengi: Engetsu Sangokuden 1 + 2,PSV,Idea Factory,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Aug 15,N/A
744,Quarterstaff: Tomb of Setmoth,PC,Unknown,Simulated Environment Systems,N/A,N/A,N/A,0.01m,N/A,N/A,N/A,N/A,N/A,10th Aug 90,N/A
745,Kurogane no Linebarrels,PSP,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Oct 09,N/A
746,Chainz Galaxy,PC,Mumbo Jumbo,MumboJumbo,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Jan 11,N/A
747,Hakuoki: Reimeiroku Nagorigusa,PS3,Idea Factory,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Jun 12,N/A
748,Live-On DS,DS,Acquire,Acquire,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Aug 09,N/A
749,0-ji no Kane to Cinderella: Halloween Wedding,PSP,Quinrose,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd May 13,N/A
750,Neo Angelique: Tenshi no Namida,PSV,Idea Factory,Otomate,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,07th Dec 17,07th Jan 18
751,Norimono Oukoku DS: You! Unten Shichai na Yo!,DS,D3 Publisher,Tamsoft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Aug 08,N/A
752,Sega Rally Championship,GBA,Sega,Sega,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,10th Mar 03,N/A
753,Sugar Sugar Rune: Queen Shiken wa Dai Panic,DS,Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th May 06,N/A
754,Disney's Little Einsteins,GBA,Buena Vista,InLight Entertainment,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,12th Sep 06,N/A
755,Phantom Breaker,PS3,5pb,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Sep 13,N/A
756,Qupu!! Mame Goma!,DS,Creative Core,Creative Core,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Jul 09,N/A
757,Vitamin X: Destination,PSV,D3Publisher,HuneX,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Feb 18,08th Mar 18
758,Date A Live: Rio Reincarnation HD,PS4,Compile Heart,Compile Heart,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,12th Oct 17,09th Jan 18
759,Dun←Dam: Dungeons & Dam,DS,Acquire,Ride On,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Apr 09,N/A
760,Football Manager 2008,X360,Sega,Sports Interactive,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Mar 08,N/A
761,PES 2009: Pro Evolution Soccer,PC,Konami,Konami,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,17th Oct 08,N/A
762,Hanasaki Work Spring!,PSV,Entergram,Entergram,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Apr 17,N/A
763,Desert Kingdom,PS2,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th May 10,N/A
764,Hanasaku Manimani,PSP,5pb,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,21st Nov 13,N/A
765,Orfleurs: Koufuku no Hanataba,PSV,Dramatic Create,Dramatic Create,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Jan 17,N/A
766,PAIN,PS3,Sony Computer Entertainment,Idol Minds Digital,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,24th Jun 09,N/A
767,Chibi * Devi!,3DS,Alchemist,Infinity,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Sep 12,07th May 19
768,Yosumin. DS,DS,Square Enix,Square Enix,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,08th Nov 07,N/A
769,Survivor,Wii,Valcon Games,Mindscape Inc.,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,19th Oct 10,N/A
770,Gurumin: A Monstrous Adventure,PSP,Mastiff,Nihon Falcom Corporation,N/A,7.4,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,12th Feb 07,N/A
771,Jojo's Bizarre Adventure,PS3,Capcom,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,21st Aug 12,N/A
772,Memories Off: Sorekara,PSP,5pb,5pb. Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Aug 08,N/A
773,City Racer,GC,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,29th Apr 03,N/A
774,Grisaia Phantom Trigger 03 & 04,PSV,Prototype,Prototype,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Aug 18,25th Aug 18
775,Yuusha no Kuse ni Namaikida (PSP the Best sales),PSP,Sony Computer Entertainment,Acquire,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Aug 08,N/A
776,Child of Light,PC,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Apr 14,30th Dec 18
777,Kirarin * Revolution: Atsumete Change! Kurikira * Code,DS,Konami,Konami,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Dec 08,N/A
778,Undertale,PS4,Toby Fox,Toby Fox,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,15th Aug 17,06th Jun 18
779,Boulder Dash-XL,PC,Kalypso,Catnip Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,05th Aug 11,N/A
780,Hokuto no Ken: Raoh Gaiden - Ten no Haoh,PSP,Interchannel,Interchannel,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Jan 09,N/A
781,Wand of Fortune R2 FD: Kimi ni Sasageru Epilogue,PSV,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Oct 18,17th Nov 18
782,Zero Cho Aniki,PSP,GungHo,"extreme Co.,Ltd.",N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Mar 09,N/A
783,Bermuda Triangle: Saving the Coral,Wii,Storm City Games,Storm City Games,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,17th Nov 09,N/A
784,Fooblitzky,PC,Infocom,"Infocom, Inc.",N/A,N/A,N/A,0.01m,N/A,N/A,N/A,N/A,N/A,01st Jan 85,N/A
785,Ever17 〜the out of infinity〜 Premium Edition,PSP,CyberFront,KID Corporation,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,12th Mar 09,N/A
786,Jagged Alliance: Rage!,XOne,THQ Nordic,Cliffhanger Productions,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,07th Dec 18,11th Sep 18
787,Nancy Drew: Secret of the Scarlet Hand,PC,DreamCatcher Interactive,Her Interactive,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,04th Sep 02,N/A
788,Nodame Cantabile: Dream * Orchestra,Wii,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Dec 07,N/A
789,Rezel Cross,PSP,Sony Computer Entertainment,SIMS,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,06th Sep 07,N/A
790,Xia-Xia,DS,GameMill,"Black Lantern Studios, Inc.",N/A,N/A,N/A,N/A,0.01m,0.00m,0.00m,N/A,N/A,13th Mar 12,08th May 19
791,MyStylist,PSP,Sony Computer Entertainment,Sony Computer Entertainment Japan,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,28th Feb 08,20th Apr 18
792,Don Bradman Cricket 14,X360,Tru Blu Entertainment,Big Ant Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,03rd Apr 14,N/A
793,Free Running,PSP,Unknown,Core Design Ltd.,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,N/A,N/A
794,Inugamike no Ichizoku,DS,From Software,From Software,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,22nd Jan 09,N/A
795,Darksiders III,PC,THQ Nordic,Gunfire Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,27th Nov 18,19th Dec 18
796,Moe Moe 2-ji Daisenryaku 3,PSV,System Soft Alpha,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Feb 17,N/A
797,Kurenai no Homura: Sanada Ninpou Chou,PSV,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Jun 18,12th Aug 18
798,Pilot Academy,PSP,Rising Star,Kuju Entertainment,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,26th Oct 06,N/A
799,Maitetsu: Pure Station,PS4,Yeti,Lose,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,26th Jul 18,29th Aug 18
800,The King of Fighters NESTS Collection,PS2,SNK Playmore,SNK Playmore Corporation,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,19th Apr 07,N/A
801,Eiyuu Densetsu: Sora no Kiseki FC & SC Kanzenban,PSP,Falcom Corporation,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,20th Dec 07,N/A
802,Open Season,GBA,Ubisoft,Ubisoft Montreal,N/A,7.6,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,19th Sep 06,N/A
803,Oretachi no Sabage Portable,PSP,Best Media,Best Media,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Dec 08,N/A
804,Leisure Suit Larry: Wet Dreams Don't Dry,PC,Assemble Entertainment,CrazyBunch,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,07th Nov 18,08th Nov 18
805,Battle Robot Soul,PSP,Namco Bandai Games,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Feb 13,N/A
806,RailWorks 2: Train Simulator,PC,RailSimulator.com,RailSimulator.com,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,18th Oct 10,N/A
807,Shin Hisui no Shizuku: Hiiro no Kakera 2,PS2,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st Oct 09,N/A
808,Tiger Woods PGA Tour 06,PC,EA Sports,EA Sports,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Sep 05,N/A
809,Tsuihou Senkyo,PSV,Nippon Ichi Software,Nippon Ichi Software,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Apr 17,21st Sep 18
810,Age of Mythology: Gold Edition,PC,Microsoft Game Studios,Ensemble Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,10th Sep 04,N/A
811,Eiyuu * Senki,PSV,5pb,Tenco,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th May 14,27th Apr 19
812,Haunted Hotel: Ancient Curse,PC,Big Fish Games,Astragon,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,10th Feb 16,22nd Sep 18
813,Phantom: Phantom of Inferno,X360,Digiturbo,Nitro+,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Oct 12,27th Apr 19
814,After Burner: Black Falcon,PSP,Sega,Planet Moon Studios,N/A,7.4,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Mar 07,N/A
815,Yuukyuu no Tierblade: Fragments of Memory,PSV,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Oct 17,N/A
816,Killer 3D Pool,GBA,"Destination Software, Inc",Gravity-I,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,02nd May 05,N/A
817,Super Putty Squad,NS,System 3,System 3 Software,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,09th Nov 17,06th Apr 19
818,Final Fantasy XIV Online Complete Edition,PC,Square Enix,Square Enix,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th Jun 17,10th Jul 18
819,Koukou Yakyuu Dou DS,DS,Spike,Spike,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Jul 09,N/A
820,Earthpedia,3DS,Gakken,Gakken Kyouiku Shuppan,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Apr 12,N/A
821,Beijing 2008,PC,Sega,Eurocom Entertainment Sofftware,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,04th Aug 08,N/A
822,Just Deal With It,PS4,Wired Productions,Wired Productions,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,04th Dec 18,12th Oct 18
823,LEGO Batman 2: DC Super Heroes,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Jun 12,15th Mar 18
824,Monster Frenzy,DS,Zoo Games,Bluestone Interactive,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,25th May 10,N/A
825,Puzzler Collection,PSP,Ubisoft,Route 1 Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,01st Aug 08,N/A
826,Blood Bowl,PSP,Focus Home Interactive,Cyanide Studio,N/A,5.0,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,13th Apr 10,N/A
827,Chaos Field,GC,O3 Entertainment,MileStone Inc.,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Dec 05,N/A
828,Memories Off: Innocent File,PS4,MAGES,5pb. Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Mar 18,07th Apr 18
829,Derby Time Online,PS3,Sony Computer Entertainment,SCE Japan Studio,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Nov 08,N/A
830,Horrible Histories: Ruthless Romans,DS,Graffiti,Virtual Identity,N/A,N/A,N/A,N/A,0.01m,0.00m,0.00m,N/A,0.00m,14th Mar 10,N/A
831,R-Type Tactics II: Operation Bitter Chocolate,PSP,Irem Software Engineering,Irem Software Engineering,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,10th Dec 09,N/A
832,RPG Maker MV,NS,NIS America,Kadokawa Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,01st Mar 19,23rd Dec 18
833,Kidz Sports: Basketball,Wii,Bold Games,Data Design Interactive,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,14th Jan 08,N/A
834,Deal or No Deal: The Banker is Back!,Wii,Mindscape,Mindscape,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Nov 08,N/A
835,Fabled Legends: The Dark Piper,PC,Big Fish Games,Big Fish Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,24th Nov 14,22nd Sep 18
836,Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,PSP,Irem Software Engineering,Irem Software Engineering,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Jul 09,N/A
837,Maximum Racing: Super Truck Racer,Wii,Unknown,Brain in a Jar,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st May 11,N/A
838,World War II Combat: Iwo Jima,XB,Groove Games,Direct Action Games,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,21st Jul 06,N/A
839,G1 Jockey 4 2008,PS2,KOEI,Koei/Inis,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Sep 08,N/A
840,"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",PSP,Nippon Ichi Software,Nippon Ichi Software,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Jul 10,N/A
841,Disney Sports Basketball,GC,Konami,Konami,N/A,4.0,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,13th Jan 03,N/A
842,Neverwinter Nights 2: Storm of Zehir,PC,Atari,Obsidian Entertainment,N/A,7.2,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,18th Nov 08,N/A
843,Street Cleaning Simulator,PC,Excalibur Publishing,TML Studios,N/A,1.5,N/A,N/A,0.01m,N/A,0.01m,N/A,N/A,01st Jul 11,N/A
844,Jewel Pet: Kawaii Mahou no Fantasy,DS,MTO,MTO,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Apr 09,N/A
845,Kodawari Saihai Simulation: Ocha no Ma Pro Yakyuu DS,DS,Now Production,Now Production,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,04th Jun 09,N/A
846,School Wars,PSP,Quinrose,QuinRose,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Nov 12,27th Apr 19
847,Journey to the Center of the Earth,DS,THQ,Midway Games,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,30th Jun 08,N/A
848,Lost Identities,DS,SVG Distribution,dtp entertainment AG,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th Mar 11,N/A
849,Suigetsu Portable,PSP,GN Software,GN Software,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08,N/A
850,Kawaii Koneko DS,DS,MTO,MTO,N/A,N/A,7.1,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Jan 08,N/A
851,Castle of Shikigami III,X360,Arc System Works,Alfa System,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Dec 07,N/A
852,Flowers: Le volume sur hiver,PSV,Prototype,Prototype,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,16th Mar 18,30th Mar 18
853,Kuroyukihime: Snow Black,PSP,Quinrose,QuinRose,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Apr 14,27th Apr 19
854,Curse: The Eye of Isis,XB,DreamCatcher Interactive,Asylum Entertainment,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,08th Dec 03,N/A
855,Hakuouki 3D,3DS,Aksys Games,Idea Factory,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,19th Sep 13,N/A
856,NBA 2K10,PC,2K Sports,Visual Concepts,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Oct 09,N/A
857,Photo Phantasy,DS,Zoo Games,Zoo Games,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,01st Feb 11,N/A
858,Tetris Ultimate,3DS,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,11th Nov 14,29th Jul 18
859,The Sims: Life Stories,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,06th Feb 07,N/A
860,Miracle Tunes! Game de Tune Up! Tabun!,3DS,FuRyu Corporation,FuRyu,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,09th Nov 17,30th Dec 17
861,Magus,PS3,Aksys Games,Black Tower Studios,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,28th Feb 14,27th Apr 19
862,Traxxpad: Portable Studio,PSP,Eidos Interactive,Definitive Studios,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,26th Jun 07,N/A
863,Legend of Kay Anniversary,NS,THQ Nordic,THQ Nordic,N/A,6.5,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,29th May 18,06th Apr 19
864,Frontier Gate Boost+,PSP,Konami Digital Entertainment,tri-Ace,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,14th Mar 13,29th Apr 19
865,Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,PS2,Abel,Abel Software,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,29th Jan 09,N/A
866,Saints Row: Gat out of Hell,PS3,Deep Silver,Volition Inc.,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,20th Jan 15,N/A
867,Valhalla Hills: Definitive Edition,PS4,Kalypso Media,Daedalic Entertainment,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,25th Apr 17,15th Sep 18
868,Machi-Ing Maker DS,DS,D3 Publisher,"Indi Software Co., Ltd.",N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Jul 08,N/A
869,Micro Machines V4,DS,Codemasters,Supersonic Software,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,20th Feb 07,N/A
870,Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,DS,Culture Brain,Culture Brain,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,12th Nov 09,N/A
871,Deadfall Adventures,X360,Nordic Games,The Farm 51,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,01st Jul 13,29th Apr 19
872,MotoGP 08,PC,Capcom,MileStone Inc.,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,28th Oct 08,N/A
873,Quantum Conundrum,PS3,Square Enix,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,10th Jul 12,N/A
874,Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,DS,D3 Publisher,Intense,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08,N/A
875,Maximum Racing: Sprint Cars,Wii,Unknown,Brain in a Jar,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st May 11,N/A
876,Ochaken no Daibouken 2: Yume Ippai no Omocha Hako,DS,MTO,MTO,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Dec 08,N/A
877,Chronostacia,PSP,Idea Factory,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Apr 14,N/A
878,4 Play Collection: Treasure Hunters,PC,Avanquest Software,GSP,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,08th Aug 14,22nd Sep 18
879,Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PSV,Spike Chunsoft,Spike Chunsoft,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,30th Jul 15,21st Sep 18
880,FlatOut,Wii,Zoo Games,Team6 Game Studios,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,09th Nov 10,N/A
881,Dark Parables: The Little Mermaid and the Purple Tide,PC,Astragon,Big Fish Games,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,16th Mar 16,21st Feb 18
882,Timepiece Ensemble,PSV,Entergram,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,23rd Feb 17,N/A
883,Mean Girls,DS,505 Games,505 Games,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,31st Aug 10,N/A
884,Black & White 2: Battle of the Gods,PC,Electronic Arts,Lionhead Studios,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,25th Apr 06,N/A
885,Bus Driver,PC,Meridian4,SCS Software,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,N/A,30th May 08,N/A
886,"My World, My Way",DS,Atlus,Global A Entertainment,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,03rd Feb 09,N/A
887,Nanairo Reincarnation,PSV,Silky`s,Unknown,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,17th Sep 15,N/A
888,Shogun: Total War,PC,Electronic Arts,The Creative Assembly,N/A,8.8,N/A,N/A,0.01m,0.00m,0.01m,N/A,0.00m,13th Jun 00,N/A
889,Memories Off: AfterRain,PSP,5pb,5pb. Games,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09,N/A
890,Burn Zombie Burn!,PC,P2 Games,Doublesix,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,12th Aug 10,N/A
891,Zatch Bell! Mamodo Fury,PS2,Namco Bandai,Mechanic Arms,N/A,N/A,N/A,N/A,0.01m,0.00m,0.00m,N/A,0.00m,19th Sep 06,N/A
892,AMF Xtreme Bowling,XB,Bethesda Softworks,Mud Duck Productions,N/A,N/A,N/A,N/A,0.01m,0.01m,0.00m,N/A,0.00m,28th Jun 06,N/A
893,Moujuutsukai to Oujisama: Flower & Snow,PSV,Idea Factory,Otomate,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,11th Jun 15,15th May 19
894,Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,DS,Russel,Russel,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,02nd Sep 10,N/A
895,Professional Fisherman's Tour: Big Bass Open,3DS,UFO Interactive,Starfish SD,N/A,N/A,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,11th Oct 11,N/A
896,Championship Manager 2007,X360,Eidos Interactive,Beautiful Game Studios,N/A,N/A,N/A,N/A,0.01m,N/A,0.01m,N/A,0.00m,30th Mar 07,N/A
897,Sakura Note: Imanitsu na Garu Mirai,DS,Marvelous Interactive,Marvelous Interactive,N/A,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,05th Nov 09,N/A
