,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
56,Nancy Drew: The Captive Curse,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Jul 12,N/A
57,Nancy Drew: The Creature of Kapu Cave,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 06,N/A
58,Nancy Drew: The Final Scene,PC,DreamCatcher Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 01,N/A
59,Nancy Drew: The Haunted Carousel,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Aug 03,N/A
60,Nancy Drew: The Haunting of Castle Malloy,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 08,N/A
61,Nancy Drew: The Legend of the Crystal Skull,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 07,N/A
62,Nancy Drew: The Secret of Shadow Ranch,PC,Atari,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 04,N/A
63,Nancy Drew: The White Wolf of Icicle Creek,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 07,N/A
64,Nancy Drew: Treasure in a Royal Tower,PC,DreamCatcher Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 01,N/A
65,Nancy Drew: Warnings at Waverly Academy,PC,Her Interactive,Her Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 09,N/A
66,Nandoku 500 Kanji Word Puzzle,DSiW,IE Institute,IE Institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jan 10,N/A
67,Naniwa Wangan Battle,PS,Medioza,Medioza,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 98,N/A
68,Nankoku Shirei!! Spy vs Spy,NES,Kemco,Kemco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 87,N/A
69,Nankoku Sodachi DS,DS,Commseed,Commseed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Dec 09,N/A
70,Nanny Mania,PC,DreamCatcher Interactive,DreamCatcher Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th May 07,N/A
71,Nanny Mania 2,PC,Big Fish Games,Big Fish Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 09,N/A
72,Nano Assault Neo,WiiU,Shin'en Multimedia,Shin'en Multimedia,N/A,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 12,13th Sep 20
73,Nano Diver,PSN,Takara Tomy,Takara Tomy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 11,N/A
74,Nanpa Nama Hame: Nakadashi Banzai 4,PC,Unknown,U-Me Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75,Naoko to Hide Bou: Kanji no Tensai 1,3DO,Unknown,Gakuman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 95,N/A
76,Naoko to Hide Bou: Sansuu no Tensai 1,3DO,Unknown,Gakuman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 95,N/A
77,Naoko to Hide Bou: Sansuu no Tensai 2,3DO,Unknown,Gakuman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 95,N/A
78,Napoleon: Total War - The Peninsular Campaign,PC,Sega,The Creative Assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jul 10,N/A
79,Napple Tale: Arsia in Daydream,DC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 00,N/A
80,Naraku no Shiro Portable,PSP,Nippon Ichi Software,FOG (Full On Games),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 09,N/A
81,NARC,NES,Acclaim Entertainment,Rare Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 90,N/A
82,NARC,PC,Zoo Digital Publishing,Point of View,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Feb 06,N/A
83,Narco Terror,X360,Deep Silver,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 13,N/A
84,Narco Terror,PS3,Deep Silver,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 13,N/A
85,Narco Terror,PC,Deep Silver,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 13,N/A
86,Nari Kyara Katei Kyooshi Hitman REBORN!,DSiW,Takara Tomy,Takara-Tomy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jan 10,N/A
87,Nari-Chara: Naruto Shippuden,DSiW,Takara Tomy,Takara Tomy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jan 10,N/A
88,Narimono Note,PC,SkunkWorks,SkunkWorks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Mar 07,N/A
89,Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,PSN,Irem Software Engineering,Irem Software Engineering,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 10,N/A
90,Naruhodo! The World,SNES,Tomy Corporation,Tomy Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 94,N/A
91,Naruto RPG: Uketsugareshi Hi no Ishi,GBA,Tomy Corporation,TOSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jul 04,N/A
92,Naruto Shippuden: Ultimate Ninja Storm Legacy,PC,Namco Bandai Games,CyberConnect2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 17,N/A
93,Naruto to Boruto: Shinobi Striker,PC,Namco Bandai Games,Soleil Software Studio Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 18,N/A
94,Naruto: Konoha Ninpouchou,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 03,N/A
95,Naruto: Konoha Senki,GBA,Tomy Corporation,Tomy Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 03,N/A
96,Naruto: Ninja Council 2,GBA,D3 Publisher,Aspect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Oct 06,N/A
97,Naruto: Path of the Ninja,GBA,Tomy Corporation,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jul 04,N/A
98,Naruto: Rise of a Ninja,XBL,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Apr 10,N/A
99,Naruto: Shinobi no Sato no Jintori Kassen,PS,Bandai,Dimps Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jun 03,N/A
100,NASCAR '14,PC,Deep Silver,Eutechnyx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 14,04th Nov 18
101,NASCAR '15,PC,Deep Silver,Eutechnyx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd May 15,14th Apr 18
102,NASCAR 2000,PC,EA Sports,Stormfront Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Feb 00,N/A
103,NASCAR 2000,GB,EA Sports,THQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 00,N/A
104,NASCAR 98,SAT,EA Sports,EA Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 97,N/A
105,NASCAR 99: Legacy,PS,EA Sports,EA Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 99,N/A
106,NASCAR Challenge,GB,Majesco,Morning Star Multimedia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 99,N/A
107,NASCAR Craftsman Truck Series Racing,PC,Sierra Entertainment,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 99,N/A
108,NASCAR Heat,PC,Hasbro Interactive,Monster Games Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 00,N/A
109,NASCAR Heat,GB,Majesco,Game Titan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 00,N/A
110,NASCAR Heat 2,PC,704Games,Monster Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 17,25th Jun 18
111,NASCAR Heat Evolution,PC,Dusenberry Martin Racing,Monster Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 16,N/A
112,NASCAR Legends,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 99,N/A
113,NASCAR Racers,GB,Majesco,Digital Eclipse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 00,N/A
114,NASCAR Racers,PS,Hasbro Interactive,Hasbro Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 00,N/A
115,NASCAR Racers,PC,Hasbro Interactive,Hasbro Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 00,N/A
116,NASCAR Racing,PC,Papyrus,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
117,NASCAR Racing 2,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 96,N/A
118,NASCAR Racing 2002 Season,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 02,N/A
119,NASCAR Racing 2003 Season,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 03,N/A
120,NASCAR Racing 3,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 99,N/A
121,NASCAR Racing 4,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Feb 01,N/A
122,NASCAR Racing Online Series,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 99,N/A
123,NASCAR Racing Online Series,Arc,BudCat Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 07,N/A
124,NASCAR Racing: 1999 Edition,PC,Sierra Entertainment,Papyrus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 98,N/A
125,NASCAR Revolution,PC,EA Sports,Stormfront Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 99,N/A
126,NASCAR Revolution SE,PC,EA Sports,Stormfront Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 99,N/A
127,NASCAR Road Racing,PC,EA Sports,FarSight Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 99,N/A
128,NASCAR SimRacing,PC,EA Sports,EA Tiburon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 05,N/A
129,NASCAR Thunder 2003,PC,EA Sports,EA Tiburon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 02,N/A
130,NASCAR Thunder 2003,PS,EA Sports,BudCat Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 02,N/A
131,NASCAR Thunder 2004,PC,EA Sports,EA Tiburon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 03,N/A
132,NASCAR Thunder 2004,PS,EA Sports,BudCat Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 03,N/A
133,Nasty,XBL,Microsoft,Kris Steele,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Aug 09,N/A
134,Nat Geo Games: Ghost Fleet,PC,ValuSoft,ValuSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 10,N/A
135,Natalie Brooks: The Treasures of the Lost Kingdom,PC,GSP,Foreign Media Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 09,N/A
136,NatGeo Quiz! Wild Life,PC,Tradewest,Gusto Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jun 10,N/A
137,Nation Red,PC,DiezelPower,DiezelPower,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Aug 09,N/A
138,National Lampoon's University Tycoon,PC,Activision,Anarchy Enterprises,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 04,N/A
139,Natsuiro Komachi,PS2,Princess Soft,Princess Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Sep 03,N/A
140,Natsuiro: Hoshikuzu no Memory,PS2,Princess Soft,Princess Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 04,N/A
141,Natsume Championship Wrestling,SNES,Natsume,Natsume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 94,N/A
142,Natsume Championship Wrestling,VC,Natsume,Natsume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Mar 11,N/A
143,Natsuzora no Monologue,PS2,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 10,N/A
144,Natural 2: Duo,GBA,Omega Products,Omega Products,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 02,N/A
145,Naughty Bear Gold Edition,PS3,505 Games,Artificial Mind and Movement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th May 11,N/A
146,Naughty Bear Gold Edition,X360,505 Games,Artificial Mind and Movement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th May 11,N/A
147,Naughty Bear: Double Trouble,X360,505 Games,Behaviour Interactive Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Oct 12,02nd Jan 19
148,Naughty Bricks,And,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 13,N/A
149,Naval Warfare,PC,Unknown,Game Distillery s.r.o.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th May 11,N/A
150,Navel Nishimata Aoi & Suzuhira Hiro Collection,PC,Navel,Navel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 11,N/A
151,Navit,PS,ArtDink,ArtDink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Sep 98,N/A
152,Navy Blue,NES,I'Max,Use,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 92,N/A
153,Navy Force,PC,Unknown,Ngames Limited,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
154,Navy Seals,GB,Ocean,Ocean,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 91,N/A
155,Navy SEALs: Weapons of Mass Destruction,PC,ValuSoft,Jarhead Games,N/A,1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jul 03,N/A
156,NAX Music Player,PSV,Arc System Works,Arc System Works,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 11,N/A
157,Naxat Open,PCE,Naxat Soft,Naxat Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 89,N/A
158,Naxat Stadium,PCE,Naxat Soft,Sting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 90,N/A
159,Naxat Super Pinball: Jaki Hakai,SNES,Naxat Soft,Naxat Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 92,N/A
160,Nazo no Masquerade,PCE,NCS,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Mar 90,N/A
161,Nazo no Murasame-Jou,VC,Nintendo,Nintendo EAD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Aug 08,N/A
162,Nazo Puyo: Aruru no Ru,GG,Sega,Compile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 94,N/A
163,Nazo-Oh,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 96,N/A
164,Nazo-Oh Pocket,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 99,N/A
165,Nazotte Oboeru Otona no Kanji Renshuu,DS,Now Production,Now Production,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Dec 06,N/A
166,Nazotte Oboeru Otona no Kanji Renshuu Kaitei-ban,DS,Now Production,Now Production,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 10,N/A
167,Nazotte Oboeru Otona no Kanji Renshuu Kanzen-ban,DS,Now Production,Now Production,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 07,N/A
