,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
49,Secret Quest,2600,Atari,Axlon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
50,Secret Service,PS2,Activision Value,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 08,N/A
51,Secret Service,PC,Activision Value,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 08,N/A
52,Secret Service 2: Security Breach,PC,Activision Value,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 03,N/A
53,Secret Service: Ultimate Sacrifice,PC,Activision,Tigon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Nov 08,N/A
54,Secret Weapons of the Luftwaffe,PC,LucasArts,Lucasfilm Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 91,N/A
55,Secrets of the Ark: A Broken Sword Game,PC,DreamCatcher Interactive,Revolution Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 07,N/A
56,Section 8,PSN,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 10,N/A
57,Section 8: Prejudice,PC,TimeGate Studios,TimeGate Studios,N/A,7.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th May 11,N/A
58,Section 8: Prejudice,PS3,Unknown,TimeGate Studios,N/A,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59,Section 8: Prejudice,X360,TimeGate Studios,TimeGate Studios,N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Apr 11,N/A
60,Section 8: Prejudice,PSN,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 11,N/A
61,Section 8: Prejudice,XBL,Microsoft,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Apr 11,N/A
62,Section 8: Prejudice - Frontier Colonies Map Pack,PC,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 11,N/A
63,Section 8: Prejudice - Frontier Colonies Map Pack,PSN,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 11,N/A
64,Section 8: Prejudice - Frontier Colonies Map Pack,XBL,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jul 11,N/A
65,Section 8: Prejudice - Frontier Colonies Map Pack,PS3,Unknown,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66,Section 8: Prejudice - Overdrive Map Pack,PC,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 11,N/A
67,Section 8: Prejudice - Overdrive Map Pack,XBL,Unknown,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 11,N/A
68,Section 8: Prejudice - Overdrive Map Pack,PS3,Unknown,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69,Section 8: Prejudice - Overdrive Map Pack,PSN,TimeGate Studios,TimeGate Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Aug 11,N/A
70,Section-Z,NES,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 87,N/A
71,Seduce Me,OSX,No Reply Studios,No Reply Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 15,09th Aug 18
72,Seduce Me,PC,No Reply Studios,No Reply Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 15,09th Aug 18
73,Seduce Me,Linux,No Reply Studios,No Reply Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 15,09th Aug 18
74,See No Evil,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 14,N/A
75,See The Light,XBL,Microsoft,Sowaz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 09,N/A
76,Sega Ages,SAT,Working Designs,Rutubo Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 97,N/A
77,Sega Ages 2500 Series Vol. 10: After Burner II,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Mar 04,N/A
78,Sega Ages 2500 Series Vol. 10: After Burner II,Mob,Virgin Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
79,Sega Ages 2500 Series Vol. 11: Hokuto no Ken,PS2,Sega,SIMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 04,N/A
80,Sega Ages 2500 Series Vol. 12: Puyo Puyo Tsuu Perfect Set,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th May 04,N/A
81,Sega Ages 2500 Series Vol. 13: OutRun,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th May 04,N/A
82,Sega Ages 2500 Series Vol. 14: Alien Syndrome,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 04,N/A
83,Sega Ages 2500 Series Vol. 15: Decathlete Collection,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jul 04,N/A
84,Sega Ages 2500 Series Vol. 16: Virtua Fighter 2,PS2,Sega,Sega-AM2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Oct 04,N/A
85,Sega Ages 2500 Series Vol. 17: Phantasy Star Generation:2,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 05,N/A
86,Sega Ages 2500 Series Vol. 18: Dragon Force,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 05,N/A
87,Sega Ages 2500 Series Vol. 19: Fighting Vipers,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 05,N/A
88,Sega Ages 2500 Series Vol. 1: Phantasy Star: Generation:1,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 03,N/A
89,Sega Ages 2500 Series Vol. 20: Space Harrier Complete Collection,PS2,Sega,M2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 05,N/A
90,Sega Ages 2500 Series Vol. 21: SDI & Quartett - Sega System 16 Collection,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 05,N/A
91,Sega Ages 2500 Series Vol. 22: Advanced Daisenryaku: Deutsch Dengeki Sakusen,PS2,Sega,Chicken Head,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 06,N/A
92,Sega Ages 2500 Series Vol. 23: Sega Memorial Collection,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 05,N/A
93,Sega Ages 2500 Series Vol. 25: Gunstar Heroes Treasure Box,PS2,Sega,"Treasure Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 06,N/A
94,Sega Ages 2500 Series Vol. 27: Panzer Dragoon,PS2,Sega,Land Ho,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 06,N/A
95,Sega Ages 2500 Series Vol. 28: Tetris Collection,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Sep 06,N/A
96,Sega Ages 2500 Series Vol. 2: Monaco GP,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 03,N/A
97,Sega Ages 2500 Series Vol. 30: Galaxy Force II - Special Extended Edition,PS2,Sega,M2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 07,N/A
98,Sega Ages 2500 Series Vol. 31: Dennou Senki Virtual On,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 07,N/A
99,Sega Ages 2500 Series Vol. 3: Fantasy Zone,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 03,N/A
100,Sega Ages 2500 Series Vol. 4: Space Harrier,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Sep 03,N/A
101,Sega Ages 2500 Series Vol. 5: Golden Axe,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Sep 03,N/A
102,Sega Ages 2500 Series Vol. 6: Ichini no Tant-R to Bonanza Bros.,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jan 04,N/A
103,Sega Ages 2500 Series Vol. 7: Columns,PS2,Sega,SIMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 03,N/A
104,Sega Ages 2500 Series Vol. 8: Virtua Racing -FlatOut-,PS2,Sega,Sega-AM2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 04,N/A
105,Sega Ages 2500 Series Vol. 9: Gain Ground,PS2,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 04,N/A
106,Sega Ages Series 2500 Vol. 24: Last Bronx: Tokyo Bengaichi,PS2,Sega,M2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jun 06,N/A
107,Sega Ages Vol.2: Space Harrier,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jul 96,N/A
108,Sega Ages: After Burner II,Mob,SegaSoft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 97,N/A
109,Sega Ages: Columns Arcade Collection,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 97,N/A
110,Sega Ages: Fantasy Zone,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Feb 97,N/A
111,Sega Ages: Galaxy Force II,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jul 98,N/A
112,Sega Ages: OutRun,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 96,N/A
113,Sega Ages: Phantasy Star Collection,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Apr 98,N/A
114,Sega Ages: Power Drift,SAT,Sega,Sega-AM2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 98,N/A
115,Sega Bass Fishing,DC,Sega,SIMS,N/A,8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 99,N/A
116,Sega Bass Fishing,PC,Activision,Sega-AM1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 01,N/A
117,Sega Bass Fishing,PSN,Unknown,SIMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
118,Sega Bass Fishing,XBL,Sega,SIMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Oct 11,N/A
119,Sega Bass Fishing 2,DC,Sega,Wow Entertainment,N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Aug 01,N/A
120,Sega Chess,MS,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 91,N/A
121,Sega Classics Arcade Collection (4-in-1),SCD,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 92,N/A
122,Sega Classics Arcade Collection (5-in-1),SCD,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
123,Sega DreamCast Generator: Playable Bits and Video Clips Vol.1,DC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 99,N/A
124,Sega Game Pack 4in1,GG,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 91,N/A
125,sega game pack 4in1,GG,Unknown,SEGA Enterprises Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126,Sega Genesis Classic Collection: Gold Edition,PC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 11,N/A
127,Sega Genesis Collection,PSN,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 09,N/A
128,Sega Genesis Collection,NG,SNK Playmore,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 99,N/A
129,Sega GT,PC,Sega,Wow Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 01,N/A
130,Sega GT 2002 & JSRF: Jet Set Radio Future,XB,Sega,Wow Entertainment / Smilebit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Oct 02,N/A
131,Sega Marine Fishing,DC,Sega,Wow Entertainment,N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 00,N/A
132,Sega Marine Fishing,PC,Empire Interactive,Wow Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 01,N/A
133,Sega PC Mega Pack,PC,Activision,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 03,N/A
134,Sega PC Puzzle Pack,PC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 99,N/A
135,Sega Rally Championship,PC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 97,N/A
136,Sega Rally Championship,NGage,Unknown,Hitmaker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137,Sega Rally Championship 2,PC,Sega,AM5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
138,SEGA Rally Online Arcade,PSN,Sega,Sumo Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 11,N/A
139,SEGA Rally Online Arcade,X360,Sega,Sumo Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th May 11,N/A
140,SEGA Rally Revo,XBL,Sega,Sega Racing Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Aug 09,N/A
141,Sega Rally Revo,PSN,Sega,BugBear,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 09,N/A
142,Sega Smash Pack,PC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 99,N/A
143,Sega Smash Pack 2,PC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
144,Sega Smash Pack Volume 1,DC,Sega,Sega,N/A,5.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 01,N/A
145,Sega Soccer Slam,XBL,Sega,Black Box,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 08,N/A
146,Sega Splash! Golf,PC,Unknown,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 70,N/A
147,Sega Sports 1: Super Monaco / Wimbledon / Ultimate Soccer,GEN,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
148,Sega Sports Tennis,PS2,Sega,Hitmaker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 02,N/A
149,Sega Superstars Tennis,XBL,Sega,Sumo Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Mar 10,N/A
150,Sega Swirl,DC,Sega,Tremor Entertainment,N/A,8.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
151,Sega Swirl,PC,Sega,Tremor Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
152,Sega Tetris,DC,Sega,Wow Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 00,N/A
153,Sega Touring Car Championship,PC,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 98,N/A
154,Sega World Tournament Golf,MS,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
155,Sega Worldwide Soccer '97,SAT,Sega,Team Aquila,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 96,N/A
156,Sega Worldwide Soccer '98,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 98,N/A
157,Sega Worldwide Soccer 2000,DC,Sega,Silicon Dreams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 99,N/A
158,Sega Worldwide Soccer 2000 Euro Edition,DC,Sega,Silicon Dreams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 00,N/A
159,Segagaga,DC,Sega,Hitmaker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 01,N/A
160,Segare Ijiri,PS,Enix,Enix Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jun 99,N/A
161,Segata Sanshirou Shinken Yuugi,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 98,N/A
162,Sei Oni,PC,Unknown,Outlaw (Japan),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd May 97,N/A
163,Seicross,NES,Unknown,Nihon Bussan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
164,Seicross,VC,Hamster Corporation,Nihon Bussan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 11,N/A
165,Seifuku Densetsu: Pretty Fighter,SNES,Imagineer,Genki,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Dec 94,N/A
166,Seifuku Densetsu: Pretty Fighter X,SAT,Imagineer,Imagineer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 95,N/A
167,Seima Densetsu 3x3 Eyes,SCD,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 93,N/A
168,Seimei Handan,3DO,Unknown,Ariadne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Feb 95,N/A
