,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
17,Hot Wheels: Track Attack,Wii,THQ,THQ,N/A,N/A,N/A,N/A,0.19m,0.14m,0.04m,N/A,0.01m,23rd Nov 10,N/A
18,Death Coming,PC,Zodiac Interactive,NEXT Studios,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,06th Nov 17,20th Apr 19
19,Manhunt,XB,Rockstar Games,Rockstar North,N/A,7.7,N/A,N/A,0.19m,0.14m,0.04m,N/A,0.01m,20th Apr 04,N/A
20,Pet Zombies,3DS,Majesco,1st Playable Productions,N/A,N/A,N/A,N/A,0.19m,0.18m,N/A,N/A,0.02m,18th Oct 11,N/A
21,Dynasty Warriors: Gundam 2,X360,Namco Bandai,Omega Force,6.4,5.6,N/A,N/A,0.19m,0.07m,0.03m,0.08m,0.01m,21st Apr 09,N/A
22,NCAA Final Four 2003,PS2,Sony Computer Entertainment,989 Sports,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,27th Nov 02,N/A
23,Quantum Theory,PS3,Tecmo Koei,Team Tachyon,N/A,N/A,N/A,N/A,0.19m,0.05m,0.09m,0.02m,0.03m,28th Sep 10,N/A
24,Dream Salon,DS,Zoo Digital Publishing,Zoo Games,N/A,N/A,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,03rd Nov 09,N/A
25,Scene It? Twilight,DS,Konami,Screenlife Games,N/A,N/A,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.02m,09th Feb 10,N/A
26,Shoppe Keep,PC,Unknown,Strange Fire,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 19
27,La-Mulana,PC,GR3 Project,GR3 Project,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,27th May 05,N/A
28,Agarest: Generations of War,PC,Unknown,Idea Factory,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 19
29,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,3DS,Capcom,Capcom,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,09th Jul 15,03rd Aug 18
30,101-in-1 Explosive Megamix,DS,Atlus,Nordcurrent,N/A,N/A,N/A,N/A,0.19m,0.05m,0.13m,N/A,0.02m,21st Apr 09,N/A
31,J-League Excite Stage '96,SNES,Epoch,A-Max,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,26th Apr 96,N/A
32,Electronic Super Joy,PC,Unknown,Michael Todd Games,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 19
33,The Smurfs 2,DS,Ubisoft,Way Forward,N/A,N/A,N/A,N/A,0.19m,N/A,0.18m,N/A,0.01m,23rd Jul 13,17th Mar 18
34,Nobunaga no Yabou: Souzou,PS3,Tecmo Koei,Koei Tecmo Games,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,12th Dec 13,03rd Nov 18
35,Sword of the Stars: The Pit,PC,Unknown,Kerberos Productions Inc.,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 19
36,Shiren the Wanderer,Wii,Atlus,ChunSoft,N/A,7.4,N/A,N/A,0.19m,0.08m,N/A,0.11m,0.01m,09th Feb 10,N/A
37,Breath of Fire: Dragon Quarter,PS2,Capcom,Capcom,N/A,7.6,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,16th Feb 03,N/A
38,Spore Hero Arena,DS,Electronic Arts,Maxis,N/A,4.9,N/A,N/A,0.19m,0.18m,0.00m,N/A,0.01m,06th Oct 09,N/A
39,Jikkyou J-League Perfect Striker,N64,Konami,Konami Computer Entertainment Osaka,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,20th Dec 96,N/A
40,Super Robot Taisen: Scramble Commander,PS2,Banpresto,Banpresto,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,06th Nov 03,N/A
41,Re-Volt,PS,Acclaim Entertainment,Probe Entertainment Limited,N/A,N/A,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,31st Jul 99,N/A
42,Primal Carnage: Extinction,PC,Pub Games,Circle 5 Studios,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,03rd Apr 15,N/A
43,Space Invaders Extreme 2,DS,Taito,Taito Corporation,N/A,8.1,N/A,N/A,0.19m,0.17m,0.01m,0.00m,0.01m,20th Oct 09,N/A
44,Descent,PS,Interplay,Parallax Software,N/A,N/A,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,12th Mar 96,N/A
45,Closure,PC,Glaiel Games,Glaiel Games,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,01st Jan 09,N/A
46,Rabiez: Epidemic,PC,Unknown,Sekerin Productions,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19
47,Conflict: Denied Ops,X360,Eidos Interactive,Pivotal Games,N/A,5.3,N/A,N/A,0.19m,0.08m,0.09m,N/A,0.02m,12th Feb 08,N/A
48,Enchanted Arms,X360,Ubisoft,From Software,N/A,6.9,N/A,N/A,0.19m,0.16m,0.02m,N/A,0.01m,29th Aug 06,N/A
49,Test Drive Unlimited 2,PC,Atari,Eden Studios,N/A,6.7,N/A,N/A,0.19m,0.05m,0.11m,N/A,0.03m,08th Feb 11,N/A
50,SpongeBob SquigglePants 3D,3DS,THQ,WayForward Technologies,N/A,6.1,N/A,N/A,0.19m,0.13m,0.05m,N/A,0.02m,17th May 11,N/A
51,South Park: The Stick of Truth,PC,Ubisoft,Obsidian Entertainment,N/A,N/A,N/A,N/A,0.19m,0.07m,0.10m,N/A,0.02m,04th Mar 14,26th Jan 18
52,Taiko no Tatsujin: Wii U Version!,WiiU,Namco Bandai Games,Bandai Namco Games,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,21st Nov 13,18th Sep 18
53,Bless Online,PC,Unknown,Neowiz Corporation,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19
54,Disney's Magical Mirror Starring Mickey Mouse,GC,Nintendo,Capcom,N/A,4.0,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.01m,13th Aug 02,N/A
55,Dawn of Discovery,Wii,Ubisoft,Sunflowers Interactive,7.8,7.9,N/A,N/A,0.19m,0.12m,0.06m,N/A,0.01m,23rd Jun 09,N/A
56,Super Star,PC,Unknown,Dream Works,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19
57,FIFA 17,PC,Electronic Arts,EA Canada,N/A,N/A,N/A,N/A,0.19m,N/A,0.18m,N/A,0.01m,27th Sep 16,28th Mar 18
58,Barbie Fashion Show: An Eye for Style,DS,Activision,Activision,N/A,N/A,N/A,N/A,0.19m,0.18m,0.00m,N/A,0.01m,23rd Sep 08,N/A
59,Final Fantasy XI: Online,X360,Square Enix,Square Enix,N/A,6.7,N/A,N/A,0.19m,0.17m,0.01m,N/A,0.01m,18th Apr 06,N/A
60,IHRA Professional Drag Racing 2005,PS2,Bethesda Softworks,Bethesda Softworks,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,09th Nov 04,N/A
61,SpongeBob's Surf & Skate Roadtrip,X360,THQ,THQ,N/A,N/A,N/A,N/A,0.19m,0.15m,0.03m,N/A,0.02m,08th Nov 11,N/A
62,Mace Griffin: Bounty Hunter,PS2,VU Games,Warthog,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,20th Jun 03,N/A
63,The Spiderwick Chronicles,Wii,Sierra Entertainment,Stormfront Studios,N/A,N/A,N/A,N/A,0.19m,0.17m,0.01m,N/A,0.01m,05th Feb 08,N/A
64,Legacy of Kain: Defiance,XB,Eidos Interactive,Crystal Dynamics,N/A,N/A,N/A,N/A,0.19m,0.14m,0.04m,N/A,0.01m,11th Nov 03,N/A
65,Jalopy,PC,Unknown,Minskworks,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19
66,Trivial Pursuit unhinged,PS2,Atari,Artech Studios,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,24th Mar 04,N/A
67,Majin and the Forsaken Kingdom,X360,Namco Bandai,Game Republic,N/A,7.0,N/A,N/A,0.19m,0.14m,0.03m,0.00m,0.01m,30th Nov 10,N/A
68,Aliens versus Predator: Extinction,PS2,Electronic Arts,Zono Incorporated,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,30th Jul 03,N/A
69,Silent Scope 2: Dark Silhouette,PS2,Konami,Konami Computer Entertainment Tokyo,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,18th Sep 01,N/A
70,Dave Mirra Freestyle BMX 2,GBA,Acclaim Entertainment,Full Fat,N/A,8.0,N/A,N/A,0.19m,0.14m,0.05m,N/A,0.00m,25th Nov 01,N/A
71,International Cricket 2010,PS3,Codemasters,Trickstar Games,N/A,N/A,N/A,N/A,0.19m,N/A,0.15m,N/A,0.04m,18th Jun 10,N/A
72,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,Konami,Diamond Head,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,19th Jul 96,N/A
73,Mars: War Logs,PC,Focus Home Interactive,Unknown,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,26th Aug 13,N/A
74,NHL Hitz Pro,PS2,Midway Games,Next Level Games,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,25th Sep 03,N/A
75,Tokimeki Memorial Girl's Side 3rd Story,DS,Konami,Konami,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,24th Jun 10,N/A
76,I SPY castle,DS,Scholastic Inc.,Scholastic Media,N/A,N/A,N/A,N/A,0.19m,0.17m,N/A,N/A,0.02m,25th Oct 11,N/A
77,Avatar: The Last Airbender - Into the Inferno,Wii,THQ,Halfbrick Studios,N/A,N/A,N/A,N/A,0.19m,0.17m,0.01m,N/A,0.01m,13th Oct 08,N/A
78,Allied General,PS,SSI,SSI,N/A,6.3,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,30th Sep 96,N/A
79,Call of Duty: WWII,PC,Activision,Sledgehammer Games,N/A,N/A,N/A,N/A,0.19m,0.07m,0.11m,N/A,0.01m,03rd Nov 17,30th Dec 17
80,Fire ProWrestling G,PS,Human Entertainment,S-Neo,N/A,8.0,N/A,N/A,0.19m,N/A,N/A,0.18m,0.01m,24th Jun 99,N/A
81,Naruto: Ninja Destiny,DS,D3Publisher,Takara Tomy,N/A,N/A,N/A,N/A,0.19m,0.02m,0.01m,0.16m,0.00m,20th Mar 08,N/A
82,WWE All Stars,Wii,THQ,THQ,N/A,N/A,N/A,N/A,0.19m,0.10m,0.07m,N/A,0.02m,29th Mar 11,N/A
83,Elite: Dangerous,PS4,Frontier Developments,Frontier Developments,N/A,N/A,N/A,N/A,0.19m,0.06m,0.10m,N/A,0.03m,27th Jun 17,15th Jun 18
84,Namco Museum Megamix,Wii,Namco Bandai,Namco Bandai Games America,N/A,N/A,N/A,N/A,0.19m,0.17m,N/A,N/A,0.02m,16th Nov 10,N/A
85,Shovel Knight,PS4,Yacht Club Games,Yacht Club Games,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,21st Apr 15,21st Nov 18
86,Stronghold 3,PC,SouthPeak Interactive,FireFly Studios,N/A,4.1,N/A,N/A,0.19m,0.06m,0.13m,N/A,N/A,25th Oct 11,N/A
87,Schlag den Raab,Wii,Namco Bandai,Namco Bandai Games,N/A,N/A,N/A,N/A,0.19m,N/A,0.17m,N/A,0.02m,10th Sep 10,N/A
88,Singstar: Ultimate Party,PS4,Sony Computer Entertainment,London Studios,N/A,N/A,N/A,N/A,0.19m,N/A,0.16m,N/A,0.03m,24th Oct 14,24th Sep 18
89,NeverEnd,PC,DreamCatcher Interactive,Mayhem Studios,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,02nd Oct 06,N/A
90,Spider-Man: Shattered Dimensions,DS,Activision,Beenox Studios,N/A,N/A,N/A,N/A,0.19m,0.17m,0.01m,N/A,0.01m,07th Sep 10,N/A
91,GunGriffon,SAT,Sega,Game Arts,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,01st Jan 96,N/A
92,Kuma-Tomo,3DS,Namco Bandai Games,Namco Bandai Games,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,20th Jun 13,03rd Nov 18
93,SingStar Pop Vol.2,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,23rd Sep 08,N/A
94,SNK Arcade Classics Vol. 1,PS2,SNK Playmore,Terminal Reality,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,29th Apr 08,N/A
95,Darkstalkers 3,PS,Capcom,Capcom,N/A,N/A,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,30th Nov 98,N/A
96,Phantasy Star Nova,PSV,Sega,Unknown,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,27th Nov 14,N/A
97,Chaotic: Shadow Warriors,Wii,Activision,Activision,N/A,N/A,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,17th Nov 09,N/A
98,Frequency,PS2,Sony Computer Entertainment,Harmonix Music Systems,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,19th Nov 01,N/A
99,Tomb Raider: Underworld,DS,Eidos Interactive,Santa Cruz Games,N/A,N/A,N/A,N/A,0.19m,0.15m,0.02m,N/A,0.01m,18th Nov 08,N/A
100,Inazuma Eleven Strikers 2012 Xtreme,Wii,Level 5,Level 5,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,22nd Dec 11,N/A
101,The Polar Express,GBA,THQ,Tantalus Interactive,N/A,N/A,N/A,N/A,0.19m,0.14m,0.05m,N/A,0.00m,02nd Nov 04,N/A
102,Project X Zone 2,3DS,Namco Bandai Games,Monolith Soft,N/A,6.6,N/A,N/A,0.19m,0.06m,0.04m,0.09m,0.01m,16th Feb 16,14th Jun 18
103,Silent Hill HD Collection,X360,Konami Digital Entertainment,Konami,N/A,N/A,N/A,N/A,0.19m,0.11m,0.06m,0.01m,0.02m,20th Mar 12,N/A
104,NBA Live 19,PS4,Electronic Arts,EA Tiburon,N/A,N/A,N/A,N/A,0.19m,0.15m,N/A,N/A,0.04m,07th Sep 18,13th Jun 18
105,2002 FIFA World Cup,XB,EA Sports,EA Canada,N/A,N/A,N/A,N/A,0.19m,0.14m,0.04m,N/A,0.01m,22nd Apr 02,N/A
106,Captain Toad: Treasure Tracker,3DS,Nintendo,Nintendo EPD,N/A,8.5,N/A,N/A,0.19m,0.06m,0.04m,0.08m,0.01m,13th Jul 18,18th Nov 18
107,Heavy Fire: Afghanistan,PS3,Mastiff,Teyon Entertainment,N/A,N/A,N/A,N/A,0.19m,0.17m,N/A,N/A,0.03m,18th Nov 11,N/A
108,Jampack: Summer 2003 (RP-T),PS2,Sony Computer Entertainment,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,29th Apr 03,N/A
109,Arcade Shooting Gallery,Wii,Zoo Games,CyberPlanet Interactive,N/A,N/A,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,09th Nov 08,N/A
110,IL-2 Sturmovik: Birds of Prey,PSP,505 Games,SME Dynamic Systems Limited,N/A,6.4,N/A,N/A,0.19m,0.08m,0.07m,N/A,0.04m,08th Sep 09,N/A
111,Mystery Tales of Time Travel,DS,O-Games,Most Wanted Entertainment,N/A,N/A,N/A,N/A,0.19m,0.01m,0.15m,N/A,0.02m,10th Dec 10,N/A
112,LEGO Marvel's Avengers,PSV,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.19m,0.03m,0.12m,N/A,0.04m,26th Jan 16,06th Apr 18
113,Dengeki Bunko Fighting Climax,PS3,Sega,Sega,N/A,N/A,N/A,N/A,0.19m,0.07m,0.00m,0.10m,0.02m,06th Oct 15,N/A
114,Frogger's Adventures 2: The Lost Wand,GBA,Konami,Konami,N/A,8.0,N/A,N/A,0.19m,0.14m,0.05m,N/A,0.00m,05th Nov 02,N/A
115,Sudeki,XB,Microsoft Game Studios,Climax Group,N/A,N/A,N/A,N/A,0.19m,0.14m,0.04m,N/A,0.01m,20th Jul 04,25th Sep 18
116,Ice Age: Dawn of the Dinosaurs,PS3,Activision,Eurocom Entertainment Software,6.9,6.6,N/A,N/A,0.19m,0.13m,0.04m,N/A,0.02m,30th Jun 09,N/A
117,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,Sony Computer Entertainment,Millennium Kitchen,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,02nd Jul 09,N/A
118,AeroFighters Assault,N64,Victory Lap Games,Paradigm Entertainment,N/A,5.4,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.00m,30th Oct 97,N/A
119,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,Imagineer,Genki,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,0.00m,20th Dec 96,N/A
120,Dead or Alive Xtreme 3,All,Unknown,Team Ninja,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 20
121,Dragon Ball Z: Attack of the Saiyans,DS,Namco Bandai,Monolith Soft,6.5,7.2,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,10th Nov 09,N/A
122,Hexen,N64,GT Interactive,Software Creations,N/A,4.4,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.00m,31st May 97,N/A
123,Kamaitachi no Yoru × 3,PS2,Sega,ChunSoft,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,27th Jul 06,N/A
124,Mace: The Dark Age,N64,Midway Games,Atari,N/A,7.1,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.00m,01st Oct 97,N/A
125,Puyo Puyo 7,DS,Sega,Sega,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,30th Jul 09,N/A
126,Puyo Puyo Sun 64,N64,Compile,Compile,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.16m,0.03m,31st Oct 97,N/A
127,Quake,N64,Midway Games,Midway Studios San Diego,N/A,N/A,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.00m,24th Mar 98,N/A
128,Sesame Street: Elmo's Number Journey,N64,NewKidCo,Realtime Associates,N/A,N/A,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.00m,30th Nov 99,N/A
129,Valkyrie Profile: Lenneth,PSP,Square Enix,tri-Ace,N/A,8.1,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,18th Jul 06,N/A
130,Hard Room,PC,Unknown,Evgeny Shcherbakov,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19
131,Tottadoo! Yoiko no Mujintou Seikatsu,DS,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,03rd Apr 08,N/A
132,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,Konami,Konami,N/A,5.0,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.01m,19th Oct 04,N/A
133,Barbie Horse Adventures: Riding Camp,PS2,Activision,Pixel Tales,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,21st Oct 08,N/A
134,SSX Tricky,GBA,EA Sports BIG,Visual Impact,N/A,N/A,N/A,N/A,0.19m,0.14m,0.05m,N/A,0.00m,31st Oct 02,N/A
135,Air Conflicts: Secret Wars,PS3,Kalypso,Games Farm,N/A,N/A,N/A,N/A,0.19m,0.10m,0.06m,N/A,0.03m,01st Nov 11,N/A
136,Kenka Banchou 4: Ichinen Sensou,PSP,Spike,Spike,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,25th Feb 10,N/A
137,Transformers: Prime,3DS,Activision,Now Production,N/A,N/A,N/A,N/A,0.19m,0.14m,0.03m,N/A,0.02m,30th Oct 12,06th Jan 19
138,NBA 2K11,PC,2K Sports,Visual Concepts,N/A,N/A,N/A,N/A,0.19m,0.18m,N/A,N/A,0.01m,05th Oct 10,N/A
139,Dead Space 3,PC,Electronic Arts,Visceral Games,N/A,N/A,N/A,N/A,0.19m,0.02m,0.16m,N/A,0.01m,05th Feb 13,N/A
140,Warhammer: Shadow of the Horned Rat,PS,SSI,Games Workshop,N/A,N/A,N/A,N/A,0.19m,0.11m,0.07m,N/A,0.01m,01st Nov 96,N/A
141,50 Cent: Blood on the Sand,PS3,THQ,Swordfish Studios,N/A,7.2,N/A,N/A,0.19m,0.10m,0.06m,0.01m,0.03m,24th Feb 09,N/A
142,"Bye-Bye, Wacky Planet",PC,Unknown,Rasul Mono,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19
143,FaceBreaker,X360,EA Sports,EA Canada,N/A,N/A,N/A,N/A,0.19m,0.15m,0.02m,N/A,0.01m,03rd Sep 08,N/A
144,Pro Yakyuu Team o Tsukurou!,DS,Sega,Sega,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,22nd May 08,N/A
145,ESPN International Track & Field,PS2,Konami,Konami,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,25th Oct 00,N/A
146,Toukiden Kiwami,PS4,Tecmo Koei,Koei Tecmo Games,N/A,N/A,N/A,N/A,0.19m,0.06m,0.07m,0.03m,0.03m,28th Apr 15,31st Jul 18
147,Infested Planet,PC,Zoo Games silver,Unknown,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,06th Mar 14,N/A
148,DanceDanceRevolution,PS3,Konami,Konami,N/A,N/A,N/A,N/A,0.19m,0.12m,0.05m,N/A,0.02m,16th Nov 10,N/A
149,Lunar Legend,GBA,Ubisoft,Magic Rings,N/A,7.7,N/A,N/A,0.19m,0.14m,0.05m,N/A,0.00m,08th Dec 02,N/A
150,Conflict: Global Terror,PS2,2K Games,Pivotal Games,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,04th Oct 05,N/A
151,Death Jr.,PSP,Konami,Backbone Entertainment,N/A,5.9,N/A,N/A,0.19m,0.17m,0.00m,N/A,0.01m,16th Aug 05,N/A
152,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,D3 Publisher,Bisty,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,08th Jun 06,N/A
153,The Walking Dead: Season Two,PS3,Telltale Games,Unknown,N/A,N/A,N/A,N/A,0.19m,0.09m,0.06m,N/A,0.03m,14th Oct 14,N/A
154,3rd Super Robot Wars Z Jigoku Hen,PSV,Namco Bandai Games,Unknown,N/A,N/A,N/A,N/A,0.19m,N/A,N/A,0.19m,N/A,10th Apr 14,N/A
155,Cabela's Survival: Shadows of Katmai,PS3,Activision,Activision,N/A,N/A,N/A,N/A,0.19m,0.11m,0.05m,N/A,0.03m,01st Nov 11,N/A
156,Hulk,GC,Universal Interactive,Radical Entertainment,N/A,7.3,N/A,N/A,0.19m,0.15m,0.04m,N/A,0.01m,27th May 03,N/A
157,Boogie,PS2,Electronic Arts,"Pipeworks Software, Inc.",N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,12th Nov 07,N/A
158,Gungrave,PS2,Sega,"Ikusabune Inc. / Positron Co., Ltd",N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,16th Sep 02,N/A
159,Transworld Surf,PS2,Atari,Angel Studios,N/A,N/A,N/A,N/A,0.19m,0.09m,0.07m,N/A,0.02m,30th Apr 02,N/A
160,101-in-1 Party Megamix Wii,Wii,Atlus,Nordcurrent,N/A,N/A,N/A,0.19m,N/A,N/A,N/A,N/A,N/A,27th Oct 09,N/A
