,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
1402,RiME,NS,Grey Box,Tequila Works,N/A,4.5,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,21st Nov 17,11th Aug 18
1403,T'ai Fu: Wrath of the Tiger,PS,Activision,DreamWorks Interactive,N/A,N/A,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,28th Feb 99,N/A
1404,Rocky,XB,Ubisoft,Rage Software,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,17th Nov 02,N/A
1405,Ford Racing 2,XB,Gotham Games,Razorworks Studios,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,03rd Nov 03,N/A
1406,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,Capcom,From Software,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,10th Sep 15,30th Jun 18
1407,Symphony,PC,Unknown,Empty Clip Studios,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 19
1408,The Escapists 2,XOne,Sold Out,Team17 Software,N/A,N/A,N/A,N/A,0.15m,0.05m,0.08m,N/A,0.01m,22nd Aug 17,22nd Feb 19
1409,Transformers: Devastation,XOne,Activision,PlatinumGames,N/A,N/A,N/A,N/A,0.15m,0.10m,0.04m,N/A,0.01m,06th Oct 15,14th Apr 18
1410,Tetris Attack,SNES,Nintendo,Intelligent Systems,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,0.00m,04th Aug 96,N/A
1411,The Sims Medieval: Pirates and Nobles,PC,Electronic Arts,The Sims Studio,N/A,5.5,N/A,N/A,0.15m,0.05m,0.08m,N/A,0.01m,30th Aug 11,N/A
1412,Your Shape Fitness Evolved 2013,WiiU,Ubisoft,Blue Byte,N/A,N/A,N/A,N/A,0.15m,0.07m,0.07m,N/A,0.01m,18th Nov 12,13th Sep 20
1413,BloodRayne 2,XB,Majesco,Terminal Reality,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,12th Oct 04,N/A
1414,GemCraft - Chasing Shadows,PC,Unknown,Game in a Bottle,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 19
1415,Nicktoons MLB,X360,2K Sports,2K Sports,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,13th Sep 11,N/A
1416,Jaws Unleashed,XB,Majesco,Appaloosa Interactive,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,23rd May 06,N/A
1417,Disney's Planes,Wii,Disney Interactive Studios,Behaviour Interactive,N/A,N/A,N/A,N/A,0.15m,0.07m,0.07m,N/A,0.01m,06th Aug 13,15th Mar 18
1418,The Sims 3: Seasons,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,0.15m,N/A,0.14m,N/A,0.01m,13th Nov 12,06th Nov 18
1419,Ys: The Oath in Felghana,PSP,Xseed Games,Nihon Falcom Corporation,N/A,8.2,N/A,N/A,0.15m,0.09m,N/A,0.04m,0.01m,02nd Nov 10,N/A
1420,Dead Rising 4,PC,Capcom,Capcom,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,06th Dec 16,01st Oct 18
1421,Pro Yakyuu Spirits 6,PS3,Konami,Konami,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,16th Jul 09,N/A
1422,Star Trek: Voyager Elite Force,PS2,Majesco,Pipe Dream Interactive,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,06th Dec 01,N/A
1423,X-Men: The Official Game,GC,Activision,Hypnos,N/A,N/A,N/A,N/A,0.15m,0.12m,0.03m,N/A,0.00m,16th May 06,N/A
1424,Plain Sight,PC,Beatnik Games,Beatnik Games,N/A,7.2,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,22nd Mar 10,N/A
1425,Bejeweled 3,PS3,PopCap Games,PopCap Games,N/A,N/A,N/A,N/A,0.15m,0.13m,N/A,N/A,0.02m,15th Nov 11,N/A
1426,Brain Boost: Gamma Wave,DS,Majesco,Interchannel,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,17th Nov 06,N/A
1427,NASCAR Heat Evolution,PS4,Dusenberry Martin Racing,Monster Games,N/A,N/A,N/A,N/A,0.15m,0.12m,N/A,N/A,0.03m,13th Sep 16,N/A
1428,Darksiders,PC,THQ,Vigil Games,N/A,8.0,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.01m,23rd Sep 10,N/A
1429,Chessmaster II,PS,Mindscape,Starsphere Interactive,N/A,7.5,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,31st May 99,N/A
1430,All-Star Baseball 2003,GBA,Acclaim Entertainment,Software Creations,N/A,7.7,N/A,N/A,0.15m,0.11m,0.04m,N/A,0.00m,31st May 02,N/A
1431,Scooby-Doo! Mystery Mayhem,XB,THQ,Artificial Mind and Movement,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,02nd Mar 04,N/A
1432,Winning Post 4,PS,KOEI,Koei/Inis,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.14m,0.01m,18th Sep 99,N/A
1433,Zup! 3,PC,Unknown,Quiet River,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1434,Fate/Extella: The Umbral Star,PSV,Xseed Games,Marvelous Entertainment,N/A,N/A,N/A,N/A,0.15m,0.03m,0.00m,0.10m,0.01m,17th Jan 17,13th Jan 18
1435,WWE '13,Wii,THQ,Unknown,N/A,N/A,N/A,N/A,0.15m,0.11m,0.02m,N/A,0.01m,30th Oct 12,N/A
1436,AaAaAA!!! - A Reckless Disregard for Gravity,PC,Unknown,Dejobaan Games,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1437,Football Manager Touch 2018,PC,Unknown,Sports Interactive,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1438,187: Ride or Die,PS2,Ubisoft,Ubisoft Paris,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,23rd Aug 05,N/A
1439,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,Square Enix,Omega Force,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,27th May 16,N/A
1440,Curious George,GC,Namco,Monkey Bar Games,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.00m,01st Feb 06,N/A
1441,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,Majesco,Majesco Games,N/A,N/A,N/A,N/A,0.15m,0.11m,0.04m,N/A,0.00m,14th May 04,N/A
1442,Wizorb,PC,Unknown,Tribute Games,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1443,The Incredibles: Rise of the Underminer,DS,THQ,Helixe,N/A,N/A,N/A,N/A,0.15m,0.13m,0.01m,N/A,0.01m,01st Nov 05,N/A
1444,eJay Clubworld,PS2,Crave Entertainment,Unique Development Studios,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,30th Jul 03,N/A
1445,Geist,GC,Nintendo,n-Space,N/A,6.6,7.6,N/A,0.15m,0.11m,0.03m,N/A,0.00m,15th Aug 05,N/A
1446,Attack on Titan,PSV,Tecmo Koei,Omega Force,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,01st Jan 17,11th Sep 18
1447,Cardinal Syn,PS,989 Studios,Kronos Digital Entertainment,N/A,5.2,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,30th Jun 98,N/A
1448,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,Nippon Columbia,Nippon Columbia,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,25th Jul 13,08th Nov 18
1449,Street Fighter Alpha 3,GBA,Capcom,Crawfish Interactive,N/A,N/A,N/A,N/A,0.15m,0.11m,0.04m,N/A,0.00m,01st Dec 02,N/A
1450,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,Bandai,Bec,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,07th Mar 97,N/A
1451,Blazing Angels 2: Secret Missions of WWII,PS3,Ubisoft,Ubisoft Romania,N/A,7.2,N/A,N/A,0.15m,0.10m,0.03m,N/A,0.02m,06th Nov 07,N/A
1452,Spintires: MudRunner,XOne,Focus Home Interactive,Saber Interactive,N/A,N/A,N/A,N/A,0.15m,0.11m,0.02m,N/A,0.01m,31st Oct 17,30th May 18
1453,The Quest Trio,DS,Activision,Mistic Software,N/A,N/A,N/A,N/A,0.15m,0.13m,0.00m,N/A,0.01m,26th Aug 08,N/A
1454,Backyard Sports: Sandlot Sluggers,Wii,Atari,HB Studios Multimedia Limited,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,25th May 10,N/A
1455,Super Street Fighter II,GEN,Capcom,Capcom,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,01st Jan 94,N/A
1456,Victorious: Hollywood Arts Debut,DS,D3 Publisher,Namco Bandai Games,N/A,N/A,N/A,N/A,0.15m,0.13m,0.01m,N/A,0.01m,15th Nov 11,N/A
1457,Harvest Moon: Hero of Leaf Valley,PSP,Natsume,Marvelous Interactive,N/A,N/A,N/A,N/A,0.15m,0.07m,0.02m,0.05m,0.02m,20th Apr 10,N/A
1458,Ridge Racer DS,DS,Namco,Nintendo Software Technology Corporation,N/A,6.3,N/A,N/A,0.15m,0.14m,0.00m,N/A,0.01m,07th Dec 04,N/A
1459,Candace Kane's Candy Factory,Wii,Destineer,Destineer,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,13th Nov 08,N/A
1460,Shadows on the Vatican Act I: Greed,PC,Unknown,10th Art Studio,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1461,Sam & Max: Season One,Wii,The Adventure Company,Telltale Games,N/A,7.1,N/A,N/A,0.15m,0.13m,0.01m,N/A,0.01m,15th Oct 08,N/A
1462,Metal Gear Solid: Peace Walker HD Edition,PS3,Unknown,Kojima Productions,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,N/A,N/A
1463,Battle Stadium D.O.N,PS2,Bandai,Eighting,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,20th Jul 06,N/A
1464,Outrunner,PC,Unknown,Outcorp,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1465,DiRT 3,PC,Codemasters,Codemasters,N/A,9.0,N/A,N/A,0.15m,N/A,0.13m,N/A,0.02m,24th May 11,N/A
1466,LEGO Ninjago: Shadow of Ronin,PSV,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.15m,0.01m,0.11m,N/A,0.03m,24th Mar 15,N/A
1467,Yakuza: Ishin,PS4,Sega,Sega,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,22nd Feb 14,02nd Jan 18
1468,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,Konami,Konami,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.14m,0.01m,23rd Mar 00,N/A
1469,Brain Boost: Beta Wave,DS,Majesco,Interchannel,N/A,N/A,N/A,N/A,0.15m,0.14m,0.00m,N/A,0.01m,17th Nov 06,N/A
1470,Power Pro Kun Pocket 9,DS,Konami,PawaPuro Production,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,07th Dec 06,N/A
1471,Shenmue II,DC,Sega,Sega-AM2,N/A,8.7,N/A,N/A,0.15m,N/A,N/A,0.15m,0.00m,23rd Nov 01,N/A
1472,Gundam Breaker 2,PS3,Namco Bandai Games,Namco Bandai Games,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,18th Dec 14,11th Feb 18
1473,Dragon Quest Builders 2,PS4,Square Enix,Square Enix,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,12th Jul 19,06th Apr 19
1474,Major League Baseball 2K8,PS2,2K Sports,Kush Games,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,03rd Mar 08,N/A
1475,Armored Core: For Answer,X360,Ubisoft,From Software,N/A,6.5,N/A,N/A,0.15m,0.06m,0.01m,0.07m,0.01m,16th Sep 08,N/A
1476,Capcom Classics Collection,XB,Capcom,Digital Eclipse,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,27th Sep 05,N/A
1477,Offspring Fling!,PC,Unknown,Kyle Pulver,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 19
1478,Fugitive Hunter: War on Terror,PS2,Encore,Black Ops Entertainment,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,18th Nov 03,N/A
1479,Gear.Club Unlimited,NS,Microids,Eden Games,N/A,6.1,N/A,N/A,0.15m,0.10m,0.03m,0.01m,0.01m,21st Nov 17,07th Jan 18
1480,TRON: Evolution,PSP,Disney Interactive Studios,Propaganda Games,N/A,N/A,N/A,N/A,0.15m,0.10m,0.02m,N/A,0.02m,07th Dec 10,N/A
1481,The Incredible Hulk: Ultimate Destruction,GC,VU Games,Radical Entertainment,N/A,8.7,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.00m,23rd Aug 05,N/A
1482,Toukiden 2,PS4,Tecmo Koei,Omega Force,N/A,N/A,N/A,N/A,0.15m,0.04m,N/A,0.10m,0.01m,21st Mar 17,03rd Jun 18
1483,SNK Arcade Classics Vol. 1,PSP,SNK Playmore,Terminal Reality,N/A,6.7,N/A,N/A,0.15m,0.13m,N/A,0.01m,0.01m,05th May 08,N/A
1484,Prince of Persia: The Two Thrones,GC,Ubisoft,Ubisoft Montreal,N/A,8.7,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.00m,01st Dec 05,N/A
1485,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Banpresto,Namco Bandai Games,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,27th Jan 11,N/A
1486,Pac-Man World 3,XB,Namco,Blitz Games,N/A,N/A,N/A,N/A,0.15m,0.11m,0.04m,N/A,0.01m,17th Nov 05,N/A
1487,Reassembly,PC,Indie Voyage,Anisoptera Games,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,19th Feb 15,N/A
1488,Toki Tori 2+,PC,Two Tribes,Two Tribes,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,26th Feb 16,21st Sep 18
1489,Phantasy Star Online Episode I & II,XB,Sega,Sonic Team,N/A,8.2,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,15th Apr 03,N/A
1490,All-Star Baseball 2005,XB,Acclaim Entertainment,Acclaim Entertainment,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,23rd Mar 04,N/A
1491,SpongeBob's Boating Bash,DS,THQ,Impulse Games,N/A,N/A,N/A,N/A,0.15m,0.13m,0.00m,N/A,0.01m,02nd Mar 10,N/A
1492,Nancy Drew: The White Wolf of Icicle Creek,Wii,Sega,Her Interactive,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,02nd Dec 08,N/A
1493,Batman Begins,GC,Electronic Arts,Eurocom Entertainment Software,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.00m,14th Jun 05,N/A
1494,Happy Room,PC,Unknown,Mana Potion Studios,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 19
1495,The Cursed Crusade,X360,Atlus,Kylotonn Entertainment,N/A,N/A,N/A,N/A,0.15m,0.08m,0.05m,N/A,0.01m,25th Oct 11,N/A
1496,Song of the Deep,PS4,Insomniac Games,Insomniac Games,N/A,N/A,N/A,N/A,0.15m,0.12m,N/A,N/A,0.03m,12th Jul 16,N/A
1497,Anomaly 2,PC,11 bit studios,Unknown,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,15th May 13,N/A
1498,Toy Story Racer,PS,Activision,Traveller's Tales,N/A,N/A,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,05th Mar 01,N/A
1499,Disney's Donald Duck: Goin' Quackers,PS,Ubisoft,Disney Interactive Studios,N/A,N/A,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,14th Nov 00,N/A
1500,Mobile Suit Gundam: Perfect One Year War,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.14m,0.01m,31st Jul 97,N/A
1501,Galerians,PS,Crave Entertainment,Polygon Magic,N/A,N/A,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,29th Mar 00,N/A
1502,Crash: Twinsanity,XB,VU Games,Traveller's Tales,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,28th Sep 04,N/A
1503,Not a Hero,PC,Devolver Digital,Unknown,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,14th May 15,N/A
1504,Bakugan Battle Brawlers: Defenders of the Core,X360,Activision,Now Production,N/A,N/A,N/A,N/A,0.15m,0.11m,0.02m,N/A,0.01m,02nd Nov 10,N/A
1505,NHL 2K10,X360,2K Sports,Visual Concepts,N/A,6.6,N/A,N/A,0.15m,0.11m,0.02m,N/A,0.01m,15th Sep 09,N/A
1506,DmC Devil May Cry: Definitive Edition,XOne,Capcom,QLOC,N/A,N/A,N/A,N/A,0.15m,0.09m,0.04m,N/A,0.01m,10th Mar 15,01st May 18
1507,Attack on Titan,XOne,Tecmo Koei,Omega Force,N/A,N/A,N/A,N/A,0.15m,0.06m,0.07m,N/A,0.01m,30th Aug 16,11th Sep 18
1508,DrumMania,PS2,Konami,Konami,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,04th Mar 00,N/A
1509,Imagine: Fashion Designer,3DS,Ubisoft,Ubisoft Sofia,N/A,N/A,N/A,N/A,0.15m,0.11m,0.02m,N/A,0.01m,11th Oct 11,N/A
1510,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,Konami,Konami,N/A,N/A,N/A,N/A,0.15m,0.15m,N/A,N/A,N/A,30th Aug 05,N/A
1511,Metroid Prime: Federation Force,3DS,Nintendo,Next Level Games,N/A,6.3,N/A,N/A,0.15m,0.08m,0.02m,0.03m,0.01m,19th Aug 16,02nd Jul 18
1512,Record of Agarest War 2,PS3,Aksys Games,Compile Heart,N/A,N/A,N/A,N/A,0.15m,0.09m,N/A,0.04m,0.01m,26th Jun 12,N/A
1513,Arena Football,XB,EA Sports,EA Tiburon,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,07th Feb 06,N/A
1514,Charm Girls Club: Pajama Party,Wii,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,20th Oct 09,N/A
1515,Power Pro Kun Pocket 1+2,GBA,Konami,Diamond Head,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.14m,0.00m,29th Jul 04,N/A
1516,Tamagotchi no Narikiri Channel,DS,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,05th Nov 09,N/A
1517,The Wizard of Oz: Beyond The Yellow Brick Road,DS,Xseed Games,Media.Vision,N/A,6.4,N/A,N/A,0.15m,0.13m,N/A,0.00m,0.01m,29th Sep 09,N/A
1518,Medal of Honor: Infiltrator,GBA,Electronic Arts,Netherock Ltd.,N/A,N/A,N/A,N/A,0.15m,0.11m,0.04m,N/A,0.00m,17th Nov 03,N/A
1519,Baseball Blast!,Wii,2K Sports,Take-Two Interactive,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,28th Sep 09,N/A
1520,Jewel Quest Solitaire,DS,GSP,Avanquest Software,N/A,N/A,N/A,N/A,0.15m,N/A,0.13m,N/A,0.01m,11th Feb 11,N/A
1521,FortressCraft Evolved,PC,Unknown,ProjectorGames,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 19
1522,Jurassic: The Hunted,Wii,Activision,Activision,N/A,N/A,N/A,N/A,0.15m,0.14m,N/A,N/A,0.01m,03rd Nov 09,N/A
1523,Blazing Dragons,PS,Mindscape,Illusions Game Company,N/A,6.6,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,31st Oct 96,N/A
1524,Battle Chasers: Nightwar,PC,THQ Nordic,Airship Syndicate,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,03rd Oct 17,22nd Sep 18
1525,Pac-Man Party 3D,3DS,Namco Bandai,Namco Bandai Games,N/A,N/A,N/A,N/A,0.15m,0.09m,0.04m,N/A,0.01m,08th Nov 11,14th Jan 19
1526,Syndicate,PS3,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,21st Feb 12,N/A
1527,MLB 13: The Show,PSV,Sony Computer Entertainment America,SCE San Diego Studio,N/A,7.6,N/A,N/A,0.15m,0.11m,N/A,N/A,0.04m,05th Mar 13,14th Mar 18
1528,Super Monkey Ball Deluxe,XB,Sega,Sega,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,15th Mar 05,N/A
1529,Devil Summoner: Soul Hackers,PS,Atlus,Atlus Co.,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.14m,0.01m,08th Apr 99,N/A
1530,Shin Chan: ¡Aventuras de Cine!,DS,505 Games,Inti Creates,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,28th Nov 08,N/A
1531,We Happy Few,PC,Gearbox Software,Compulsion Games,5.0,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,10th Aug 18,N/A
1532,Zeno Clash 2,PC,Unknown,ACE Team,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1533,Tamagotchi Collection,DS,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,10th Nov 11,N/A
1534,The Final Station,PC,Unknown,Oleg Sergeev,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 19
1535,Darkstalkers Chronicle: The Chaos Tower,PSP,Capcom,Capcom,N/A,7.5,N/A,N/A,0.15m,0.13m,0.00m,N/A,0.01m,24th Mar 05,N/A
1536,Cubemen,PC,Unknown,3 Sprockets,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 19
1537,Barbie Superpack: Secret Agent / Groovy Games,GBA,VU Games,Digital Illusions,N/A,N/A,N/A,N/A,0.15m,0.10m,0.04m,N/A,0.00m,14th Sep 05,N/A
1538,Turbo Prop Racing,PS,Sony Computer Entertainment,SCEE London Studio,N/A,N/A,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,30th Jun 98,N/A
1539,Tom Clancy's Ghost Recon,GC,Ubisoft,Red Storm Entertainment,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.00m,09th Feb 03,N/A
1540,Dance Dance Revolution (North America),PS,Konami,Konami,N/A,N/A,N/A,N/A,0.15m,0.08m,0.06m,N/A,0.01m,09th May 01,N/A
1541,Three Digits,PC,Unknown,Cleverweek,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 19
1542,Mad Dash Racing,XB,Eidos Interactive,Crystal Dynamics,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,14th Nov 01,N/A
1543,Rubik's World,Wii,Game Factory,Two Tribes,N/A,N/A,N/A,N/A,0.15m,0.12m,0.01m,N/A,0.01m,04th Nov 08,N/A
1544,MotoGP 2: Ultimate Racing Technology,PS2,Namco,Namco,N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,22nd Jan 02,N/A
1545,Black * Rock Shooter: The Game,PSP,Unknown,imageepoch Inc.,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,31st Dec 20,N/A
1546,BMX XXX,PS2,Acclaim Entertainment,"Z-Axis, Ltd.",N/A,N/A,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,16th Nov 02,N/A
1547,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,Bandai,TOSE,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,01st Jan 96,N/A
1548,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,Sega,Sonic Team,N/A,N/A,N/A,N/A,0.15m,0.10m,0.04m,N/A,0.00m,16th Nov 05,N/A
1549,Boktai: The Sun is in Your Hand,GBA,Konami,Kojima Productions,N/A,7.8,N/A,N/A,0.15m,0.10m,0.04m,N/A,0.00m,16th Sep 03,N/A
1550,Rayman Raving Rabbids,DS,Ubisoft,Ubisoft Bulgaria,N/A,N/A,N/A,N/A,0.15m,0.13m,0.01m,N/A,0.01m,06th Mar 07,N/A
1551,Ultimate Board Game Collection,Wii,Valcon Games,Jack of All Games,N/A,N/A,N/A,N/A,0.15m,0.13m,0.00m,N/A,0.01m,14th Aug 07,N/A
1552,Kamen Rider: Climax Heroes OOO,Wii,Namco Bandai,Eighting,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,02nd Dec 10,N/A
1553,Guilty Gear X2 #Reload,XB,Majesco,Arc System Works,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.01m,14th Sep 04,25th Sep 18
1554,Super Robot Wars V,PS4,Namco Bandai Games,B.B. Studio,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.15m,N/A,23rd Feb 17,30th Jun 18
1555,Wizardry VII: Gadeia no Houshu,PS,Sony Computer Entertainment,Locus,N/A,N/A,N/A,N/A,0.15m,N/A,N/A,0.14m,0.01m,13th Oct 95,N/A
1556,Tiger Woods PGA Tour,DS,EA Sports,EA Canada,N/A,N/A,N/A,N/A,0.15m,0.13m,0.00m,N/A,0.01m,14th Dec 04,N/A
1557,Thor: God of Thunder,PS3,Sega,Liquid Entertainment,N/A,3.7,N/A,N/A,0.15m,0.07m,0.06m,N/A,0.02m,03rd May 11,N/A
1558,Elf: The Movie,GBA,Crave Entertainment,Humansoft,N/A,N/A,N/A,N/A,0.15m,0.10m,0.04m,N/A,0.00m,04th Nov 04,N/A
1559,Secret of the Magic Crystals,PC,ArtwareGames,ArtwareGames Inc.,N/A,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,03rd Jan 10,N/A
1560,Cave Story 3D,3DS,NIS America,Nicalis,N/A,8.2,N/A,N/A,0.15m,0.09m,0.03m,0.01m,0.01m,08th Nov 11,N/A
1561,MLB SlugFest 20-03,GC,Midway Games,Gratuitous Games,N/A,N/A,N/A,N/A,0.15m,0.11m,0.03m,N/A,0.00m,03rd Sep 02,N/A
1562,Tamagotchi no Appare! Niji Venture,DS,Namco Bandai,Jupiter Corporation,N/A,N/A,N/A,N/A,0.14m,N/A,N/A,0.14m,N/A,29th Mar 07,N/A
1563,Adventures to Go!,PSP,Natsume,Global A Entertainment,N/A,N/A,N/A,N/A,0.14m,0.11m,N/A,0.01m,0.02m,27th Oct 09,N/A
