,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
1259,Uchuu Seibutsu Furopon-Kun,3DO,Sanyei Shobou,Sanyei Shobou,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Aug 94,N/A
1260,Uchuu Senkan Gomora,GEN,UPL,Aisystem Tokyo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 91,N/A
1261,Uchuu Senkan Yamato,WS,Bandai,Tom Create,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 01,N/A
1262,Uchuu Senkan Yamato,GB,Bec,Bec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jul 92,N/A
1263,Uchuu Senkan Yamato,PCE,Human Entertainment,Human Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 92,N/A
1264,Uchuu Senkan Yamato: Ankoku Seidan Teikoku no Gyakushuu,PS2,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jan 05,N/A
1265,Uchuu Senkan Yamato: Iscandar he no Tsuioku,PS2,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Oct 04,N/A
1266,Uchuu Senkan Yamato: Nijuu Ginga no Houkai,PS2,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 05,N/A
1267,Uchuujin Tanaka Tarou de RPG Tsukuuru GB2,GB,Enterbrain,Enterbrain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 01,N/A
1268,UEFA 2000,GB,Infogrames,Bit Managers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
1269,UEFA Champions League 2004-2005,GC,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 05,N/A
1270,UEFA Champions League 2004-2005,PS2,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 05,N/A
1271,UEFA Champions League 2004-2005,PC,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 05,N/A
1272,UEFA Champions League 2004-2005,XB,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 05,N/A
1273,UEFA Champions League 2006-2007,PS2,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 07,N/A
1274,UEFA Champions League 2006-2007,PC,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 07,N/A
1275,UEFA Champions League Season 1999/2000,PS,Eidos Interactive,Silicon Dreams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 00,N/A
1276,UEFA Champions League Season 1999/2000,PC,Eidos Interactive,Silicon Dreams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
1277,UEFA Dream Soccer,DC,Sega,Silicon Dreams,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 00,N/A
1278,UEFA Euro 2000,PS,EA Sports,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 00,N/A
1279,UEFA Euro 2000,PC,EA Sports,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 00,N/A
1280,UEFA Euro 2004: Portugal,PC,EA Sports,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th May 04,N/A
1281,UEFA Euro 2008 Austria-Switzerland,PC,Electronic Arts,EA Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Apr 08,N/A
1282,Ueki no Housoku: Shinki Sakuretsu! Nouryokumono Battle,GBA,Banpresto,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Mar 06,N/A
1283,Ueki no Housoku: Taosu ze Robert Juudan!!,PS2,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jan 06,N/A
1284,UFC 2009 Undisputed,XBL,THQ,Yuke's Osaka,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 10,N/A
1285,UFC Undisputed 2010,PSN,THQ,Yuke's Future Media Creators,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 10,N/A
1286,UFO: Aftershock,PC,Unknown,Altar Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 05,N/A
1287,UFO: Aftershock,PC,Unknown,Altar Interactive/Cenega Publishing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1288,UFO: Trilogy,PC,Unknown,Altar Interactive/Cenega Publishing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1289,Ufouria: The Saga,NES,Sunsoft,SunSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 92,N/A
1290,Ufouria: The Saga,VC,Sunsoft,SunSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Aug 10,N/A
1291,Ufouria: The Saga,WiiU,Sunsoft,SunSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jul 14,N/A
1292,Ugetsu Kitan,PS,Tonkin House,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jul 96,N/A
1293,Ugly Americans: Apocalypsegeddon,PSN,Unknown,Backbone Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 11,N/A
1294,Ugly Americans: Apocalypsegeddon,XBL,Unknown,Backbone Entertainment,N/A,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 11,N/A
1295,Ugoite Asobu Boxing,DSiW,Genki,Genki,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 10,N/A
1296,Ugoite Asobu Diet,DSiW,Genki,"Shapes, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 10,N/A
1297,Ugoku E Ver. 2.0: Aryol,SNES,Altron,Altron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 94,N/A
1298,Uki Uki Tsuri Tengoku,PS,Unknown,Teichiku Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Sep 97,N/A
1299,Uki Uki Tsuri Tengoku,PSN,Hamster Corporation,Teichiku Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jan 11,N/A
1300,Uki Uki Tsuri Tengoku: Kawa Monogatari,PS,Unknown,Teichiku Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Aug 98,N/A
1301,Uki Uki Tsuri Tengoku: Kawa Monogatari,PSN,Hamster Corporation,Teichiku Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 11,N/A
1302,Uki Uki Tsuri Tengoku: Uokami Densetsu o Oe,PS,Unknown,Teichiku Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Feb 00,N/A
1303,Ultima I: The First Age of Darkness,PC,California Pacific,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 81,N/A
1304,Ultima II: Revenge of the Enchantress,PC,Sierra Online,"Sierra On-Line, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 82,N/A
1305,Ultima III: Exodus,PC,Origin Systems,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
1306,Ultima IV,MS,Sega,Origin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90,N/A
1307,Ultima IV: Quest of the Avatar,PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 85,N/A
1308,Ultima IX: Ascension,PC,Electronic Arts,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 99,N/A
1309,Ultima Online,PC,Electronic Arts,Origin Systems,N/A,9.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 97,N/A
1310,Ultima Online: Age of Shadows,PC,Electronic Arts,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 03,N/A
1311,Ultima Online: Eve of a New Age,PC,Electronic Arts,Mythic Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 06,N/A
1312,Ultima Online: Kingdom Reborn,PC,Electronic Arts,Mythic Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 07,N/A
1313,Ultima Online: Lord Blackthorn's Revenge,PC,Electronic Arts,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Feb 02,N/A
1314,Ultima Online: Mondain's Legacy,PC,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 05,N/A
1315,Ultima Online: Renaissance,PC,Electronic Arts,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 00,N/A
1316,Ultima Online: Samurai Empire,PC,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Nov 04,N/A
1317,Ultima Online: Stygian Abyss,PC,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Sep 09,N/A
1318,Ultima Online: The Eighth Age,PC,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 05,N/A
1319,Ultima Online: The Second Age,PC,Electronic Arts,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 98,N/A
1320,Ultima Online: Third Dawn,PC,Electronic Arts,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 01,N/A
1321,Ultima Underworld II: Labyrinth of Worlds,PC,Origin Systems,"Looking Glass Technologies, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
1322,Ultima Underworld: The Stygian Abyss,PC,Origin Systems,Blue Sky Productions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 92,N/A
1323,Ultima Underworld: The Stygian Abyss,PS,Electronic Arts Victor,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Mar 97,N/A
1324,Ultima V: Warriors of Destiny,PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88,N/A
1325,Ultima VI: The False Prophet,PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90,N/A
1326,"Ultima VII, Part Two: Serpent Isle",PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 93,N/A
1327,"Ultima VII, Part Two: The Silver Seed",PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 93,N/A
1328,Ultima VII: The Black Gate,PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Apr 92,N/A
1329,Ultima VII: The Forge of Virtue,PC,Origin Systems,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 92,N/A
1330,Ultima VIII: Pagan,PC,Origin Systems,Origin Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 93,N/A
1331,Ultima: Exodus,NES,FCI,Origin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 89,N/A
1332,Ultima: Quest of the Avatar,NES,FCI,Infinity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 90,N/A
1333,Ultima: Runes of Virtue,GB,FCI,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 92,N/A
1334,Ultima: Runes of Virtue II,GB,FCI,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 94,N/A
1335,Ultima: Runes of Virtue II,SNES,Electronic Arts,"Origin Systems, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 94,N/A
1336,Ultima: The False Prophet,SNES,FCI,Infinity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
1337,Ultima: Warriors of Destiny,NES,FCI,Origin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
1338,Ultimate Air Combat,NES,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 92,N/A
1339,Ultimate Arcade Chat Rooms,XBL,Microsoft,Raining Talent LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 09,N/A
1340,Ultimate Band,PS2,Unknown,Disney Interactive Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20,N/A
1341,Ultimate Basketball,NES,Sammy Corporation,Taito Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 90,N/A
1342,Ultimate Board Game Collection,PSN,Valcon Games,Jack of All Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Jul 09,N/A
1343,Ultimate Brain Games,DS,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1344,Ultimate Card Games,DS,Telegames,"Telegames, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 11,N/A
1345,Ultimate Casino,PS2,505 Games,Amedio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 04,N/A
1346,Ultimate Duck Hunting,PC,Mid Carolina Media,Mid Carolina Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 06,N/A
1347,Ultimate Electronic Drums,XBL,Microsoft,Angry Aardvark,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 10,N/A
1348,Ultimate Fighter,SNES,Culture Brain,Culture Brain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 94,N/A
1349,Ultimate Fighting Championship,DC,Crave Entertainment,Anchor,N/A,8.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Aug 00,N/A
1350,Ultimate Fighting Championship,GB,Crave Entertainment,Fluid Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 00,N/A
1351,Ultimate Ghosts 'n Goblins,PSN,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jan 09,N/A
1352,Ultimate League Soccer,NES,American Video Entertainment,Hacker International,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
1353,Ultimate Lemmings,PC,Psygnosis,DMA Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96,N/A
1354,Ultimate Mind Games,PS2,Midas Interactive Entertainment,Yuki Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 04,N/A
1355,Ultimate Mortal Kombat 3,GEN,Williams Entertainment,Avalanche Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96,N/A
1356,Ultimate Mortal Kombat 3,SAT,Williams Entertainment,Eurocom Entertainment Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96,N/A
1357,Ultimate Mortal Kombat 3,SNES,Midway Games,Avalanche Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 96,N/A
1358,Ultimate Mortal Kombat 3,XBL,Midway Games,Digital Eclipse,N/A,7.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Oct 06,N/A
1359,Ultimate Mortal Kombat 3,DS,Midway,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 07,N/A
1360,Ultimate Paintball,GB,Majesco,Morning Star Multimedia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 00,N/A
1361,Ultimate Pinball,PC,GT Interactive,Teeny Weeny Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96,N/A
1362,Ultimate Pocket Games,GBA,Telegames,"Telegames, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 06,N/A
1363,Ultimate Pro Pinball,PS2,Empire Interactive,Atomic Planet Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jul 05,N/A
1364,Ultimate Pro Pinball,XB,VU Games,Atomic Planet Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 06,N/A
1365,Ultimate Pro Pinball,PC,Empire Interactive,Atomic Planet Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 06,N/A
1366,Ultimate Qix,GEN,Taito,Taito Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 91,N/A
1367,Ultimate Ride,PC,Disney Interactive Studios,Gigawatt Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 01,N/A
1368,Ultimate Sacrifice,XBL,Microsoft,TEASOFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 09,N/A
1369,Ultimate Soccer,GEN,Sega,Rage Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
1370,Ultimate Soccer,GG,Sega,Rage Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
1371,Ultimate Soccer,MS,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
1372,Ultimate Soccer Manager 98,PC,Sierra Entertainment,Impressions Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 98,N/A
1373,Ultimate Surfing,GB,Natsume,Natsume,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jun 01,N/A
1374,Ultimate Tycoon Collection,PC,Global Star Software,Global Star Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 04,N/A
1375,Ultimate Wargame Collection Volume 3: Modern Warfare,PC,SSI,SSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Dec 99,N/A
1376,Ultimate Winter Games,GBA,Telegames,Sproing Interactive Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 04,N/A
1377,Ultionus: A Tale of Petty Revenge,Ouya,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 14,N/A
1378,Ultionus: A Tale of Petty Revenge,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 14,N/A
1379,Ultionus: A Tale of Petty Revenge,Linux,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 14,N/A
1380,Ultionus: A Tale of Petty Revenge,OSX,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 14,N/A
1381,Ultra Dual X Racer,XBL,Microsoft,JJJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th May 09,N/A
1382,Ultra Golf,GB,Ultra Games,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jan 92,N/A
1383,Ultra Keibitai: Monster Attack,GBA,Rocket Company,Rocket Company,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 04,N/A
1384,Ultra Vortek,AJ,Atari,Beyond Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
1385,ULTRA-POWERED MASSAGER!,XBL,Microsoft,Clay Schubiner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 09,N/A
1386,Ultraman,SNES,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 91,N/A
1387,Ultraman,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jun 01,N/A
1388,Ultraman,PS2,Bandai,Bitstep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th May 04,N/A
1389,Ultraman,GEN,Ma-Ba,Ma-Ba,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Apr 93,N/A
1390,Ultraman,GB,Bec,Bec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Dec 91,N/A
1391,Ultraman 2: Shutsugeki Katoku Tai!! (FDS),NES,Bandai,Tsuburaya Prod.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 87,N/A
1392,Ultraman Ball,GB,Bec,Bec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 94,N/A
1393,Ultraman Chou Toushi Gekiden,GB,Angel Studios,Angel Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Aug 94,N/A
1394,Ultraman Club 2: Kitte Kita Ultraman Club,NES,Bandai,Interlink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 90,N/A
1395,Ultraman Club 3: Mata Mata Shiyutsugeki!! Ultra Kyoudai,NES,Bandai,Tsuburaya Prod.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Dec 91,N/A
1396,Ultraman Club: Chikyuu Dakkan Sakusen (FDS),NES,Bandai,Tsuburaya Prod.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 88,N/A
1397,Ultraman Club: Kaijuu Dai Kessen!!,NES,Angel Studios,Tsuburaya Prod.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Dec 92,N/A
1398,Ultraman Club: Supokon Fight!,NES,Bandai,Tsuburaya Prod.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 93,N/A
1399,Ultraman Club: Teki Kaijuu o Hakken Seyo,GB,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 90,N/A
1400,Ultraman Fighting Evolution,PS,Banpresto,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 98,N/A
1401,Ultraman Fighting Evolution 2,PS2,Banpresto,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 02,N/A
1402,Ultraman Fighting Evolution Rebirth,PS2,Banpresto,Banpresto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 05,N/A
1403,Ultraman Nexus,PS2,Bandai,Bitstep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 05,N/A
1404,Ultraman Powered,3DO,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 94,N/A
1405,Ultraman Tiga & Ultraman Dyna: New Generations,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 98,N/A
1406,Ultraman Zearth,PS,Tohoku Shinsha,Tohoku Shinsha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 96,N/A
1407,Ultraman Zukan,SAT,Kodansha,Kodansha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 96,N/A
1408,Ultraman Zukan 2,SAT,Kodansha,Kodansha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 97,N/A
1409,Ultraman Zukan 3,SAT,Kodansha,Kodansha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jun 98,N/A
1410,Ultraman: Hikari no Kyojin Densetsu,SAT,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 96,N/A
1411,Ultraman: Kaijuu Teikoku no Gyakushuu (FDS),NES,Bandai,Tsuburaya Prod.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 87,N/A
1412,Ultratron,XBL,Puppy Games,PaulCunningham,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Dec 08,N/A
1413,Ultraverse Prime / Microcosm,SCD,Sony Imagesoft,Various,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
1414,Um Jammer Lammy,PSN,Sony Computer Entertainment,NanaOn-Sha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 09,N/A
1415,Umesawa Yukari no Igo Seminar,XB,Success,Success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jun 02,N/A
1416,Umezawa Yukari no Taikyoku Igo: Heisei Kiin II,PS,Daiki,NanaOn-Sha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 98,N/A
1417,Umezawa Yukari no Yasashi Igo,DS,NCS,NCS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 08,N/A
1418,Umi no Oh! Yah!,PS,Victor Interactive,Victor Interactive Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 98,N/A
1419,Umi no Oh! Yah!,PSN,Victor Interactive,Victor Interactive Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Nov 10,N/A
1420,Umibe de Reach!,SAT,Mycom,Mycom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 98,N/A
1421,Umihara Kawase,SNES,TNN,TNN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Dec 94,N/A
1422,Umihara Kawase Portable,PSP,Marvelous Interactive,Marvelous Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 08,N/A
1423,Umihara Kawase Shun,PS,Xing Entertainment,Jack Pot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 97,N/A
