,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
12,Doodle Attack,PC,Double Fine Productions,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15,N/A
13,Doodle Dash!,3DS,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,Doodle Jump,XBL,Unknown,Lima Sky,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15,Doodle Pool,PSN,Big Head Games,Big Head Games Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 11,N/A
16,Doodleman,XBL,Microsoft,Pigyman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Feb 09,N/A
17,Doom,SNES,Williams Entertainment,Sculptured Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Feb 96,N/A
18,Doom,3DO,Art Data Interactive,"Logicware, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96,N/A
19,Doom,SAT,GT Interactive,Rage Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 97,N/A
20,Doom,XBL,Activision,Nerve Software,N/A,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 06,N/A
21,Doom,AJ,Atari,id Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
22,Doom & Destiny,XBL,HeartBit Interactive,HeartBit Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 11,N/A
23,Doom & Destiny,And,HeartBit Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jul 13,N/A
24,Doom & Destiny,PC,HeartBit Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Nov 12,N/A
25,Doom 3: Resurrection of Evil,PC,Activision,Nerve Software,N/A,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Apr 05,N/A
26,Doom II,XBL,Bethesda Softworks,Nerve Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 10,N/A
27,Doom Rails,PC,Dream Forge Entertainment,Dream Forge Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 09,N/A
28,Doom Troopers,SNES,Playmates,Adrenalin Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 95,N/A
29,Doom Troopers,GEN,Playmates,Adrenalin Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
30,Doomdark's Revenge,ZXS,Beyond Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 85,N/A
31,Doomdark's Revenge,ACPC,Beyond Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 85,06th Jan 18
32,Doomdark's Revenge,C64,Beyond Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 85,N/A
33,Doomsday Racers,PS2,Phoenix Games,Phoenix Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jul 05,N/A
34,Doomsday Warrior,SNES,Renovation,Laser Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 93,N/A
35,Door Door,NES,Enix,ChunSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jul 85,N/A
36,Door Door,PC,Enix,"Chunsoft Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 84,N/A
37,Door Kickers,Linux,KillHouse Games,KillHouse Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 14,23rd Nov 18
38,Door Kickers,OSX,KillHouse Games,KillHouse Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 14,23rd Nov 18
39,DOORS 4 FREE - room escape -,And,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 14,N/A
40,Doorways: The Underworld,Linux,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 14,N/A
41,Doorways: The Underworld,OSX,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 14,N/A
42,Doorways: The Underworld,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 14,N/A
43,Doppler,And,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 14,N/A
44,Dora the Explorer Adventure 3-Pack,PC,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 05,N/A
45,Dora the Explorer: Animal Adventures,PC,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Sep 07,N/A
46,Dora the Explorer: Backpack Adventure,PC,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Aug 02,N/A
47,Dora the Explorer: Barnyard Buddies,PS,Global Star Software,Santa Cruz Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 03,N/A
48,Dora the Explorer: Candy Land,PC,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 07,N/A
49,Dora the Explorer: Dora's World Adventure!,GBA,Global Star Software,Black Lantern Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Oct 06,N/A
50,Dora the Explorer: Lost and Found Adventure,PC,Nickelodeon,Nickelodeon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Jun 09,N/A
51,Dora the Explorer: Lost City Adventure,PC,Infogrames,Infogrames,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 02,N/A
52,Dora the Explorer: World Adventure!,PC,Activision,Black Lantern Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Oct 06,N/A
53,Doraemon,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 91,N/A
54,Doraemon 2: Animal Wakusei Densetsu,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Dec 92,N/A
55,Doraemon 2: Nobita to Hikari no Shinden,N64,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Dec 98,N/A
56,Doraemon 2: SOS! Otogi no Kuni,PS,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Feb 97,N/A
57,Doraemon 3: Makai no Dungeon,PS,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 00,N/A
58,Doraemon 3: Nobita to Toki no Hougyoku,SNES,Epoch,Fortyfive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Dec 94,N/A
59,Doraemon Dokodemo Walker,GBA,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 02,N/A
60,Doraemon Kart,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 98,N/A
61,Doraemon Kart 2,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Mar 99,N/A
62,Doraemon Memories: Nobi Dai no Omoi Izaru Daibouken,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 00,N/A
63,Doraemon Minna de Yuubou!,GC,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jul 03,N/A
64,Doraemon no GameBoy de Asobouyo DX10,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 98,N/A
65,Doraemon no Study Boy: Gakushuu Kanji Game,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jan 01,N/A
66,Doraemon no Study Boy: Kanji Yomikaki Master,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jul 03,N/A
67,Doraemon no Study Boy: Kuku Game,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 00,N/A
68,Doraemon Nobita No Dorabian Night (Card),PCE,Hudson Soft,Now Production,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Dec 91,N/A
69,Doraemon Nobita No Dorabian Night (CD),PCE,Hudson Soft,Now Production,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th May 92,N/A
70,Doraemon Nobita to 3 Tsu no Seirei Ishi,N64,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Mar 97,N/A
71,Doraemon Quiz Boy,GB,Shogakukan,Shogakukan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 00,N/A
72,Doraemon Quiz Boy 2,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Oct 02,N/A
73,Doraemon Yuujou Densetsu,3DO,Shogakukan,Shogakukan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 95,N/A
74,Doraemon: Aruke Aruke Labyrinth,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 99,N/A
75,Doraemon: Giga Zombie no Gyakushuu,NES,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 90,N/A
76,Doraemon: Himitsu no Yojigen Pocket,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Nov 01,N/A
77,Doraemon: Kimito Pet no Monogatari,GB,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 01,N/A
78,Doraemon: Midori no Wakusei Doki Doki Daikyuushuutsu!,GBA,Epoch,Mobile 21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 01,N/A
79,Doraemon: Nobi Futo to Fukkatsu no Hoshi,SAT,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 96,N/A
80,Doraemon: Nobita to Yousei no Kuni,SNES,Epoch,SAS Sakata,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 93,N/A
81,Doraemon: Nobitaito Fukkatsu no Hoshi,PS,Epoch,Epoch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Feb 96,N/A
82,Doraemon: Nora no Suke no Yabou,GG,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Apr 93,N/A
83,Doraemon: Wakuwaku Pocket Paradise,GG,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 96,N/A
84,Doraemon: Yume Dorobou to 7-Jin no Gozans,GEN,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 93,N/A
85,DoraSlot: Hana Hana Matsuri Da!!,PSP,Dorasu,Dorasu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 09,N/A
86,DoReMi Fantasy: Milon no DokiDoki Daibouken,SNES,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 96,N/A
87,DoReMi Fantasy: Milon's DokiDoki Adventure,VC,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 08,N/A
88,Doritos Crash Course,XBL,Microsoft Game Studios,Wanako Studios,N/A,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 10,N/A
89,Dot Defense,PSN,Nippon Ichi Software,System Prisma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 10,N/A
90,Dot Error,XBL,Microsoft,rece,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Dec 09,N/A
91,Dota 2,PC,Valve Corporation,Valve,9.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jul 13,N/A
92,Dota 2,OSX,Valve Corporation,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jul 13,23rd Nov 18
93,Dota 2,Linux,Valve Corporation,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jul 13,23rd Nov 18
94,DotMan,DSiW,Agetec,SilverStarJapan,N/A,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Sep 11,N/A
95,Double Bloob,DS,Unknown,Bloober Team,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,Double Bloob,DSiW,Unknown,Bloober Team,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,Double Bloob,DSi,Bloober Team,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 11,N/A
98,Double Bloob,3DS,Bloober Team,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 11,N/A
99,Double Clutch,GEN,ASCII Entertainment,BGS Development,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
100,Double D Dodgeball,XBL,Yuke's,"Yuke's Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 08,N/A
101,Double Dare,NES,GameTek,Rare Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 90,N/A
102,Double Dragon,NES,Tradewest,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 88,N/A
103,Double Dragon,GB,Taito,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
104,Double Dragon,GG,Virgin Interactive,Virgin Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
105,Double Dragon,GEN,Ballistic,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
106,Double Dragon,XBL,Empire Interactive,Razorworks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 07,N/A
107,Double Dragon,NG,SNK,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 95,N/A
108,Double Dragon,7800,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
109,Double Dragon,Lynx,Telegames,"Telegames, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
110,Double Dragon,MS,Sega,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88,N/A
111,Double Dragon,VC,Tradewest,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 08,N/A
112,Double Dragon,PS,Urban Plant,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 96,N/A
113,Double Dragon,PC,Arcadia Systems,Arcadia Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88,N/A
114,Double Dragon,3DS,Aksys Games,Technos Japan Corporation,N/A,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jun 11,N/A
115,Double Dragon (CD),NG,Imperial Entertainment,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
116,Double Dragon 3: The Arcade Game,GEN,Flying Edge,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
117,Double Dragon 3: The Arcade Game,GB,Acclaim Entertainment,Sales Curve Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 92,N/A
118,Double Dragon II,GB,Acclaim Entertainment,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 91,N/A
119,Double Dragon II: The Revenge,NES,Acclaim Entertainment,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90,N/A
120,Double Dragon II: The Revenge,GEN,PalSoft,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 91,N/A
121,Double Dragon II: The Revenge,PC,Virgin Interactive,Binary Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
122,Double Dragon II: The Revenge,3DS,Aksys Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 14,N/A
123,Double Dragon II: The Revenge,WiiU,Aksys Games,Technos Japan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 14,N/A
124,Double Dragon III: The Rosetta Stone,PC,Tradewest,Interactivision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
125,Double Dragon III: The Sacred Stones,NES,Acclaim Entertainment,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 91,N/A
126,Double Dragon V: The Shadow Falls,SNES,Tradewest,Leland Interactive Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 94,N/A
127,Double Dragon V: The Shadow Falls,GEN,Tradewest,Leland Interactive Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 94,N/A
128,Double Dragon V: The Shadow Falls,AJ,Tradewest,Leland Interactive Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 95,N/A
129,Double Dragon: Neon,PS3,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130,Double Dragon: Neon,X360,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131,Double Dribble,NES,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 87,N/A
132,Double Dribble,VC,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Nov 07,N/A
133,Double Dribble: 5 on 5,GB,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jan 91,N/A
134,Double Dribble: The Playoff Edition,GEN,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
135,Double Dungeons,PCE,NEC,NCS/Masaya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
136,Double Dungeons,VC,Hudson Soft,NCS/Masaya,N/A,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Mar 07,N/A
137,Double Dungeons,PSN,Hudson Soft,NCS/Masaya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 10,N/A
138,Double Dunk,2600,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
139,Double Fine Adventure (Working Title),And,Double Fine Productions,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 14,N/A
140,Double Fine Adventure (Working Title),OSX,Double Fine Productions,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 14,N/A
141,Double Fine Adventure (Working Title),Linux,Double Fine Productions,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 14,N/A
142,Double Fine Happy Action Theater,XBL,Microsoft Studios,Double Fine Productions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 12,29th Sep 18
143,Double Hawk,MS,Sega,OperaHouse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90,N/A
144,Double Header: Complete Onside Soccer and Power Slide,3DO,Unknown,Good Deal Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
145,Double Mind,PC,F&C,F&C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 02,N/A
146,Double Pack Tomb Raider: Legend / Anniversary,DS,Activision,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jun 12,N/A
147,Double Pack Tomb Raider: Legend / Anniversary,And,Gameloft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 12,N/A
148,Double Pack: Joe Montana Football 3 / Double Clutch MD,GEN,Sega,Various,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96,N/A
149,Double Pack: LEGO Indiana Jones: The Original Adventures / Kung Fu Panda,X360,Activision,"Traveller's Tales / Luxoflux, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 08,N/A
150,Double Rivals Attack Pack!,PSP,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 11,N/A
151,Double S.T.E.A.L. The Second Clash,XB,Microsoft,Bunkasha Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Aug 05,N/A
152,Double Strike,NES,American Video Entertainment,sachen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90,N/A
153,Double Super Hero Pack!,PSP,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 11,N/A
154,Double Switch,SAT,Digital Pictures,Digital Pictures,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
155,Double Switch,SCD,Sega,Digital Pictures,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
156,Double Switch,PC,Digital Pictures,Digital Pictures,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
157,Double Yakuman,GB,Vap,Vap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Mar 93,N/A
158,Double Yakuman II,GB,Vap,Vap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 93,N/A
159,Double Yakuman Jr.,GB,Vap,Vap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Aug 93,N/A
160,Double-Ender: Artillery Duel / Ghost Manor,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
161,Double-Ender: Artillery Duel / Super Kung-Fu,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
162,Double-Ender: Chuck Norris Superkicks / Ghost Manor,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
163,Double-Ender: Chuck Norris Superkicks / Spike's Peak,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
164,Double-Ender: Chuck Norris Superkicks/Artillery Duel,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,07th Jan 18
165,Double-Ender: Robin Hood / Sir Lancelot,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
166,Double-Ender: Spike's Peak/Artillery Duel,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,08th Jan 18
167,Double-Ender: Spike's Peak/Ghost Manor,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,07th Jan 18
168,Double-Ender: Super Kung-Fu/Robin Hood,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,07th Jan 18
169,Double-Ender: Tomarc the Barbarian / Motocross Racer,2600,Xonox,Xonox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
170,DoubleDown Casino - Slots & Video Poker,BRW,Double Down Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jan 12,N/A
171,DoubleDown Casino - Slots & Video Poker,And,Double Down Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 12,N/A
