,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
1139,Lufia: The Ruins of Lore,GBA,Atlus,Atelier Double,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,06th May 03,N/A
1140,UEFA Euro 2004: Portugal,XB,EA Sports,EA Canada,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,04th May 04,N/A
1141,Activision Hits: Remixed,PSP,Activision,Digital Eclipse Software,N/A,7.4,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,08th Nov 06,N/A
1142,Samurai Deeper Kyo,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,12th Dec 02,N/A
1143,Shaman King: Soul Fight,GC,Bandai,Tuning Electronic,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,28th Mar 03,N/A
1144,Medabots: Infinity,GC,Natsume,"Imagineer Co., Ltd.",N/A,5.4,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,14th Dec 03,N/A
1145,Dungeon Keeper 2,PC,Electronic Arts,Bullfrog Productions,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.01m,30th Jun 99,N/A
1146,Doraemon: Shin Nobita no Nihon Tanjou,3DS,FuRyu Corporation,Unknown,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,03rd Mar 16,N/A
1147,Airline Tycoon 2,PC,Kalypso,Kalypso Media,N/A,N/A,N/A,N/A,0.05m,0.00m,0.04m,N/A,0.01m,11th Oct 11,N/A
1148,Zapper: One Wicked Cricket!,XB,Infogrames,Blitz Games,N/A,5.2,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,03rd Nov 02,N/A
1149,Jirou Akagawa: Majotachi no Nemuri,SNES,Pack-In-Video,Pack-In-Video,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,24th Nov 95,N/A
1150,Touch 'N' Play Collection,DS,O-Games,O-Games,N/A,N/A,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,10th May 11,N/A
1151,Bust-A-Bloc,PS2,Midas Interactive Entertainment,D3 Publisher,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,31st Oct 03,N/A
1152,Demon Gaze 2,PSV,NIS America,Experience Inc.,N/A,N/A,N/A,N/A,0.05m,0.01m,0.00m,0.04m,0.00m,14th Nov 17,N/A
1153,Sitting Ducks,PS2,Hip Interactive,Asobo Studio,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,01st Jul 04,N/A
1154,Puyo Puyo 7,Wii,Sega,Sega,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,26th Nov 09,N/A
1155,Haikyu!! Cross Team Match!,3DS,Bandai Namco Games,Bandai Namco Games,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,03rd Mar 16,06th Aug 18
1156,Pawly Pets: My Vet Practice,DS,Ubisoft,DTP Entertainment,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,02nd Feb 07,N/A
1157,Mighty No. 9,WiiU,Deep Silver,Comcept,N/A,N/A,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.01m,21st Jun 16,04th Jul 18
1158,NFL Blitz Pro,XB,Midway Games,Point of View,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,04th Nov 03,N/A
1159,Black Mirror,PS4,THQ Nordic,KING Art Games,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,28th Nov 17,20th Aug 18
1160,Pretty Cure All Stars Everyone Gather? Let's Dance!,Wii,Namco Bandai Games,Bandai Namco Games,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,28th Mar 13,03rd Jan 19
1161,F1 2010,PC,Codemasters,Codemasters Birmingham,N/A,8.0,N/A,N/A,0.05m,N/A,0.05m,N/A,0.01m,22nd Sep 10,N/A
1162,Mountain Bike Adrenaline,PS2,Valcon Games,Fresh 3D,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,09th Oct 07,N/A
1163,LEGO Harry Potter: Years 1-4,PC,Warner Bros. Interactive,Telltale Games,N/A,8.2,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.01m,29th Jun 10,N/A
1164,Zyuden Sentai Kyoryuger: Game on Gaburincho,3DS,Namco Bandai Games,Bandai Namco Games,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,08th Aug 13,05th Jan 19
1165,Medal of Honor: Airborne,PC,Electronic Arts,EA Los Angeles,N/A,N/A,N/A,N/A,0.05m,0.00m,0.04m,N/A,0.01m,04th Sep 07,N/A
1166,"Murder, She Wrote",PC,Legacy Interactive,Legacy Interactive,N/A,N/A,N/A,N/A,0.05m,N/A,0.04m,N/A,0.01m,12th Nov 09,N/A
1167,Hi-Octane: The Track Fights Back!,PS,Electronic Arts,Bullfrog Productions,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,01st Jan 96,N/A
1168,Mister Slime,DS,SouthPeak Interactive,Lexis Numerique,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,15th Jul 08,N/A
1169,Black Sigil: Blade of the Exiled,DS,Graffiti,Studio Archcraft,6.2,6.0,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,09th Jun 09,N/A
1170,Learn Science,DS,DreamCatcher Interactive,DreamCatcher Interactive,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,07th Dec 10,N/A
1171,Touhou Genso Wanderer,PS4,NIS America,AQUA STYLE,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,21st Mar 17,18th Sep 18
1172,Mirror's Edge,PC,Electronic Arts,EA Digital Illusions CE,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.01m,12th Jan 09,25th Mar 19
1173,Wakeboarding Unleashed Featuring Shaun Murray,XB,Activision,Shaba Games,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,10th Jun 03,N/A
1174,The Lost Chronicles of Zerzura,PC,Unknown,Cranberry Production,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,30th Mar 12,N/A
1175,Domino Rally,Wii,UFO Interactive,RED Entertainment,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,18th Aug 09,N/A
1176,Doraemon 2: Nobita no Toizurando Daibouken,SNES,Epoch,SAS Sakata,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,17th Dec 93,N/A
1177,Samurai Champloo: Sidetracked,PS2,Namco Bandai,Grasshopper Manufacture,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,11th Apr 06,N/A
1178,Zone of the Enders HD Edition,PS3,Konami,High Voltage Software,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,23rd Jul 13,12th Sep 18
1179,Drill Dozer,GBA,Nintendo,Game Freak,N/A,7.9,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,06th Feb 06,N/A
1180,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Takara Tomy,Takara Tomy,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,29th Mar 07,N/A
1181,Death Jr. II: Root of Evil,PSP,Konami,Backbone Entertainment,N/A,6.9,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,31st Oct 06,N/A
1182,Fatal Fury: Wild Ambition,PS,SNK,SNK Corporation,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,11th Dec 99,N/A
1183,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,15th Jul 10,N/A
1184,Rockin' Pretty,DS,Aksys Games,Arc System Works,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,28th Jul 09,N/A
1185,Centipede: Infestation,Wii,Atari,WayForward Technologies,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,25th Oct 11,N/A
1186,Countdown: The Game,Wii,Mindscape,Mindscape,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,13th Nov 09,N/A
1187,Dengeki Gakuen RPG: Cross of Venus,DS,ASCII Media Works,ASCII Media Works,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,19th Mar 09,N/A
1188,The Sims 2: University,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,0.05m,0.01m,0.04m,N/A,0.00m,28th Feb 05,N/A
1189,Judge Dredd,PS,Activision,Gremlin Interactive,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,31st Mar 98,N/A
1190,Minna no Ennichi,3DS,Namco Bandai Games,Bandai Namco Games,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,24th May 12,05th Jan 19
1191,Sled Shred featuring the Jamaican Bobsled Team,Wii,SouthPeak Interactive,Just For Fun Studios,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,12th Oct 10,N/A
1192,Rhapsody: A Musical Adventure,DS,NIS America,Nippon Ichi Software,N/A,6.7,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,23rd Sep 08,N/A
1193,King Arthur,XB,Konami,Krome Studios,N/A,6.5,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,16th Nov 04,N/A
1194,Bass Rise,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,30th Sep 99,N/A
1195,Dynamite Headdy,GEN,Sega,"Treasure Co., Ltd.",N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,04th Aug 94,N/A
1196,Choujikuu Yousai Macross: Ai Oboete Imasu ka,PS3,Namco Bandai Games,Scarab,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,26th Jul 12,05th Jan 19
1197,Arcania: Gothic 4,PS4,Nordic Games,Spellbound Entertainment AG,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,29th May 15,N/A
1198,The Long Dark,XOne,Skybound Games,Hinterland Studio Inc.,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.01m,04th Sep 18,07th Aug 18
1199,Jake Power: Policeman,DS,Ubisoft,Magic Pockets,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,17th Feb 09,N/A
1200,Sega 3D Classics Collection,3DS,Sega,M2,N/A,7.0,N/A,N/A,0.05m,0.05m,N/A,N/A,0.01m,26th Apr 16,11th Jan 19
1201,Dragon's Lair 3D: Return to the Lair,XB,Ubisoft,Dragonstone Software,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,18th Nov 02,N/A
1202,UEFA Champions League 2006-2007,X360,EA Sports,EA Canada,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,20th Mar 07,N/A
1203,Animal Planet: Vet Collection,DS,Activision,Activision,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,20th Jul 10,N/A
1204,Growlanser: Heritage of War (jp sales),PS2,Atlus,Career Soft,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,18th Sep 07,N/A
1205,Myst IV: Revelation,XB,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,29th Mar 05,N/A
1206,Jewel Legends: Tree of Life,DS,Rising Star,Rising Star Games,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.01m,17th Jun 11,N/A
1207,Pachinko Wars II,SNES,Coconuts Japan,Coconuts Japan,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,17th Dec 93,N/A
1208,The Nightmare of Druaga: Fushigino Dungeon,PS2,Namco,Arika,N/A,6.4,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,26th Oct 04,N/A
1209,Period Cube ~Shackles of Amadeus~,PSV,Aksys Games,Idea Factory,N/A,N/A,N/A,N/A,0.05m,0.02m,N/A,0.03m,0.01m,28th Apr 17,22nd Sep 18
1210,Lucha Libre AAA: Heroes del Ring,X360,Konami,Immersion Software & Graphics,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,12th Oct 10,N/A
1211,Carnival Games,PS4,2K Games,Cat Daddy Games,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,06th Nov 18,22nd Sep 18
1212,Rodea the Sky Soldier,3DS,NIS America,Kadokawa Games,N/A,N/A,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.01m,10th Nov 15,06th Apr 18
1213,Virtua Striker 2002,GC,Sega,Amusement Vision,N/A,6.6,N/A,N/A,0.05m,0.01m,0.00m,0.03m,0.00m,20th May 02,N/A
1214,Princess on Ice,DS,Aksys Games,Arc System Works,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,05th Nov 08,N/A
1215,SingStar Mallorca Party,PS3,Sony Computer Entertainment,SCEE London Studio,N/A,N/A,N/A,N/A,0.05m,N/A,0.04m,N/A,0.01m,13th Jul 09,N/A
1216,My Horse & Me: Riding for Gold,Wii,Atari,Tate Interactive,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,28th Apr 09,N/A
1217,Yakuza 3,PS4,Sega,Sega,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,09th Aug 18,25th Aug 18
1218,Hatsune Miku: Project Diva Future Tone DX,PS4,Sega,Sega,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Nov 17,30th Dec 17
1219,Fate/Unlimited Codes Portable,PSP,Capcom,Eighting,N/A,7.6,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,18th Jun 09,N/A
1220,Major Minor's Majestic March,Wii,Majesco,NanaOn-Sha,4.5,4.5,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,02nd Apr 09,N/A
1221,Starblood Arena,PS4,Sony Interactive Entertainment,WhiteMoon Dreams,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,11th Apr 17,27th Nov 18
1222,Pro Evolution Soccer 2019,XOne,Konami,Konami,N/A,N/A,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.00m,28th Aug 18,26th Sep 18
1223,Aliens in the Attic,DS,Playlogic Game Factory,Playlogic Game Factory,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,28th Jul 09,N/A
1224,Game no Kanzume Vol 2,SCD,Sega,Unknown,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,18th Mar 94,N/A
1225,Hellblade: Senua's Sacrifice,PS4,505 Games,Ninja Theory,N/A,8.3,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.01m,04th Dec 18,02nd Nov 18
1226,Little Nightmares,NS,Bandai Namco Entertainment,Tarsier Studios,N/A,N/A,N/A,N/A,0.05m,N/A,0.02m,0.03m,0.00m,18th May 18,20th Feb 19
1227,Disney's PK: Out of the Shadows,GC,Ubisoft,Ubisoft,N/A,4.0,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,03rd Dec 02,N/A
1228,Bubsy: The Woolies Strike Back,PS4,Accolade,Black Forest Games,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,31st Oct 17,20th Sep 18
1229,Jojo no Kimyou na Bouken: Phantom Blood,PS2,Bandai,Anchor Entertainment,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,26th Oct 06,N/A
1230,Strange Brigade,XOne,Rebellion Developments,Rebellion Developments,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.01m,28th Aug 18,26th Apr 18
1231,The Idolmaster 2,X360,Namco Bandai,Bandai Namco Games,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,24th Feb 11,N/A
1232,Myth Makers: Orbs of Doom,Wii,Bold Games,Data Design Interactive,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,31st Dec 07,N/A
1233,Power Drome,PS2,Mud Duck Productions,Argonaut Games,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,16th May 04,20th May 18
1234,Dreamer Series: Puppy Trainer,DS,DreamCatcher Interactive,DreamCatcher Interactive,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,16th Dec 08,N/A
1235,IL-2 Sturmovik: Cliffs of Dover,PC,Ubisoft,1C: Maddox Games,N/A,5.0,N/A,N/A,0.05m,N/A,0.05m,N/A,0.01m,26th Apr 11,N/A
1236,Pro Yakyuu Spirits 5 Kanzenban,PS2,Konami,PawaPuro Production,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,04th Dec 08,N/A
1237,MorphX,X360,505 Games,Buka Entertainment,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,28th Sep 10,N/A
1238,Samantha Swift and the Hidden Roses of Athena,DS,Mumbo Jumbo,MumboJumbo,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,26th Jul 10,N/A
1239,Shin Sangoku Musou 5 Special,PSP,KOEI,Omega Force,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Oct 09,N/A
1240,Gran Turismo / Motor Toon Grand Prix 2,PS,Sony Computer Entertainment,Various,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,01st Jan 03,N/A
1241,Otogi 2: Immortal Warriors,XB,Sega,From Software,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,21st Oct 04,N/A
1242,Pony Friends: Mini Breeds Edition,DS,Eidos Interactive,Tantalus Interactive,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,02nd Dec 08,N/A
1243,Legend of Kay,PS2,Capcom,Neon Studios,N/A,7.2,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,21st Sep 05,N/A
1244,Scribblenauts Mega Pack,NS,Warner Bros. Interactive Entertainment,Shiver Games,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.01m,18th Sep 18,20th Feb 19
1245,Piglet's Big Game,GC,Gotham Games,Doki Denki,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,19th Mar 03,N/A
1246,Civilization Beyond Earth: Rising Tide,PC,2K Games,Firaxis Games,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,09th Oct 15,22nd Sep 18
1247,Super Heroine Chronicle,PSV,Namco Bandai Games,Banpresto,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,06th Feb 14,14th Jan 19
1248,Hunted: The Demon's Forge,PC,Bethesda Softworks,InXile Entertainment,N/A,6.1,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,31st May 11,N/A
1249,4 Elements,PC,eGames,Playrix Entertainment,N/A,N/A,N/A,N/A,0.05m,N/A,0.04m,N/A,0.01m,11th May 09,N/A
1250,Agatha Christie's The ABC Murders,XOne,Unfinished Pixel,Artefacts Studio,N/A,N/A,N/A,N/A,0.05m,0.04m,0.00m,N/A,0.01m,23rd Feb 16,27th Jun 18
1251,Fallout: Brotherhood of Steel,XB,Interplay,Interplay,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,14th Jan 04,N/A
1252,"Love, Election and Chocolate Portable",PSP,Kadokawa Shoten,ASCII Media Works,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,27th Sep 12,29th Dec 18
1253,Strawberry Shortcake: Strawberryland Games,DS,Game Factory,Gorilla Systems,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,23rd Oct 06,N/A
1254,IndyCar Series,XB,Codemasters,Brain in a Jar,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,26th Jun 03,N/A
1255,Ultra Bust-A-Move,XB,Majesco,Taito Corporation,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,04th Nov 04,N/A
1256,Mortal Kombat X,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,N/A,N/A,N/A,0.05m,0.01m,0.04m,N/A,0.00m,14th Apr 15,04th Jan 18
1257,Rally Fusion: Race of Champions,XB,Activision,Climax Group,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,29th Nov 02,N/A
1258,Piglet's Big Game,GBA,THQ,Doki Denki,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,02nd Feb 03,N/A
1259,Hero Bank 2,3DS,Sega,Sega,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,27th Nov 14,14th Jan 19
1260,Mr Bean's Wacky World of Wii,Wii,Blast! Entertainment Ltd,Blast Games,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,06th Feb 09,N/A
1261,Ski Region Simulator 2012,PC,Giants Software,Giants Software,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.01m,25th Nov 11,14th Jan 19
1262,Pinball Hall of Fame: The Gottlieb Collection,GC,Crave Entertainment,FarSight Studios,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,20th Mar 05,N/A
1263,TrackMania Turbo: Build to Race,DS,DreamCatcher Interactive,Firebrand Games,N/A,N/A,N/A,N/A,0.05m,0.02m,0.02m,N/A,0.00m,12th Apr 11,N/A
1264,Ferrari F355 Challenge,PS2,Sega,Sega-AM2,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,28th Sep 02,N/A
1265,Sherlock Holmes: Crimes & Punishments,X360,Focus Home Interactive,Frogwares,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,30th Sep 14,18th Apr 18
1266,Metal Slug Anthology,PSP,SNK Playmore,Terminal Reality,N/A,N/A,N/A,N/A,0.05m,0.02m,0.00m,0.02m,0.01m,20th Feb 07,N/A
1267,Kamen Rider: Dragon Knight,DS,D3 Publisher,Natsume,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,17th Nov 09,N/A
1268,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,Vatical Entertainment,Terraglyph Interactive Studios,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,02nd Nov 99,N/A
1269,Captain America: Super Soldier,DS,Sega,Sega,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,19th Jul 11,N/A
1270,Nitroplus Blasterz: Heroines Infinite Duel,PS4,Xseed Games,Examu Inc.,N/A,N/A,N/A,N/A,0.05m,0.01m,0.01m,0.03m,0.00m,02nd Feb 16,N/A
1271,TNA iMPACT: Cross the Line,PSP,SouthPeak Interactive,Point of View,N/A,3.5,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,22nd Jun 10,N/A
1272,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Jul 10,N/A
1273,Nobunaga's Ambition: Sphere of Influence,PS4,Tecmo Koei,Koei,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,01st Sep 15,29th Dec 18
1274,Mobile Suit Gundam Unicorn,PS3,Namco Bandai Games,From Software,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,08th Mar 12,19th Jan 19
1275,Shifters,PS2,3DO,3DO,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.01m,17th Jun 02,N/A
1276,The BIGS 2,DS,2K Sports,Blue Castle Games,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,25th Aug 09,N/A
1277,RPG Tsukuru DS,DS,Enterbrain,Enterbrain,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,11th Mar 10,N/A
1278,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Sega,Neverland,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,19th Mar 08,N/A
1279,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,O-Games,O-Games,N/A,N/A,N/A,N/A,0.05m,0.02m,0.03m,N/A,0.00m,09th Aug 11,N/A
1280,Brothers: A Tale of Two Sons,XOne,505 Games,Starbreeze Studios,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.01m,01st Sep 15,27th Jun 18
1281,Sacred 3,X360,Deep Silver,Keen Games,N/A,N/A,N/A,N/A,0.05m,0.03m,0.02m,N/A,0.00m,01st Jan 14,16th Nov 18
1282,The Long Dark,PS4,Skybound Games,Hinterland Studio Inc.,N/A,N/A,N/A,N/A,0.05m,0.04m,N/A,N/A,0.01m,04th Sep 18,07th Aug 18
1283,Imagine Animal Doctor Care Center,DS,Ubisoft,Virtual Toys,N/A,N/A,N/A,N/A,0.05m,0.05m,N/A,N/A,0.00m,18th May 10,N/A
1284,Jewel Master: Cradle of Persia,DS,Rising Star Games,Rising Star Games,N/A,N/A,N/A,N/A,0.05m,N/A,0.05m,N/A,0.00m,24th Jul 14,19th Jan 19
1285,Lagoon,SNES,Kemco,Zoom Inc.,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,0.00m,01st Dec 91,N/A
1286,New Tokyo Legacy: Operation Babel,PSV,NIS America,Experience Inc.,N/A,N/A,N/A,N/A,0.05m,0.01m,0.00m,0.04m,0.00m,16th May 17,N/A
1287,Imagine: Party Planner,DS,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,26th Jan 10,N/A
1288,Saint Seiya: Soldiers' Soul,PS3,Namco Bandai Games,Namco Bandai Games,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,06th Oct 15,N/A
1289,Back to the Future: The Game,Wii,Telltale Games,Telltale Games,N/A,7.0,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,25th Oct 11,23rd Apr 18
1290,Nanostray 2,DS,Majesco,Shin'en GmbH,N/A,N/A,N/A,N/A,0.05m,0.03m,0.01m,N/A,0.00m,11th Mar 08,N/A
1291,Air Traffic Chaos,DS,Majesco,TechnoBrain,N/A,6.8,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,09th Sep 08,N/A
1292,Trick x Logic: Season 1,PSP,Sony Computer Entertainment,ChunSoft,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,22nd Jul 10,N/A
1293,Mawashite Tsunageru Touch Panic,DS,Nintendo,Aki Corporation,N/A,N/A,N/A,N/A,0.05m,N/A,N/A,0.05m,N/A,25th May 06,N/A
1294,Monster! Bass Fishing,GBA,AIA,Awesome Developments,N/A,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,28th Sep 04,N/A
1295,Sigma Star Saga,GBA,Namco,WayForward Technologies,N/A,N/A,4.0,N/A,0.05m,0.04m,0.01m,N/A,0.00m,16th Aug 05,N/A
