,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
51,Destiny 2: Shadowkeep,PC,Bungie Software,Bungie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Sep 19,21st Jul 19
52,Destiny Connect: Tick Tock Travelers,PS4,NIS America,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 19,22nd Mar 19
53,Destiny Connect: Tick Tock Travelers,NS,NIS America,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 19,22nd Mar 19
54,Destroy All Humans!,PS4,THQ Nordic,Pandemic Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 20,18th Jun 19
55,Destroy All Humans!,XOne,THQ Nordic,Black Forest Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 20,18th Jun 19
56,Destroy All Humans!,PC,THQ Nordic,Black Forest Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 20,18th Jun 19
57,Destruction Allstars,PS5,Sony Interactive Entertainment,Lucid Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,18th Sep 20
58,DETANA TWIN BEE,WiiU,Unknown,TBD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 20
59,Detective Grimoire,Linux,SFB Games,SFB Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 14,10th Aug 18
60,Detention,NS,Coconut Island Games,Red Candle Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 18,22nd Feb 18
61,Detroit: Become Human,PC,Quantic Dream,Quantic Dream,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Dec 19,20th Mar 19
62,Detroit: Become Human,All,Unknown,Quantic Dream,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Feb 21
63,Dev Guy,PC,Unknown,Daniel Jonathan Bourke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 19
64,Devil May Cry,NS,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 19,06th May 19
65,Devil May Cry 3 Special Edition,NS,Unknown,Capcom,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Feb 20
66,Devil May Cry 5,PS4,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 19,21st Mar 19
67,Devil May Cry 5,XOne,Capcom,Capcom,9.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 19,21st Mar 19
68,Devil May Cry 5,PC,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 19,21st Mar 19
69,Devil May Cry 5 Special Edition,PS5,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,16th Sep 20
70,Devil May Cry 5 Special Edition,XS,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,16th Sep 20
71,Devil's Crush,WiiU,Unknown,TBD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 20
72,Devil’s Hunt,XOne,1C Company,Layopi Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,07th Aug 19
73,Devil’s Hunt,PS4,1C Company,Layopi Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,07th Aug 19
74,Devil’s Hunt,PC,1C Company,Layopi Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 19,07th Aug 19
75,Devil’s Hunt,NS,1C Company,Layopi Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,07th Aug 19
76,Dex,XOne,Dreadlocks Ltd,Dreadlocks Ltd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Jul 16,06th Aug 18
77,Dex,PS4,Dreadlocks Ltd,Dreadlocks Ltd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jul 16,06th Aug 18
78,Dex,PSV,Dreadlocks Ltd,Dreadlocks Ltd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 16,06th Aug 18
79,Dex,PC,Dreadlocks Ltd,Dreadlocks Ltd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th May 15,06th Aug 18
80,Diablo II: Resurrected,XS,Blizzard Entertainment,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,20th Feb 21
81,Diablo II: Resurrected,XOne,Blizzard Entertainment,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,20th Feb 21
82,Diablo II: Resurrected,PS5,Blizzard Entertainment,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,20th Feb 21
83,Diablo II: Resurrected,PS4,Blizzard Entertainment,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,20th Feb 21
84,Diablo II: Resurrected,PC,Blizzard Entertainment,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,20th Feb 21
85,Diablo II: Resurrected,NS,Blizzard Entertainment,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,20th Feb 21
86,Diablo III: Rise of the Necromancer,PC,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jun 17,18th Feb 20
87,Diablo III: Ultimate Evil Edition,X360,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Aug 14,22nd Jan 18
88,Diablo III: Ultimate Evil Edition,PS3,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Aug 14,25th Mar 19
89,Diablo Immortal,And,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 19,02nd Nov 18
90,Diablo Immortal,iOS,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 19,02nd Nov 18
91,Diablo IV,PC,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20,02nd Nov 19
92,Diablo IV,PS4,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20,02nd Nov 19
93,Diablo IV,XOne,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20,02nd Nov 19
94,Diablo IV,All,Unknown,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 20
95,Diabolik Lovers: Chaos Lineage,NS,Idea Factory,Rejet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Mar 19,22nd Mar 19
96,Die for Valhalla!,XOne,Unknown,Monster Couch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 18
97,Die for Valhalla!,PS4,Unknown,Monster Couch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 18
98,Die for Valhalla!,PC,Unknown,Monster Couch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 18
99,Die for Valhalla!,NS,Unknown,Monster Couch,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 18
100,Dig Dug,Int,INTV Corporation,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 87,13th Jan 18
101,Diggs Nightcrawler,PS3,Sony Computer Entertainment Europe,Exient Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 13,11th Apr 18
102,Digimon Story: Cyber Sleuth,Series,Unknown,Media.Vision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Feb 21
103,Digimon Story: Cyber Sleuth Complete Edition,NS,Bandai Namco Entertainment,Media.Vision,N/A,N/A,8.0,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 19,08th Jul 19
104,Digimon Story: Cyber Sleuth Complete Edition,PC,Bandai Namco Entertainment,Media.Vision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 19,08th Jul 19
105,Digimon Survive,PS4,Bandai Namco Entertainment,Bandai Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,10th Apr 19
106,Digimon Survive,NS,Bandai Namco Entertainment,Bandai Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,10th Apr 19
107,Digimon Survive,XOne,Bandai Namco Entertainment,WitchCraft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,10th Apr 19
108,Digimon Survive,PC,Bandai Namco Entertainment,WitchCraft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,10th Apr 19
109,Digital Champ Battle Boxing,WiiU,Unknown,TBD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 20
110,Diluvion,PC,Unknown,Arachnid Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jan 18
111,Diluvion,OSX,Unknown,Arachnid Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jan 18
112,Dimension Drive,NS,2Awesome Studio,2Awesome Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 17,11th Mar 18
113,Diner,Int,INTV Corporation,Realtime Associates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 87,13th Jan 18
114,Dinosaur Hunt First Blood,PC,Unknown,Racing Bros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 19
115,Dinosaur Hunt Puzzle,PC,Unknown,Racing Bros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 19
116,Dinosaur Hunting,XB,Microsoft Game Studios,Scarab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 03,11th Oct 18
117,DiRT 5,XS,Codemasters,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,07th May 20
118,DiRT 5,XOne,Codemasters,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 20,07th May 20
119,DiRT 5,PS5,Codemasters,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 20,07th May 20
120,DiRT 5,PS4,Codemasters,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 20,07th May 20
121,DiRT 5,PC,Codemasters,Codemasters,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 20,07th May 20
122,DiRT Rally 2.0,PS4,Deep Silver,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 19,17th Dec 18
123,DiRT Rally 2.0,XOne,Deep Silver,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 19,17th Dec 18
124,DiRT Rally 2.0,PC,Codemasters,Codemasters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 19,17th Dec 18
125,Dirty Bomb,PC,Unknown,Splash Damage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 19
126,Disaster Report 4 Plus: Summer Memories,NS,NIS America,Granzella,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 20,17th Oct 19
127,Disaster Report 4 Plus: Summer Memories,PC,NIS America,Granzella,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 20,17th Oct 19
128,Disc Jam,NS,High Horse Entertainment,High Horse Entertainment,5.0,N/A,4.9,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 18,12th Feb 18
129,Disc Jam,PS4,Unknown,High Horse Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Feb 18
130,Disc Jam,PC,Unknown,High Horse Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Feb 18
131,Disco Dodgeball Remix,NS,Unknown,Zen Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 18
132,Disco Dodgeball Remix,PS4,Unknown,Zen Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 18
133,Disco Dodgeball Remix,XOne,Unknown,Zen Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 18
134,Disco Elysium,PC,Humble Bundle,ZA/UM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Oct 19,06th Jan 19
135,Disco Elysium,XOne,ZA/UM,ZA/UM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,31st May 20
136,Disco Elysium,PS4,ZA/UM,ZA/UM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,31st May 20
137,Disco Elysium,NS,ZA/UM,ZA/UM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,31st May 20
138,Discovery,WiiU,Unknown,noowanda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jan 18
139,Discovery,Ouya,Unknown,noowanda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jan 18
140,Disgaea 2 PC,PC,Unknown,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 18
141,Disgaea 4 Complete+,PS4,NIS America,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 19,08th Jul 19
142,Disgaea 4 Complete+,NS,NIS America,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 19,08th Jul 19
143,Disgaea 5 Complete,PC,Unknown,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 19
144,Disgaea 6: Defiance of Destiny,NS,NIS America,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 21,17th Sep 20
145,Disintegration,XOne,Private Division,V1 Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 20,17th Oct 19
146,Disintegration,PC,Private Division,V1 Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 20,17th Oct 19
147,Disintegration,PS4,Private Division,V1 Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 20,17th Oct 19
148,Disney Classic Games: Aladdin and The Lion King,NS,Unknown,Disney Interactive,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Nov 19
149,Disney Tsum Tsum Festival,NS,Bandai Namco Entertainment,Bandai Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 19,14th Feb 19
150,Disney's Aladdin,PC,Virgin Games,Virgin Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Nov 94,06th Mar 18
151,Disney's The Emperor's New Groove,PC,Disney Interactive Studios,Argonaut Games,N/A,N/A,5.0,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 00,31st Mar 19
152,Disney's The Emperor's New Groove,PSP,Sony Computer Entertainment,Argonaut Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 10,13th Jul 20
153,Disney's The Emperor's New Groove,PS3,Sony Computer Entertainment,Argonaut Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 10,13th Jul 20
154,Disneyland Adventures,PC,THQ Nordic,Frontier Developments,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 18,19th Nov 18
155,DISTRAINT: Deluxe Edition,PSV,Unknown,Jesse Makkonen,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 19
156,Divine Slice of Life,PC,Dharker Studio,NickySwan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 15,03rd Apr 19
157,Divinity: Original Sin 2 - Definitive Edition,NS,Larian Studios,Larian Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 19,15th Sep 19
158,Dogfighter: World War 2,PS4,IGGYMOB,IGGYMOB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19,12th Aug 19
159,Doki Doki Literature Club,PC,Team Salvato,Team Salvato,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 17,12th Jan 18
160,Don't Crash,WiiU,RCMADIAX,RCMADIAX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jul 15,07th Jan 18
161,Don't Knock Twice,NS,Wales Interactive Ltd.,Wales Interactive Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Oct 17,03rd Feb 18
162,Donkey Kong,Int,Coleco,Coleco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 82,13th Jan 18
163,Donkey Kong,CV,Coleco,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jul 81,18th Sep 20
164,Donkey Kong Jr.,Int,Coleco,Coleco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,13th Jan 18
165,Donkey Kong Junior,CV,Coleco,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st May 83,13th Oct 20
166,Donut County,PS4,Annapurna Interactive,Ben Esposito,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 18,28th Apr 18
167,Donut County,NS,Annapurna Interactive,Ben Esposito,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 18,14th Dec 18
168,Doom,XOne,Bethesda Softworks,id Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 19,30th Jul 19
