,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
40,Ballerburg,PC,Ascaron Entertainment,Ascaron Entertainment GmbH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 01,N/A
41,Ballerburg: Castle Chaos,PS,Mud Duck Productions,Ascaron Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 03,N/A
42,Ballet Salon,And,Libii Tech Limited,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jan 14,N/A
43,Ballistic,GB,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 99,N/A
44,Ballistic Blast,PC,Unknown,unilever,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 11,N/A
45,Ballistics,PC,Xicat Interactive,GRIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 01,N/A
46,Ballistix,PCE,Turbo Technologies,Reflections Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
47,Ballochet,XBL,Microsoft,MindsEdge,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 11,N/A
48,Balloon Blocks,XBL,Microsoft,Creative Cog Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 09,N/A
49,Balloon Fight,VC,Nintendo,Nintendo R&D1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 07,N/A
50,Balloon Fight GB,GB,Nintendo,Pax Softonica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 00,N/A
51,Balloon Kid,GB,Nintendo,Pax Softnica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 90,N/A
52,Balloon Kid,3DS,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Nov 11,N/A
53,Balloon Pop Festival,WW,UFO Interactive,UFO Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jul 10,N/A
54,Balloon Pop Plus,PC,flaregames,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jun 13,N/A
55,Balloon Pop Plus,OSX,flaregames,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Apr 13,N/A
56,Balloon Pop Plus,And,flaregames,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 12,N/A
57,Balloon Pop Plus,WinP,flaregames,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jun 13,N/A
58,Balloon Pop!,3DS,UFO Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Sep 12,N/A
59,Ballpoint Universe: Infinite,WiiU,Arachnid Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Mar 14,N/A
60,Ballpoint Universe: Infinite,OSX,Arachnid Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 13,N/A
61,Ballpoint Universe: Infinite,PC,Arachnid Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 13,N/A
62,Balls N Walls,XBL,Microsoft,David Tse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 11,N/A
63,BallsAndBlocks,XBL,Microsoft,Ben3DX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 09,N/A
64,Ballz 3D,SNES,Accolade,PF.Magic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 94,N/A
65,Ballz 3D,GEN,Accolade,PF.Magic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
66,Ballz: The Director's Cut,3DO,PF.Magic,PF.Magic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
67,Balrog Sampler,PC,Unknown,Chameleon Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68,Balrum,PC,Balcony Team,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Feb 16,N/A
69,Banana Bliss: Jungle Puzzles,3DS,Teyon Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Dec 13,N/A
70,Banana Kong,And,FDG Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jun 13,N/A
71,Banana Split,XBL,Microsoft,Torturas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Oct 09,N/A
72,Band of Bugs,XBL,NinjaBee,NinjaBee,N/A,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jun 07,N/A
73,Band of Bugs,PC,NinjaBee,NinjaBee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 07,N/A
74,Band of Monsters,And,Kemco,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 14,N/A
75,Bandai Golf: Challenge Pebble Beach,NES,Bandai,TOSE Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 89,N/A
76,Bandit Kings of Ancient China,NES,KOEI,Koei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 90,N/A
77,Bandit Kings of Ancient China,PC,KOEI,Koei,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,30th Jul 18
78,Bandits: Phoenix Rising,PC,Tri Synergy,GRIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Mar 03,N/A
79,Bang Attack,WW,Engine Software,Engine Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Apr 10,N/A
80,Bang Bang Racing,WW,Unknown,Playbox Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
81,Bang! Gunship Elite,DC,Ubisoft,Red Storm Entertainment,N/A,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 00,N/A
82,Bang! Gunship Elite,PC,Red Storm Entertainment,RayLand,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jul 00,N/A
83,Bangai-O,DC,Conspiracy Entertainment,"Treasure Co., Ltd.",N/A,8.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Mar 01,N/A
84,Bangai-O HD: Missile Fury,XBL,D3 Publisher,"Treasure Co., Ltd.",N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th May 11,N/A
85,Banishing Racer,GB,Jaleco,Jaleco Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 91,N/A
86,Banjo-Kazooie: Nuts & Bolts,XBL,Microsoft Game Studios,Rare Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jan 10,N/A
87,Banjo-Tooie,XBL,Microsoft Game Studios,4J Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Apr 09,N/A
88,Bank Escape,And,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Oct 14,N/A
89,Bank Panic,MS,Sega,Sanritsu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 87,N/A
90,Bankshot Billiards 2,XBL,PixelStorm,PixelStorm,N/A,6.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 05,N/A
91,Bara no Ki Ni: Bara no Hansaku,PSP,Quinrose,QuinRose,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 10,N/A
92,Baraduke (Arcade),VC,Namco Bandai,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 09,N/A
93,Barbarian,GC,Titus,Saffire Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 04,N/A
94,Barbarian,XB,Unknown,Avalon Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,Barbarian,PC,Palace Software,Psygnosis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
96,Barbarian,GBA,Unknown,Titus Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,Barbarian the Ultimate Warrior,PC,Unknown,Anuman Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Dec 11,N/A
98,Barbarossa,SNES,Sammy Corporation,System Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 92,N/A
99,Barbie,NES,Hi Tech Expressions,Imagineering Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 91,N/A
100,Barbie and Her Sisters Puppy Rescue,X360,Little Orbit,Little Orbit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Nov 15,N/A
101,Barbie and the Three Musketeers,PC,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Nov 09,N/A
102,Barbie as Rapunzel: A Creative Adventure,PC,VU Games,Funnybone Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 02,N/A
103,Barbie as the Princess and the Pauper,PC,VU Games,VU Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 04,N/A
104,Barbie Beach Vacation,PC,Vivendi Games,Krome Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Oct 01,N/A
105,Barbie Dreamhouse Party,DS,Namco Bandai Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 14,N/A
106,Barbie Dreamhouse Party,Wii,Namco Bandai Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 14,N/A
107,Barbie Fashion Pack,GB,Mattel Interactive,Hyperspace Cowgirls,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 00,N/A
108,Barbie Fashion Show,PC,VU Games,VU Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 04,N/A
109,Barbie Fashion Show: An Eye for Style,PC,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 08,N/A
110,Barbie Fashion Show: Eye For Style,PC,Activision,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 08,N/A
111,Barbie Game Girl,GB,Hi Tech Expressions,Imagineering Inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 92,N/A
112,Barbie Horse Adventures: Riding Camp,PC,Activision,Pixel Tales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 08,N/A
113,Barbie in The 12 Dancing Princesses,PS2,Activision,Blue Monkey Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Nov 06,N/A
114,Barbie in The 12 Dancing Princesses,GBA,Activision,WayForward Technologies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 06,N/A
115,Barbie in The 12 Dancing Princesses,PC,Activision,Blue Monkey Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 06,N/A
116,Barbie Sparkling Ice Show,PC,VU Games,Krome Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 02,N/A
117,Barbie Super Model,GEN,Hi Tech Expressions,Tahoe Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
118,Barbie Super Model,PC,Hi Tech Expressions,Tahoe Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
119,Barbie Super Model,SNES,Hi Tech Expressions,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 93,N/A
120,Barbie Super Sports,PC,Mattel Interactive,Runecraft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Apr 01,N/A
121,Barbie Vacation Adventure,GEN,Hi Tech Expressions,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
122,Barbie Vacation Adventure,SNES,Hi Tech Expressions,Software Creations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
123,Barbie: Gotta Have Games,PS,VU Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Nov 03,N/A
124,Barbie: Magic Genie Adventure,GB,Mattel Interactive,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Nov 00,N/A
125,Barbie: Ocean Discovery,GB,Mattel Interactive,Realtime Associates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st May 99,N/A
126,Barbie: Pet Rescue,GB,Mattel Interactive,HotGen Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Aug 01,N/A
127,Barbie: Pet Rescue,PC,Mattel Interactive,Human Code,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Feb 00,N/A
128,Barca Total 2000,GB,Ubisoft,Live Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 00,N/A
129,Barcode Taisen Bardigun,GB,Tamsoft,GRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Dec 98,N/A
130,Bard to the Future,Linux,Battlebard Games,Battlebard Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15,N/A
131,Bard to the Future,OSX,Battlebard Games,Battlebard Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15,N/A
132,Bard to the Future,PC,Battlebard Games,Battlebard Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 15,N/A
133,Bardbarian,And,Bulkypix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 14,N/A
134,Bardbarian,PC,Bulkypix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 14,N/A
135,Bardysh,PS,Imadio,Imadio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jul 99,N/A
136,Barf And Beer,XBL,Microsoft,Danimal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 09,N/A
137,Bari Bari Densetsu,PCE,Taito,Taito Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 89,N/A
138,Barker Bill's Trick Shooting,NES,Nintendo,Nintendo R&D1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 90,N/A
139,Barkley: Shut Up and Jam 2,GEN,Accolade,Accolade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
140,Barkley: Shut Up and Jam!,GEN,Accolade,Accolade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
141,Barkley: Shut Up and Jam!,SNES,Accolade,Accolade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 94,N/A
142,Barney's Hide and Seek,GEN,Sega,Realtime Associates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
143,Barnyard,PC,THQ,Blue Tongue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 06,N/A
144,Barnyard Blaster,7800,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88,N/A
145,Baron Wittard: Nemesis of Ragnarok,PC,Iceberg Interactive,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 11,N/A
146,Baroque,SAT,Sting,Sting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st May 98,N/A
147,Baroque,PS,Sting,Sting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 99,N/A
148,Baroque Syndrome,PS,Sting,Sting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 00,N/A
149,Bart Simpson's Escape From Camp Deadly,GB,Acclaim Entertainment,Imagineering Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 91,N/A
150,Bartender DS,DS,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 07,N/A
151,Barunba,PCE,Namco,Zap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 90,N/A
152,Baseball,VC,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 07,N/A
153,Baseball,3DS,Nintendo,Nintendo,N/A,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 11,N/A
154,Baseball (3DS VC),3DS,Unknown,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
155,Baseball 2000,PC,Microsoft,WizBang! Software Productions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 99,N/A
156,Baseball Heroes,Lynx,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
157,Baseball Mania,PS2,Unknown,Tamsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
158,Baseball Navigator,PS,Angel Studios,Angel Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 97,N/A
159,Baseball Pro nami Kusauakyuu,PS,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
160,Baseball Simulation: ID Pro Yakyuu,PS,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jan 01,N/A
161,Baseball Simulator 1.000,NES,Culture Brain,Culture Brain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 90,N/A
162,Baseball Stars,NES,SNK,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 89,N/A
163,Baseball Stars 2,NG,SNK,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 92,N/A
164,Baseball Stars 2,VC,D4 Enterprise,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 07,N/A
165,Baseball Stars 2,PSN,SNK Playmore,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jul 11,N/A
166,Baseball Stars 2 (CD),NG,SNK,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 94,N/A
167,Baseball Stars II,NES,Romstar,Pixel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 92,N/A
168,Baseball Stars Professional,NG,SNK,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 91,N/A
169,Baseball Stars Professional,PSN,SNK Playmore,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Dec 10,N/A
170,Baseball Stars Professional (CD),NG,SNK,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Apr 95,N/A
171,Baseball Stars Professional (PSP),PSN,SNK Playmore,SNK Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jan 11,N/A
172,Basement Crawl,PS4,Bloober Team,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 13,N/A
173,Bases Loaded,NES,Jaleco,Jaleco Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 88,N/A
