,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
33,Arena Football,PS2,EA Sports,EA Tiburon,N/A,N/A,N/A,N/A,0.56m,0.28m,0.22m,N/A,0.07m,07th Feb 06,N/A
34,The Lord of the Rings: The Return of the King,GBA,Electronic Arts,Griptonite Games,N/A,7.4,N/A,N/A,0.56m,0.40m,0.15m,N/A,0.01m,05th Nov 03,N/A
35,NHL Hitz 20-02,PS2,Midway Games,EA Black Box,N/A,N/A,N/A,N/A,0.56m,0.28m,0.22m,N/A,0.07m,24th Sep 01,N/A
36,Classic NES Series: Dr. Mario,GBA,Nintendo,Nintendo,N/A,N/A,N/A,N/A,0.56m,0.31m,0.11m,0.13m,0.01m,25th Oct 04,N/A
37,The Sims: Bustin' Out,XB,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,0.56m,0.40m,0.14m,N/A,0.02m,15th Dec 03,N/A
38,"Warhammer 40,000: Space Marine",X360,THQ,Relic Entertainment,N/A,7.3,N/A,N/A,0.56m,0.25m,0.26m,N/A,0.06m,06th Sep 11,N/A
39,NCAA March Madness 07,PS2,EA Sports,EA Canada,N/A,N/A,N/A,N/A,0.56m,0.28m,0.22m,N/A,0.07m,17th Jan 07,N/A
40,LEGO Rock Band,X360,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.2,7.3,N/A,N/A,0.56m,0.40m,0.11m,N/A,0.05m,03rd Nov 09,N/A
41,"Monsters, Inc. Scream Team",PS,Sony Computer Entertainment,Artificial Mind and Movement,N/A,N/A,N/A,N/A,0.56m,0.31m,0.21m,N/A,0.04m,30th Oct 01,N/A
42,Harry Potter Collection,PS2,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,0.56m,0.28m,0.21m,N/A,0.07m,23rd Oct 07,N/A
43,Tony Hawk's Project 8,PSP,Activision,Page 44 Studios,N/A,6.3,N/A,N/A,0.56m,0.41m,0.08m,N/A,0.07m,21st Nov 06,N/A
44,Yu-Gi-Oh! World Championship Tournament 2004,GBA,Konami,KCEJ,N/A,N/A,N/A,N/A,0.56m,0.40m,0.15m,N/A,0.01m,10th Feb 04,N/A
45,Cabela's Big Game Hunter 2005 Adventures,PS2,Activision,Activision,N/A,N/A,N/A,N/A,0.56m,0.28m,0.21m,N/A,0.07m,10th Nov 04,N/A
46,Top Spin 3,X360,2K Sports,Pam Development,N/A,8.1,N/A,N/A,0.56m,0.09m,0.40m,N/A,0.07m,23rd Jun 08,N/A
47,Knockout Kings 2001,PS2,EA Sports,Black Ops Entertainment,N/A,N/A,N/A,N/A,0.56m,0.28m,0.21m,N/A,0.07m,05th Feb 01,N/A
48,Disney Infinity 3.0,PS3,Disney Interactive Studios,Avalanche Software,N/A,N/A,N/A,N/A,0.56m,0.22m,0.25m,N/A,0.09m,30th Aug 15,20th Mar 18
49,Army Men: Sarge's Heroes,PS,3DO,3DO,N/A,N/A,N/A,N/A,0.56m,0.31m,0.21m,N/A,0.04m,01st Jan 00,N/A
50,Tom Clancy's HAWX,PS3,Ubisoft,Ubisoft Romania,N/A,7.5,8.4,N/A,0.56m,0.21m,0.22m,0.05m,0.09m,03rd Mar 09,N/A
51,Petz Dogz 2,PS2,Ubisoft,Yuke's Media Creations,N/A,N/A,N/A,N/A,0.56m,0.28m,0.21m,N/A,0.07m,23rd Nov 07,N/A
52,Battlefield 2: Modern Combat,XB,Electronic Arts,Digtal Illusions,N/A,7.5,N/A,N/A,0.56m,0.39m,0.15m,N/A,0.02m,24th Oct 05,N/A
53,Xenoblade Chronicles,3DS,Nintendo,Monolith Soft,N/A,8.6,N/A,N/A,0.56m,0.24m,0.15m,0.13m,0.04m,10th Apr 15,15th Jan 18
54,All-Star Baseball 2002,PS2,Acclaim Entertainment,Acclaim Entertainment,N/A,N/A,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,12th Mar 01,N/A
55,Tetris Party Deluxe,Wii,Majesco,"Tetris Online, Inc",N/A,7.3,N/A,N/A,0.56m,0.33m,0.16m,0.02m,0.05m,01st Jun 10,N/A
56,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Nintendo,GungHo Online Entertainment,N/A,7.8,N/A,N/A,0.56m,0.09m,0.11m,0.35m,0.02m,22nd May 15,17th Jul 18
57,Metroid: Samus Returns,3DS,Nintendo,Mercury Steam,N/A,9.1,N/A,N/A,0.56m,0.30m,0.15m,0.07m,0.05m,15th Sep 17,21st Sep 18
58,WWE 2K16,PS3,Take-Two Interactive,Yuke's,N/A,N/A,N/A,N/A,0.56m,0.24m,0.23m,N/A,0.09m,27th Oct 15,11th Apr 18
59,Backyard NFL Football,GBA,Infogrames,Torus Games,N/A,N/A,N/A,N/A,0.56m,0.40m,0.15m,N/A,0.01m,25th Sep 02,N/A
60,Bolt,Wii,Disney Interactive Studios,Avalanche Software,N/A,N/A,N/A,N/A,0.56m,0.19m,0.31m,N/A,0.06m,18th Nov 08,N/A
61,Need for Speed: Most Wanted,GC,Electronic Arts,EA Canada,N/A,8.3,N/A,N/A,0.56m,0.43m,0.11m,N/A,0.02m,15th Nov 05,N/A
62,NASCAR Rumble,PS,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,0.56m,0.31m,0.21m,N/A,0.04m,31st Jan 00,N/A
63,Darksiders II,PC,THQ,Vigil Games,N/A,7.8,N/A,0.56m,N/A,N/A,N/A,N/A,N/A,14th Aug 12,14th Mar 18
64,WWE Raw 2,XB,THQ,"Anchor, Inc.",N/A,N/A,N/A,N/A,0.56m,0.43m,0.11m,N/A,0.02m,16th Sep 03,N/A
65,Mega Man X2,SNES,Capcom,Capcom,N/A,N/A,N/A,N/A,0.56m,0.09m,0.02m,0.45m,0.00m,01st Jan 94,N/A
66,Resident Evil 2,N64,Capcom,Angel Studios,N/A,9.0,N/A,N/A,0.56m,0.39m,0.09m,0.07m,0.01m,31st Oct 99,N/A
67,Yakuza 4,PS3,Sega,Sega,N/A,7.7,N/A,0.56m,N/A,N/A,N/A,N/A,N/A,15th Mar 11,02nd Jan 18
68,Manhunt 2,PS2,Rockstar Games,Rockstar London,N/A,N/A,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,29th Oct 07,N/A
69,Fullmetal Alchemist and the Broken Angel,PS2,Square Enix,Racjin,N/A,N/A,N/A,N/A,0.56m,0.15m,0.12m,0.26m,0.04m,18th Jan 05,N/A
70,Assassin's Creed: Unity,PC,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,0.56m,0.20m,0.31m,N/A,0.04m,11th Nov 14,04th May 18
71,Wolfenstein,X360,Activision,Raven Software,N/A,7.3,N/A,N/A,0.56m,0.28m,0.22m,N/A,0.06m,18th Aug 09,N/A
72,Dogz,DS,Ubisoft,MTO,N/A,N/A,N/A,N/A,0.56m,0.50m,0.01m,N/A,0.04m,22nd Nov 06,N/A
73,Hamtaro: Ham-Hams Unite!,GBC,Nintendo,Shogakukan,N/A,N/A,N/A,N/A,0.56m,N/A,N/A,0.56m,0.00m,28th Oct 02,06th Jan 18
74,Batman Begins,PS2,Electronic Arts,Eurocom Entertainment Software,N/A,N/A,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,14th Jun 05,N/A
75,DOOM VFR,PS4,Bethesda Softworks,id Software,N/A,N/A,8.0,N/A,0.56m,0.22m,0.25m,N/A,0.09m,01st Dec 17,01st Jan 18
76,Dr. Seuss' The Cat in the Hat,PS2,VU Games,Magenta Software,N/A,N/A,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,05th Nov 03,N/A
77,Tony Hawk's Proving Ground,X360,Activision,Neversoft Entertainment,N/A,7.2,N/A,N/A,0.56m,0.49m,0.02m,N/A,0.04m,15th Oct 07,N/A
78,Just Cause 4,PS4,Square Enix,Avalanche Studios,N/A,N/A,N/A,N/A,0.56m,0.18m,0.26m,0.03m,0.09m,04th Dec 18,19th Dec 18
79,Barbie Groovy Games,GBA,Universal Interactive,Digital Illusions (DICE),N/A,3.0,N/A,N/A,0.56m,0.40m,0.15m,N/A,0.01m,04th Sep 02,N/A
80,Defense Grid: The Awakening,PC,Hidden Path Entertainment,Hidden Path Entertainment,N/A,8.0,N/A,0.56m,N/A,N/A,N/A,N/A,N/A,08th Dec 08,N/A
81,Archer Maclean's Mercury,PSP,Ignition Entertainment,Awesome Studios,N/A,7.7,N/A,N/A,0.56m,0.17m,0.24m,N/A,0.15m,06th Apr 05,N/A
82,Yu-Gi-Oh! Reshef of Destruction,GBA,Konami,Konami,N/A,N/A,N/A,N/A,0.56m,0.40m,0.15m,N/A,0.01m,29th Jun 04,N/A
83,Blinx: The Time Sweeper,XB,Microsoft Game Studios,Artoon,N/A,6.8,N/A,N/A,0.56m,0.39m,0.15m,N/A,0.02m,07th Oct 02,N/A
84,ESPN NFL Football,PS2,Sega,Visual Concepts,N/A,N/A,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,03rd Sep 03,N/A
85,Fatal Fury Special,SNES,Takara,Takara,N/A,N/A,N/A,N/A,0.56m,N/A,N/A,0.56m,N/A,01st Apr 95,N/A
86,Major League Baseball 2K5,XB,2K Sports,Kush Games,N/A,N/A,N/A,N/A,0.56m,0.52m,0.02m,N/A,0.02m,23rd Feb 05,N/A
87,DS Bimoji Training,DS,Nintendo,Nuevo Retro Games / NST,N/A,N/A,N/A,N/A,0.56m,N/A,N/A,0.56m,N/A,13th Mar 08,N/A
88,Enslaved: Odyssey to the West,PS3,Namco Bandai,Ninja Theory,N/A,7.9,N/A,N/A,0.56m,0.24m,0.23m,0.01m,0.08m,05th Oct 10,N/A
89,Dora The Explorer: Dora Saves the Snow Princess,Wii,2K Play,High Voltage Software,N/A,N/A,N/A,N/A,0.56m,0.49m,0.02m,N/A,0.04m,27th Oct 08,N/A
90,No More Heroes,Wii,Ubisoft,Grasshopper Manufacture,N/A,8.2,8.3,N/A,0.56m,0.29m,0.17m,0.04m,0.05m,22nd Jan 08,N/A
91,Soldier of Fortune: Gold Edition,PS2,Majesco,Pipe Dream Interactive,N/A,N/A,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,11th Nov 01,N/A
92,Sonic Forces,PS4,Sega,Sonic Team,N/A,N/A,N/A,N/A,0.56m,0.15m,0.31m,0.01m,0.09m,07th Nov 17,11th Feb 18
93,Viscera Cleanup Detail: Santa's Rampage,PC,Unknown,RuneStorm,N/A,N/A,N/A,0.56m,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 19
94,Kingdom Come: Deliverance,PS4,Deep Silver,Warhorse Studios,N/A,N/A,N/A,N/A,0.56m,0.18m,0.28m,N/A,0.09m,13th Feb 18,10th Jan 18
95,MX 2002 Featuring Ricky Carmichael,PS2,THQ,Pacific Coast Power & Light,N/A,8.0,N/A,N/A,0.56m,0.27m,0.21m,N/A,0.07m,03rd Jul 01,N/A
96,Frontlines: Fuel of War,X360,THQ,Kaos Studios,N/A,N/A,N/A,N/A,0.56m,0.34m,0.15m,0.01m,0.05m,25th Feb 08,N/A
97,NCAA Football 07,XB,EA Sports,EA Sports,N/A,8.8,N/A,N/A,0.56m,0.42m,0.12m,N/A,0.01m,18th Jul 06,N/A
98,Lunar: Silver Star Story Complete,PS,Working Designs,Game Arts,N/A,7.6,10.0,N/A,0.55m,0.27m,0.18m,0.06m,0.04m,28th May 99,N/A
99,NBA Showtime: NBA on NBC,PS,Midway Games,Eurocom Entertainment Software,N/A,N/A,N/A,N/A,0.55m,0.31m,0.21m,N/A,0.04m,31st Oct 99,N/A
100,Dungeons of Dredmor,PC,Unknown,Gaslamp Games,N/A,8.0,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,13th Jul 11,N/A
101,Soul Reaver 2,PS2,Eidos Interactive,Crystal Dynamics,N/A,N/A,N/A,N/A,0.55m,0.27m,0.21m,N/A,0.07m,31st Oct 01,N/A
102,Lords of the Fallen,PS4,Namco Bandai Games,DECK13 Interactive,N/A,N/A,N/A,N/A,0.55m,0.20m,0.24m,0.02m,0.09m,28th Oct 14,10th May 18
103,Metal Gear Solid 3: Subsistence,PS2,Konami,Kojima Productions,N/A,9.4,N/A,N/A,0.55m,0.34m,0.01m,0.15m,0.06m,14th Mar 06,N/A
104,The Godfather (old US sales),XB,Electronic Arts,Headgate,N/A,N/A,N/A,N/A,0.55m,0.42m,0.11m,N/A,0.02m,21st Mar 06,N/A
105,Daytona USA,SAT,Sega,Sega-AM2,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,N/A,11th May 95,N/A
106,WWF Raw (2002),XB,THQ,Anchor,N/A,6.5,N/A,N/A,0.55m,0.40m,0.13m,N/A,0.02m,11th Feb 02,06th Jan 18
107,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,3DS,Level 5,Level 5,N/A,N/A,N/A,N/A,0.55m,0.12m,0.25m,0.15m,0.03m,06th Oct 17,23rd Jan 18
108,Shin Super Robot Taisen,PS,Banpresto,Winky Soft,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.52m,0.04m,27th Dec 96,N/A
109,Disney Infinity 2.0: Marvel Super Heroes,XOne,Disney Interactive Studios,Avalanche Software,N/A,N/A,N/A,N/A,0.55m,0.35m,0.15m,N/A,0.05m,23rd Sep 14,06th Feb 18
110,Catz,DS,Ubisoft,Powerhead Games,N/A,N/A,N/A,N/A,0.55m,0.49m,0.02m,N/A,0.04m,30th Nov 06,N/A
111,Ratchet & Clank: Quest for Booty,PS3,Sony Computer Entertainment,Insomniac Games,N/A,7.6,N/A,N/A,0.55m,0.00m,0.52m,N/A,0.03m,12th Sep 08,N/A
112,Jump Super Stars,DS,Nintendo,Ganbarion,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,N/A,08th Aug 05,N/A
113,Inazuma Eleven GO: Dark / Shine,3DS,Level 5,Level 5,N/A,N/A,N/A,N/A,0.55m,N/A,0.07m,0.48m,0.00m,15th Dec 11,08th Jan 18
114,Poochy & Yoshi's Woolly World,3DS,Nintendo,Good-Feel,N/A,7.5,N/A,N/A,0.55m,0.20m,0.16m,0.17m,0.03m,03rd Feb 17,07th Jan 18
115,MX vs. ATV: Alive,X360,THQ,Rainbow Studios,N/A,6.9,N/A,N/A,0.55m,0.37m,0.13m,N/A,0.05m,10th May 11,N/A
116,The Activision Decathlon,2600,Activision,Activision,N/A,N/A,N/A,N/A,0.55m,0.52m,0.03m,N/A,0.01m,01st Jan 83,N/A
117,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,D3 Publisher,Taito Corporation,N/A,N/A,N/A,N/A,0.55m,0.31m,0.21m,N/A,0.04m,27th Sep 01,N/A
118,Fighting Force 2,PS,Eidos Interactive,Core Design Ltd.,N/A,N/A,N/A,N/A,0.55m,0.31m,0.21m,N/A,0.04m,30th Nov 99,N/A
119,Sakura Wars,SAT,Sega,Overworks,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,N/A,27th Sep 96,N/A
120,Extermination,PS2,Sony Computer Entertainment,Deep Space,N/A,N/A,N/A,N/A,0.55m,0.21m,0.16m,0.12m,0.05m,23rd Jul 01,N/A
121,Batman: Vengeance,PS2,Ubisoft,Ubisoft Montreal,N/A,7.1,N/A,N/A,0.55m,0.27m,0.21m,N/A,0.07m,15th Oct 01,N/A
122,Disgaea 3: Absence of Justice,PS3,NIS America,Nippon Ichi Software,8.2,7.8,N/A,N/A,0.55m,0.36m,0.03m,0.11m,0.05m,26th Aug 08,N/A
123,Rapala Tournament Fishing!,Wii,Activision,Magic Wand Productions,N/A,N/A,N/A,N/A,0.55m,0.51m,0.00m,N/A,0.04m,22nd Nov 06,N/A
124,Sniper Elite 4,PS4,Rebellion Developments,Rebellion Developments,N/A,N/A,N/A,N/A,0.55m,0.21m,0.25m,N/A,0.09m,14th Feb 17,29th May 18
125,Secret Agent Clank(US sales),PSP,Sony Computer Entertainment,High Impact Games,7.0,7.2,N/A,N/A,0.55m,0.33m,0.22m,N/A,N/A,17th Jun 08,N/A
126,Madagascar: Escape 2 Africa,Wii,Activision,Toys for Bob,N/A,N/A,N/A,N/A,0.55m,0.31m,0.18m,N/A,0.06m,04th Nov 08,N/A
127,Derby Stallion 04,PS2,Enterbrain,ParityBit,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,N/A,22nd Apr 04,N/A
128,NBA 2K8,PS3,2K Sports,Visual Concepts,N/A,N/A,N/A,N/A,0.55m,0.50m,0.01m,N/A,0.05m,02nd Oct 07,N/A
129,Purr Pals,DS,Crave Entertainment,inXile,N/A,N/A,N/A,N/A,0.55m,0.18m,0.35m,N/A,0.02m,27th Mar 07,N/A
130,Skylanders: SuperChargers,X360,Activision,Vicarious Visions,N/A,N/A,N/A,N/A,0.55m,0.35m,0.15m,N/A,0.05m,20th Sep 15,06th Apr 18
131,Tony Hawk's Pro Skater 3,XB,Activision,Neversoft Entertainment,N/A,N/A,N/A,N/A,0.55m,0.34m,0.18m,N/A,0.02m,04th Mar 02,N/A
132,Mega Man Zero,GBA,Capcom,Inti Creates,N/A,N/A,N/A,N/A,0.55m,0.22m,0.08m,0.24m,0.01m,09th Sep 02,N/A
133,Lara Croft and the Guardian of Light,PC,Square Enix,Crystal Dynamics,N/A,8.3,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,28th Sep 10,N/A
134,Contender 2,PS,BAM! Entertainment,Bam Entertainment,N/A,N/A,N/A,N/A,0.55m,0.31m,0.21m,N/A,0.04m,19th Dec 00,N/A
135,Star Wars: Dark Forces,PS,LucasArts,LucasArts,N/A,N/A,N/A,N/A,0.55m,0.31m,0.21m,N/A,0.04m,30th Nov 96,N/A
136,Grease,Wii,505 Games,Zoe Mode,N/A,N/A,N/A,N/A,0.55m,0.26m,0.24m,N/A,0.05m,24th Aug 10,N/A
137,JoJo's Bizarre Adventure: All Star Battle,PS3,Namco Bandai Games,CyberConnect2,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,29th Apr 14,24th May 18
138,Medieval II: Total War,PC,Sega,The Creative Assembly,N/A,8.8,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,13th Nov 06,N/A
139,Okami,All,Unknown,Clover Studio,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,N/A,20th Jan 21
140,Toukiden: The Age of Demons,All,Unknown,Omega Force,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,N/A,05th Feb 21
141,Yakuza: Dead Souls,PS3,Sega,Sega,N/A,7.0,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,13th Mar 12,03rd Jan 18
142,Tiger Woods PGA Tour 13,PS3,Electronic Arts,EA Tiburon,N/A,N/A,N/A,N/A,0.55m,0.24m,0.22m,N/A,0.08m,27th Mar 12,28th Sep 18
143,Legends of WrestleMania,PS3,THQ,Yuke's,7.0,N/A,N/A,N/A,0.55m,0.30m,0.17m,0.00m,0.07m,24th Mar 09,N/A
144,SD Gundam G Generation Zero,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.51m,0.04m,12th Aug 99,N/A
145,Wolfenstein II: The New Colossus,PC,Bethesda Softworks,MachineGames,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,27th Oct 17,N/A
146,Kingdom Hearts: Final Mix,PS2,Square,SquareSoft,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,N/A,26th Dec 02,N/A
147,Door Kickers,PC,KillHouse Games,KillHouse Games,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,20th Oct 13,23rd Nov 18
148,Super Robot Taisen F,SAT,Banpresto,Banpresto,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,0.00m,25th Sep 97,N/A
149,Spec Ops: The Line,PS3,2K Games,Yager Development,N/A,N/A,N/A,N/A,0.55m,0.19m,0.24m,0.04m,0.07m,26th Jun 12,10th Jan 18
150,Shrek 2,XB,Activision,"Luxoflux, Inc.",N/A,6.7,N/A,N/A,0.55m,0.40m,0.13m,N/A,0.02m,28th Apr 04,N/A
151,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,Sega,Smilebit,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,N/A,07th Mar 02,N/A
152,Monster Jam: Path of Destruction,Wii,Activision,Virtuos,N/A,N/A,N/A,N/A,0.55m,0.49m,0.02m,N/A,0.04m,09th Nov 10,N/A
153,SpongeBob SquarePants: SuperSponge,GBA,THQ,Climax Group,N/A,N/A,N/A,N/A,0.55m,0.39m,0.15m,N/A,0.01m,05th Nov 01,N/A
154,Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Banpresto,N/A,N/A,N/A,N/A,0.55m,N/A,N/A,0.55m,0.00m,23rd Apr 98,N/A
155,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Activision,Black Lantern Studios,N/A,N/A,N/A,N/A,0.55m,0.40m,0.11m,N/A,0.04m,19th Oct 10,N/A
156,Mini Metro,PC,Unknown,Dinosaur Polo Club,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 19
157,Rory McIlroy PGA Tour,PS4,Electronic Arts,EA Tiburon,N/A,N/A,N/A,N/A,0.55m,0.19m,0.27m,N/A,0.09m,14th Jul 15,24th May 18
158,Donkey Kong Jungle Climber,DS,Nintendo,Paon Corporation,N/A,7.8,N/A,N/A,0.55m,0.25m,0.03m,0.24m,0.03m,10th Sep 07,N/A
159,Tak and the Power of Juju,GBA,THQ,Avalanche Software,N/A,N/A,N/A,N/A,0.55m,0.39m,0.15m,N/A,0.01m,15th Oct 03,N/A
160,Lips: Number One Hits,X360,Microsoft Game Studios,iNiS,N/A,N/A,N/A,N/A,0.55m,0.15m,0.34m,N/A,0.06m,20th Oct 09,10th Oct 18
