,Title,Platform,Publisher,Developer,VGC_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release,Last_Update
11,Hudson Selection Vol. 4: Takahashi Meijin no Bouken Shima,GC,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 03,N/A
12,Hudson Selection Vol. 4: Takahashi Meijin no Bouken Shima,PS2,Hudson Soft,Hudson Soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 03,N/A
13,Hue,PC,Dan Da Rocha,Fiddlesticks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 16,16th Dec 20
14,Hugo 2in1: Bukkazoom! / The Evil Mirror,GBA,ITE Media,ITE Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 05,N/A
15,Hugo Bukkazoom!,GBA,Unknown,ITE Media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20,N/A
16,Hula Wii: Hula de Hajimeru - Bi to Kenkou!,Wii,Milestone,MileStone Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 08,N/A
17,Hula Wii: Motto Jouzu no Fura o Odorou!!,Wii,Milestone,MileStone Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 09,N/A
18,Human Cannonball,2600,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 78,N/A
19,Human Element,PS4,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 15,N/A
20,Human Element,XOne,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 15,N/A
21,Human Element,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 15,N/A
22,Human Grand Prix III: F1 Triple Battle,SNES,Human Entertainment,Human Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 94,N/A
23,Human Grand Prix IV: F1 Dream Battle,SNES,Human Entertainment,Human Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 95,N/A
24,Hundred Swords,DC,Sega,Smilebit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 01,N/A
25,Hundred Swords,PC,Activision,Smilebit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 02,N/A
26,Hunger Games: Catching Fire - Panem Run,And,Reliance Big Entertainment UK Private Ltd,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 13,N/A
27,Hungry Dinosaurs,SNES,Sunsoft,Magical Company,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jan 95,N/A
28,Hungry Ghosts,PS2,Sony Computer Entertainment,Deep Space,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 03,N/A
29,Hungry Giraffe,PSV,Laughing Jackal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Oct 12,N/A
30,Hungry Shark - Part 1,And,Future Games of London,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 10,N/A
31,Hungry Shark Evolution,And,Future Games of London,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 10,N/A
32,Hunt & Score,2600,Atari,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 80,N/A
33,Hunt: Showdown,PC,Crytek,Crytek,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 19,20th Jan 20
34,Hunter Dan's Fishing,Wii,Unknown,Mastiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,Hunter Hunted,PC,Sierra Entertainment,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 96,N/A
36,Hunter X Hunter,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 00,N/A
37,Hunter x Hunter: Battle Allstars,And,Namco Bandai Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 14,N/A
38,Hunter X Hunter: Greed Island,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 03,N/A
39,Hunter X Hunter: Michikareshi Mono,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Aug 01,N/A
40,Hunter X Hunter: Minna Tomodachi Daisakusen!!,GBA,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 03,N/A
41,Hunter X Hunter: Ryumyaku no Saidan,PS2,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 01,N/A
42,Hunter X Hunter: Sorezore no Ketsui,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 01,N/A
43,Hunters Of The Dead,PC,Strategy First,Strategy First,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 14,N/A
44,HuntersLunch,XBL,Microsoft,DK Alpla,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 09,N/A
45,Hunting Simulator,PC,Bigben Interactive,Maximum Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Jul 17,28th Jun 18
46,Hunting Unlimited,PC,Unknown,Sunstorm Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47,Hunting Unlimited 2,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48,Hunting Unlimited 2008,PC,Unknown,SCS Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49,Hunting Unlimited 2009,PC,ValuSoft,ValuSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 08,N/A
50,Hunting Unlimited 2010,PC,Unknown,ValuSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51,Hunting Unlimited 2011,PC,Unknown,ValuSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52,Hunting Unlimited 3,PC,Unknown,SCS Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53,Hunting Unlimited 4,PC,Unknown,SCS Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54,Hunting Unlimited Trophy Collection,PC,Unknown,SCS Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55,Hunting Unlimited: Expedition 3 Pack,PC,ValuSoft,ValuSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 11,N/A
56,Hurricane,PC,Aerosoft,Aerosoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 07,N/A
57,Hurricanes,SNES,U.S. Gold,Probe Entertainment Limited,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 94,N/A
58,Hurricanes,GG,U.S. Gold,U.S. Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 94,N/A
59,Hurricanes,GEN,U.S. Gold,Arc Developments,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94,N/A
60,Hustle Kings,PSN,Sony Computer Entertainment,VooFoo Studios,8.5,8.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 10,25th Sep 18
61,Hustle Kings,PSV,Sony Computer Entertainment,VooFoo Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Feb 12,25th Sep 18
62,Huxley: The Dystopia,X360,Unknown,Webzen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 20,N/A
63,Huxley: The Dystopia,PC,Unknown,Webzen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64,Hybrid,PS,Midas Interactive Entertainment,"MotiveTime, Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Apr 02,N/A
65,Hybrid,XBL,Unknown,5TH Cell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66,Hydlide,NES,FCI,Tikipod,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 89,N/A
67,Hydlide 3: Yami Kara no Houmonsha,NES,Namco,Tikipod,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Feb 89,N/A
68,Hydra,Lynx,Tengen,Tengen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92,N/A
69,Hydro Electric Worker,XBL,Microsoft,WastelandTech,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 09,N/A
70,Hydro Thunder,DC,Midway Games,Eurocom Entertainment Software,N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 99,N/A
71,Hydro Thunder Hurricane,XBL,Microsoft Game Studios,Vector Unit Studios,8.4,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 10,N/A
72,Hydro Thunder Hurricane: Tempest Pack,XBL,Microsoft Game Studios,Vector Unit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 10,N/A
73,Hydrophobia,PSN,Unknown,Dark Energy Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
74,Hydrophobia,XBL,Microsoft,Dark Energy Digital,N/A,5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 10,N/A
75,Hydrophobia: Prophecy,PSN,Dark Energy Digital,Dark Energy Digital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 11,N/A
76,Hype: The Time Quest,PC,Ubisoft,Playmobil Interactive,N/A,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Nov 99,N/A
77,Hype: The Time Quest,PS2,Ubisoft,Playmobil Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 02,N/A
78,Hype: The Time Quest,GB,Ubisoft,Playmobil Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 01,N/A
79,Hyper 3-D Pinball,SAT,Virgin Interactive,NMS Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 96,N/A
80,Hyper 3-D Pinball,PC,Virgin Interactive,NMS Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 95,N/A
81,Hyper Black Bass '95,GB,Black Label Games,Black Label Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 95,N/A
82,Hyper Duel,SAT,TechnoSoft,"TechnoSoft Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 96,N/A
83,Hyper Dyne Side Arms Special,PCE,NEC Avenue,NEC Avenue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 89,N/A
84,Hyper Force,AJ,Songbird Productions,Visual Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Apr 00,N/A
85,Hyper Light Drifter,PSV,Rebellion Games,Rebellion Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 17,N/A
86,Hyper Light Drifter,Ouya,Rebellion Games,Rebellion Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15,N/A
87,Hyper Light Drifter,Linux,Rebellion Games,Rebellion Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 17,N/A
88,Hyper Light Drifter,OSX,Rebellion Games,Rebellion Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 16,N/A
89,Hyper Light Drifter,XOne,Rebellion Games,Rebellion Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 16,N/A
90,Hyper Lode Runner,GB,Bandai,Broderbund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jan 89,N/A
91,Hyper Reverthion,SAT,TechnoSoft,"TechnoSoft Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 96,N/A
92,Hyper Securities 2,PS,Victor Interactive,Victor Interactive Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 98,N/A
93,Hyper Securities S,SAT,Pack-In-Video,Pack-In-Video,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Feb 97,N/A
94,Hyper Street Fighter II: The Anniversary Edition,PS2,Capcom,Capcom Production Studio 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th May 04,N/A
95,Hyper V-Ball,SNES,Mc O'River,Video System,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93,N/A
96,Hyperballoid HD,PSN,Isquared Games,iSquared Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 10,N/A
97,HyperBlade,PC,Activision,WizBang! Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 96,N/A
98,Hyperdevotion Noire: Goddess Black Heart,PC,Idea Factory International,Compile Heart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 17,N/A
99,Hyperdrome,Lynx,Telegames,"Telegames, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90,N/A
100,HyperZone,SNES,HAL Laboratory,HAL Laboratory,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 91,20th Apr 18
101,Hypnotizing,XBL,Microsoft,GoVids,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 09,N/A
102,Hysteria Project,PSN,Sanuk Games,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 10,N/A
103,Hysteria Project 2,PSN,Sony Computer Entertainment,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 11,N/A
104,Hyu~Stone,3DS,Poisoft,Poisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 11,N/A
105,I am a Teacher: Super Mario no Sweater (FDS),NES,Unknown,Royal Kougyou,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 86,N/A
106,I Am Alive,PS3,Unknown,Ubisoft Shanghai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,I Am Alive,X360,Unknown,Ubisoft Shanghai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108,I Am Alive,PC,Unknown,Ubisoft Shanghai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,I Am Bread,OSX,Bossa Studios,Bossa Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Apr 15,11th Aug 18
110,I Am Bread,PS4,Bossa Studios,Bossa Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 15,11th Aug 18
111,I am Setsuna,PC,Square Enix,Tokyo RPG Factory,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 16,04th Jul 18
112,I ate colors,And,Aexol,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 14,N/A
113,I Did It Mum! Dolls House,DS,505 Games,505 Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Sep 09,N/A
114,"I Have No Mouth, and I Must Scream",PC,Cyberdreams,The Dreamers Guild,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 95,N/A
115,I Heart Shift,XBL,Microsoft,Fronominal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Sep 09,N/A
116,I Kill Zombies,PSN,Unknown,Open Emotion Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
117,I Love Dolphin,DS,Unknown,Starfish,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
118,I MAED A GAM3 W1TH Z0MB1ES!!!1,XBL,Microsoft,Jamezila,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 09,N/A
119,I Must Run!,PSN,Gamelion Studios,Gamelion Studios,N/A,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 10,N/A
120,I of the Enemy,PC,Unknown,Enemy Technology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Nov 04,N/A
121,I Spy Treasure Hunt,PC,Scholastic Inc.,Scholastic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 01,N/A
122,I Want My Mommy,2600,Unknown,Zimag,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83,N/A
123,I'm not Alone,PC,TGC,Pixel Revolution,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 10,N/A
124,I'm O.K - A Murder Simulator,PC,ThompsonSoft,ThompsonSoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 05,N/A
125,I've Got to Run!,WiiU,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jun 14,N/A
126,"I,Gladiator",PC,Next Dimension Game Adventures Ltd.,Steel Monkeys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 15,N/A
127,I-Fluid,PC,Exkee,Exkee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Jul 08,N/A
128,I-Ninja,PC,Zoo Digital Publishing,Argonaut Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 04,N/A
129,I-Sing,Wii,Unknown,Dreamcatcher,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130,I-War,AJ,Atari,"Imagitec Design, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
131,I/O,PS2,GN Software,Regista,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jan 06,N/A
132,Ibarado: Rapture no Kaeru Machi,PS,System Sacom,System Sacom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 97,N/A
133,ibb and obb,PS3,Zen Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Aug 13,N/A
134,iBomber Defense,PC,Chillingo,Cobra Mobile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 11,N/A
135,iCarly: iDream in Toons,PC,Activision,"Big Blue Bubble, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 09,N/A
136,Icarus: Sanctuary of the Gods,PC,JC Research,"ST Entertainment, KRGsoft",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 98,N/A
137,Ice 9,XBL,Microsoft,Ceiyne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 09,N/A
138,Ice Age 2: The Meltdown,PC,Vivendi Games,Eurocom Entertainment Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Mar 06,N/A
139,Ice and Fire,PC,GT Interactive,Zombie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 95,N/A
140,Ice Climber,VC,Nintendo,Nintendo R&D1,N/A,6.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Feb 07,N/A
141,Ice Climber,3DS,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 11,N/A
142,Ice Cream Craze: Tycoon Takeover,PC,GameFools,GameFools,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Apr 09,N/A
143,Ice Cream Surfer,WiiU,Dolores Entertainment SL,Dolores Entertainment SL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 14,N/A
144,Ice Cream Tycoon,PC,Big Fish Games,Big Fish Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 07,N/A
145,Ice Cream Tycoon Deluxe,PC,IncaGold,IncaGold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 07,N/A
146,Ice Hockey,VC,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Dec 06,N/A
147,Ice Hockey,WiiU,Nintendo,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Feb 14,N/A
148,Ice Hockey (FDS),NES,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jan 88,N/A
149,Ice Hokey Slovakia 2011,DSiW,Unknown,Cypronia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Apr 11,N/A
150,Ice Nine,GBA,BAM! Entertainment,Torus Games,N/A,3.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 05,N/A
151,Icebreaker,3DO,Panasonic Interactive Media,Magnet Interactive Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95,N/A
152,Icebreaker,PC,Unknown,Magnet Interactive Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 95,N/A
153,Icewind Dale: Heart of Winter,PC,Interplay,Black Isle Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 01,N/A
154,Icewind Dale: The Collection,PC,Interplay,Black Isle Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 02,N/A
155,Icewind Dale: The Ultimate Collection,PC,Interplay,Black Isle Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Sep 03,N/A
156,Ichi,Linux,Stolen Couch Games,Stolen Couch Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 14,08th Aug 18
157,Ichi,OSX,Stolen Couch Games,Stolen Couch Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 14,08th Aug 18
158,Ichi,PC,Stolen Couch Games,Stolen Couch Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 14,08th Aug 18
159,Ichido wa Yonde de Okitai Nihon Bungaku 100-Sen,DS,Spike,Spike,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 07,N/A
160,Ichigeki Sacchuu!! HoiHoi-San,PS2,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 03,N/A
161,Ichigeki: Hagane no Hito,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Nov 99,N/A
162,Ichigo 100% Strawberry Diary,PS2,Tomy Corporation,Alpha Unit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 05,N/A
163,Ichimoo Dajin! King Cat,DSiW,Tom Create,Tom Create,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Oct 09,N/A
164,Ico Soccer,DS,Black Bean Games,Artematica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jun 09,N/A
165,Icomania,And,Games for Friends,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Mar 13,N/A
166,Icomania Guess The Icon Quiz,And,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 14,N/A
167,Icon Pop Quiz,And,Alegrium,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 12,N/A
168,id Anthology,PC,GT Interactive,id Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 96,N/A
169,Idaten Jump DS: Moero! Flame Kaiser,DS,Taito,Taito Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Sep 06,N/A
170,Ide Yosuke Meijin no Shinmi Sen Mahjong,3DO,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 96,N/A
